quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
2.25,.69999999,.68000001,.72000003,Female,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.5,.68000001,.66000003,.69999999,Female,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
2.75,.67000002,.64999998,.69,Female,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3,.66000003,.63999999,.69,Female,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.25,.64999998,.63,.68000001,Female,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.5,.63999999,.62,.67000002,Female,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
3.75,.63,.61000001,.64999998,Female,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4,.62,.60000002,.64999998,Female,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.25,.62,.58999997,.63999999,Female,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.5,.60000002,.57999998,.63,Female,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
4.75,.58999997,.56999999,.62,Female,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
5,.58999997,.56999999,.62,Female,All IMD Quintiles,South West,All Routes,All Stages,All Ages,All Years
0,1,1,1,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.25,.92000002,.91000003,.93000001,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.5,.83999997,.81999999,.86000001,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
.75,.79000002,.76999998,.81,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1,.75,.73000002,.76999998,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.25,.72000003,.69999999,.74000001,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.5,.69999999,.68000001,.72000003,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
1.75,.67000002,.64999998,.69999999,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2,.66000003,.63999999,.68000001,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.25,.64999998,.62,.67000002,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.5,.63,.61000001,.64999998,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
2.75,.62,.60000002,.63999999,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3,.61000001,.58999997,.63,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.25,.60000002,.56999999,.62,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.5,.57999998,.56,.61000001,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
3.75,.56999999,.54000002,.58999997,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4,.55000001,.52999997,.57999998,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.25,.54000002,.51999998,.56999999,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.5,.52999997,.5,.55000001,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
4.75,.51999998,.49000001,.54000002,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
5,.50999999,.47999999,.54000002,Female,All IMD Quintiles,West Midlands,All Routes,All Stages,All Ages,All Years
0,1,1,1,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.94999999,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.5,.88,.86000001,.88999999,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.75,.81999999,.80000001,.83999997,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1,.76999998,.75999999,.79000002,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.25,.75,.73000002,.76999998,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.5,.72000003,.69999999,.74000001,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.75,.69999999,.68000001,.72000003,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2,.68000001,.66000003,.69999999,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.25,.66000003,.63999999,.68000001,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.5,.64999998,.63,.67000002,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.75,.63,.61000001,.64999998,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3,.62,.60000002,.63999999,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.25,.61000001,.57999998,.63,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.5,.60000002,.56999999,.62,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.75,.58999997,.56999999,.61000001,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4,.57999998,.56,.60000002,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.25,.56999999,.55000001,.58999997,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.5,.56999999,.54000002,.58999997,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.75,.56,.52999997,.57999998,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
5,.55000001,.52999997,.57999998,Female,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.25,.68000001,.63999999,.70999998,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.5,.56,.51999998,.60000002,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
.75,.49000001,.44999999,.52999997,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1,.44,.40000001,.47999999,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.25,.41,.37,.44999999,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.5,.38,.34999999,.41999999,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
1.75,.36000001,.31999999,.40000001,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2,.34,.30000001,.37,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.25,.33000001,.28999999,.36000001,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.5,.31,.27000001,.34,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
2.75,.30000001,.25999999,.33000001,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3,.28999999,.25999999,.33000001,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.25,.28,.25,.31999999,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.5,.28,.23999999,.31,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
3.75,.28,.23999999,.31,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4,.27000001,.23999999,.31,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.25,.25999999,.23,.30000001,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.5,.25,.22,.28999999,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
4.75,.25,.20999999,.28,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
5,.25,.20999999,.28,Female,All IMD Quintiles,All Regions,Emergency,All Stages,All Ages,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.25,.94999999,.94,.94999999,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.5,.88999999,.88999999,.89999998,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
.75,.85000002,.83999997,.86000001,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1,.81,.80000001,.81999999,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.25,.77999997,.76999998,.79000002,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.5,.75,.74000001,.75999999,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
1.75,.73000002,.72000003,.74000001,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2,.70999998,.69999999,.72000003,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.25,.69,.68000001,.69999999,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.5,.68000001,.67000002,.69,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
2.75,.67000002,.66000003,.68000001,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3,.66000003,.64999998,.67000002,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.25,.63999999,.63,.64999998,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.5,.63,.62,.63999999,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
3.75,.62,.61000001,.63,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4,.61000001,.60000002,.62,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.25,.60000002,.58999997,.61000001,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.5,.58999997,.57999998,.61000001,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
4.75,.58999997,.57999998,.60000002,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
5,.57999998,.56999999,.58999997,Female,All IMD Quintiles,All Regions,Non-emergency,All Stages,All Ages,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.25,.99000001,.99000001,.99000001,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.5,.97000003,.97000003,.98000002,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
.75,.95999998,.94999999,.95999998,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1,.94,.93000001,.94999999,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1.25,.92000002,.91000003,.93000001,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1.5,.89999998,.89999998,.91000003,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
1.75,.88999999,.88,.89999998,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
2,.87,.87,.88,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
2.25,.86000001,.85000002,.87,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
2.5,.85000002,.83999997,.86000001,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
2.75,.82999998,.82999998,.83999997,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
3,.81999999,.81,.82999998,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
3.25,.81,.80000001,.81999999,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
3.5,.80000001,.79000002,.81,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
3.75,.79000002,.77999997,.80000001,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
4,.77999997,.75999999,.79000002,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
4.25,.76999998,.75,.77999997,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
4.5,.75999999,.75,.76999998,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
4.75,.75,.74000001,.75999999,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
5,.74000001,.73000002,.75999999,Female,All IMD Quintiles,All Regions,All Routes,Early,All Ages,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
.25,.91000003,.89999998,.92000002,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
.5,.81,.81,.81999999,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
.75,.74000001,.73000002,.75,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
1,.68000001,.67000002,.69,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
1.25,.63999999,.63,.64999998,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
1.5,.61000001,.60000002,.62,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
1.75,.57999998,.56999999,.58999997,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
2,.56,.55000001,.56999999,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
2.25,.54000002,.52999997,.55000001,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
2.5,.52999997,.51999998,.54000002,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
2.75,.51999998,.5,.52999997,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
3,.50999999,.5,.51999998,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
3.25,.49000001,.47999999,.50999999,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
3.5,.47999999,.47,.49000001,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
3.75,.47,.46000001,.47999999,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
4,.47,.44999999,.47999999,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
4.25,.46000001,.44999999,.47,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
4.5,.44999999,.44,.46000001,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
4.75,.44,.43000001,.46000001,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
5,.44,.43000001,.44999999,Female,All IMD Quintiles,All Regions,All Routes,Advanced,All Ages,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
.25,.99000001,.98000002,.99000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
.5,.97000003,.95999998,.97000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
.75,.94,.93000001,.94999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
1,.92000002,.91000003,.93000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
1.25,.89999998,.88999999,.92000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
1.5,.88999999,.87,.89999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
1.75,.87,.86000001,.88,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
2,.86000001,.83999997,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
2.25,.85000002,.83999997,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
2.5,.83999997,.81999999,.86000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
2.75,.82999998,.81999999,.85000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
3,.82999998,.81,.85000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
3.25,.82999998,.81,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
3.5,.81999999,.81,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
3.75,.81999999,.80000001,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
4,.81999999,.80000001,.82999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
4.25,.81,.80000001,.82999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
4.5,.81,.79000002,.82999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
4.75,.81,.79000002,.81999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
5,.80000001,.79000002,.81999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,0-49,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
.25,.98000002,.97000003,.98000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
.5,.94999999,.94,.95999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
.75,.91000003,.89999998,.93000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
1,.88999999,.87,.89999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
1.25,.87,.86000001,.88999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
1.5,.85000002,.83999997,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
1.75,.83999997,.81999999,.86000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
2,.82999998,.81,.85000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
2.25,.81999999,.80000001,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
2.5,.80000001,.77999997,.81999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
2.75,.79000002,.76999998,.81,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
3,.79000002,.75999999,.81,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
3.25,.77999997,.75,.80000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
3.5,.76999998,.74000001,.79000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
3.75,.75999999,.74000001,.79000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
4,.75999999,.74000001,.79000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
4.25,.75999999,.73000002,.77999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
4.5,.74000001,.72000003,.76999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
4.75,.73000002,.70999998,.75999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
5,.73000002,.70999998,.75999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,50-54,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
.25,.95999998,.95999998,.97000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
.5,.93000001,.92000002,.94,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
.75,.89999998,.88,.91000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
1,.86000001,.83999997,.87,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
1.25,.83999997,.81999999,.86000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
1.5,.82999998,.81,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
1.75,.81,.79000002,.81999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
2,.79000002,.76999998,.81,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
2.25,.77999997,.75999999,.80000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
2.5,.76999998,.75,.79000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
2.75,.75999999,.74000001,.77999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
3,.75,.73000002,.76999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
3.25,.74000001,.72000003,.75999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
3.5,.73000002,.70999998,.75,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
3.75,.72000003,.69999999,.74000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
4,.70999998,.69,.73000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
4.25,.69999999,.68000001,.72000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
4.5,.69,.67000002,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
4.75,.68000001,.66000003,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
5,.68000001,.64999998,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,55-59,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
.25,.94999999,.94,.95999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
.5,.91000003,.89999998,.92000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
.75,.87,.86000001,.88,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
1,.83999997,.81999999,.85000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
1.25,.81,.79000002,.82999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
1.5,.79000002,.76999998,.80000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
1.75,.75999999,.75,.77999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
2,.75,.73000002,.75999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
2.25,.73000002,.70999998,.75,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
2.5,.72000003,.69999999,.74000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
2.75,.70999998,.69,.73000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
3,.69999999,.68000001,.72000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
3.25,.69,.67000002,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
3.5,.67000002,.64999998,.69,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
3.75,.67000002,.63999999,.69,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
4,.66000003,.63,.68000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
4.25,.64999998,.63,.67000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
4.5,.63999999,.62,.67000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
4.75,.63999999,.62,.66000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
5,.63,.61000001,.64999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
.25,.94999999,.94,.94999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
.5,.88999999,.88,.89999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
.75,.85000002,.82999998,.86000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
1,.80000001,.79000002,.81999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
1.25,.76999998,.75,.77999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
1.5,.74000001,.73000002,.75999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
1.75,.72000003,.69999999,.73000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
2,.69999999,.68000001,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
2.25,.68000001,.66000003,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
2.5,.67000002,.64999998,.68000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
2.75,.64999998,.63,.67000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
3,.63999999,.62,.66000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
3.25,.63,.61000001,.64999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
3.5,.62,.60000002,.63999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
3.75,.61000001,.58999997,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
4,.60000002,.57999998,.62,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
4.25,.58999997,.56999999,.61000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
4.5,.57999998,.56,.60000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
4.75,.57999998,.56,.60000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
5,.56999999,.55000001,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
.25,.94,.93000001,.94999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
.5,.88,.87,.88999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
.75,.82999998,.81,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
1,.79000002,.76999998,.80000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
1.25,.75,.73000002,.76999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
1.5,.72000003,.69999999,.74000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
1.75,.69999999,.68000001,.72000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
2,.68000001,.66000003,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
2.25,.66000003,.63999999,.68000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
2.5,.64999998,.63,.67000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
2.75,.63,.61000001,.64999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
3,.62,.60000002,.63999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
3.25,.61000001,.58999997,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
3.5,.58999997,.56999999,.61000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
3.75,.56999999,.55000001,.60000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
