quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
4,.56,.54000002,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
4.25,.56,.52999997,.57999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
4.5,.54000002,.51999998,.56,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
4.75,.52999997,.50999999,.56,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
5,.52999997,.5,.55000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
.25,.92000002,.89999998,.93000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
.5,.82999998,.81,.85000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
.75,.76999998,.75,.79000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
1,.73000002,.70999998,.75,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
1.25,.69,.67000002,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
1.5,.66000003,.63999999,.68000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
1.75,.63,.61000001,.64999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
2,.61000001,.58999997,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
2.25,.57999998,.56,.61000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
2.5,.56999999,.55000001,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
2.75,.55000001,.52999997,.57999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
3,.54000002,.51999998,.56999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
3.25,.51999998,.5,.55000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
3.5,.50999999,.49000001,.54000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
3.75,.5,.47,.51999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
4,.47999999,.44999999,.50999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
4.25,.47,.44,.49000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
4.5,.46000001,.43000001,.49000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
4.75,.44999999,.43000001,.47999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
5,.44,.41,.47,Female,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
.25,.87,.86000001,.88999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
.5,.76999998,.75,.79000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
.75,.69,.66000003,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
1,.63,.61000001,.66000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
1.25,.58999997,.56999999,.62,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
1.5,.56,.52999997,.57999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
1.75,.54000002,.50999999,.56,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
2,.51999998,.5,.55000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
2.25,.50999999,.47999999,.52999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
2.5,.49000001,.46000001,.51999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
2.75,.47,.44,.5,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
3,.44999999,.43000001,.47999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
3.25,.44,.41,.47,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
3.5,.41999999,.40000001,.44999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
3.75,.41,.38,.44,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
4,.38999999,.36000001,.41999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
4.25,.38,.34999999,.41,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
4.5,.37,.34,.40000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
4.75,.36000001,.33000001,.38999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
5,.34999999,.31,.38,Female,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
.25,.81,.79000002,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
.5,.67000002,.64999998,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
.75,.57999998,.55000001,.61000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
1,.52999997,.5,.56,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
1.25,.47,.44,.5,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
1.5,.44,.41,.47,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
1.75,.41,.38,.44,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
2,.38999999,.36000001,.41999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
2.25,.37,.34,.40000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
2.5,.34999999,.31999999,.38,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
2.75,.33000001,.30000001,.36000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
3,.31999999,.28999999,.34999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
3.25,.30000001,.27000001,.33000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
3.5,.28,.25,.31,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
3.75,.27000001,.23999999,.30000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
4,.25,.22,.28,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
4.25,.23,.2,.25999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
4.5,.22,.19,.25,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
4.75,.22,.19,.25,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
5,.20999999,.18000001,.23999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
0,1,.99000001,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
.25,.73000002,.69,.75999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
.5,.55000001,.50999999,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
.75,.44999999,.41,.49000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
1,.38999999,.34999999,.43000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
1.25,.34,.30000001,.37,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
1.5,.28999999,.25999999,.33000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
1.75,.27000001,.23,.31,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
2,.25,.22,.28999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
2.25,.23999999,.2,.27000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
2.5,.22,.18000001,.25,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
2.75,.2,.17,.23,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
3,.19,.15000001,.22,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
3.25,.17,.14,.2,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
3.5,.16,.13,.19,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
3.75,.15000001,.12,.18000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
4,.14,.11,.17,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
4.25,.12,.090000004,.15000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
4.5,.11,.079999998,.14,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
4.75,.1,.07,.13,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
5,.090000004,.059999999,.12,Female,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
.25,.93000001,.92000002,.94,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
.5,.87,.85000002,.88,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
.75,.81,.80000001,.82999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1,.76999998,.75999999,.79000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1.25,.73000002,.72000003,.75,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1.5,.70999998,.69,.73000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1.75,.69,.67000002,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2,.66000003,.64999998,.68000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2.25,.64999998,.63,.67000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2.5,.63999999,.62,.64999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2.75,.62,.61000001,.63999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3,.61000001,.60000002,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3.25,.60000002,.57999998,.62,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3.5,.58999997,.56999999,.60000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3.75,.57999998,.56,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4,.56999999,.55000001,.57999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4.25,.56,.54000002,.57999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4.5,.55000001,.52999997,.56999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4.75,.54000002,.52999997,.56,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
5,.54000002,.51999998,.55000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
.25,.93000001,.93000001,.94,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
.5,.87,.86000001,.88,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
.75,.82999998,.81999999,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
1,.79000002,.76999998,.80000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
1.25,.75999999,.75,.77999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
1.5,.74000001,.72000003,.75,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
1.75,.70999998,.69999999,.73000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
2,.69,.68000001,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
2.25,.68000001,.66000003,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
2.5,.67000002,.64999998,.69,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
2.75,.64999998,.63999999,.67000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
3,.63999999,.63,.66000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
3.25,.63999999,.62,.64999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
3.5,.62,.61000001,.63999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
3.75,.61000001,.58999997,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
4,.60000002,.58999997,.62,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
4.25,.60000002,.57999998,.61000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
4.5,.58999997,.56999999,.61000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
4.75,.57999998,.56,.60000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
5,.56999999,.56,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
.25,.93000001,.92000002,.94,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
.5,.87,.86000001,.88,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
.75,.81999999,.81,.83999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
1,.79000002,.76999998,.80000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
1.25,.75999999,.74000001,.76999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
1.5,.74000001,.72000003,.75,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
1.75,.72000003,.69999999,.73000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
2,.69999999,.68000001,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
2.25,.68000001,.66000003,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
2.5,.66000003,.64999998,.68000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
2.75,.64999998,.63,.67000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
3,.63999999,.62,.66000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
3.25,.63,.61000001,.64999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
3.5,.62,.60000002,.63999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
3.75,.61000001,.58999997,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
4,.60000002,.57999998,.62,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
4.25,.58999997,.56999999,.61000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
4.5,.57999998,.56,.60000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
4.75,.56999999,.56,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
5,.56999999,.55000001,.58999997,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
0,1,1,1,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
.25,.93000001,.93000001,.94,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
.5,.88,.87,.88999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
.75,.81999999,.81,.82999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
1,.77999997,.76999998,.80000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
1.25,.75,.73000002,.75999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
1.5,.73000002,.70999998,.74000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
1.75,.70999998,.69,.72000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
2,.69,.68000001,.70999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
2.25,.68000001,.66000003,.69999999,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
2.5,.67000002,.64999998,.68000001,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
2.75,.64999998,.63999999,.67000002,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
3,.63999999,.63,.66000003,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
3.25,.63,.62,.64999998,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
3.5,.62,.60000002,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
3.75,.61000001,.58999997,.63,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
4,.56999999,.52999997,.62,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
4.25,.56999999,.52999997,.62,Female,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
