id,table,diagnosisYear,ageSpecificIncidenceAge0_49,ageSpecificIncidenceAge50_54,ageSpecificIncidenceAge55_59,ageSpecificIncidenceAge60_64,ageSpecificIncidenceAge65_69,ageSpecificIncidenceAge70_74,ageSpecificIncidenceAge75_79,ageSpecificIncidenceAge80_84,ageSpecificIncidenceAge85_89,ageSpecificIncidenceAge90,ageStandardisedIncidence
1832,Male/IMD3/West Midlands+,2016,1.2346076,11.825922,11.004005,11.796069,15.089133,21.49151,23.115152,27.119379,18.978933,0,6.795702
1833,Male/IMD3/West Midlands+,2017,0.98623705,3.9038863,10.640109,18.578297,9.0352602,9.7888069,15.07443,26.515352,0,19.798059,5.131403
1834,Male/IMD3/West Midlands+,2018,1.7209545,7.8363767,8.2930775,11.393934,13.916916,7.0285592,3.5883451,25.660765,18.261505,19.398642,5.190835
1835,Male/IMD3/West Midlands+,2019,0.73760635,9.8328419,14.107783,6.6748247,16.503206,20.594965,10.199572,30.084236,8.9774666,0,5.6879096
1836,Male/IMD3/West Midlands+,2020,0.24568334,5.9745483,15.644861,15.247887,7.1083307,18.111841,6.4507804,24.542286,17.420086,0,4.9293141
1837,Male/IMD3/West Midlands+,2021,0.51821256,2.0730546,11.761477,13.146939,21.898876,23.24122,18.560337,4.94976,25.551487,0,5.630465
1838,Male/IMD3/West Midlands+,2022,1.546918,2.108815,3.8954463,21.277502,26.518166,4.8909321,5.6615524,24.268311,24.902466,0,5.5308437
1839,Male/IMD3/West Midlands+,2023,1.0312787,12.652889,7.7908926,6.3832502,9.6429691,24.45466,22.64621,29.121973,16.601645,0,6.040204
1840,,,,,,,,,,,,,
1841,Male/IMD3/Yorkshire and The Humber+,All Years,,,,,,,,,,,
1842,Male/IMD3/Yorkshire and The Humber+,2016,0.98768604,5.912961,11.004005,9.4368553,10.777952,18.805073,15.410101,21.695503,9.4894667,20.329336,5.3353353
1843,Male/IMD3/Yorkshire and The Humber+,2017,0.73967779,13.663602,8.5120869,2.3222871,9.0352602,19.577614,15.07443,15.909211,18.389114,0,4.8526425
1844,Male/IMD3/Yorkshire and The Humber+,2018,0.4917013,7.8363767,6.2198081,9.1151466,18.555887,16.399971,7.1766901,0,9.1307526,0,4.0642819
1845,Male/IMD3/Yorkshire and The Humber+,2019,1.4752127,9.8328419,8.0615902,24.474358,11.788005,16.018307,13.599429,40.112316,17.954933,0,6.8460083
1846,Male/IMD3/Yorkshire and The Humber+,2020,1.7197834,5.9745483,11.733646,8.7130785,21.324993,18.111841,6.4507804,0,0,0,5.0892558
1847,Male/IMD3/Yorkshire and The Humber+,2021,0.77731889,4.1461091,9.8012314,8.7646255,12.166042,13.944733,3.0933895,4.94976,17.034325,35.739815,4.1541114
1848,Male/IMD3/Yorkshire and The Humber+,2022,1.0312787,10.544074,15.581785,10.638751,12.053711,17.118263,14.153881,14.560987,8.3008223,17.382235,5.7656879
1849,Male/IMD3/Yorkshire and The Humber+,2023,0.51563936,6.3264446,7.7908926,4.2555003,16.875196,7.3363981,0,24.268311,8.3008223,17.382235,3.7191274
1850,,,,,,,,,,,,,
1851,Male/IMD4/East Midlands+,All Years,,,,,,,,,,,
1852,Male/IMD4/East Midlands+,2016,1.0339051,12.893577,11.56738,12.926577,17.748329,7.4368796,26.891842,31.325867,14.551805,0,6.4858065
1853,Male/IMD4/East Midlands+,2017,1.7204775,5.1330748,8.3998318,25.550127,21.806854,20.331402,0,38.405407,27.995522,0,7.0838184
1854,Male/IMD4/East Midlands+,2018,1.3779751,10.246164,19.067854,15.748032,19.225224,19.307505,20.194881,22.088058,27.307482,62.952473,8.1639853
1855,Male/IMD4/East Midlands+,2019,1.0322013,10.303701,7.9641085,18.508806,13.060798,28.625044,18.921476,21.14612,13.187393,29.994001,6.9119563
1856,Male/IMD4/East Midlands+,2020,0.34321919,7.8591638,18.119694,6.0324545,19.905119,18.950161,53.850296,0,12.92992,0,6.6894827
1857,Male/IMD4/East Midlands+,2021,0.71207827,18.594767,10.383677,11.781686,27.166531,22.530497,13.031013,40.611885,24.254185,56.022408,8.1991005
1858,Male/IMD4/East Midlands+,2022,0.35171142,8.0788498,12.859752,22.911476,10.009676,13.56622,19.843632,26.385223,11.869436,0,5.8508964
1859,Male/IMD4/East Midlands+,2023,1.4068457,5.3858995,5.1439004,11.455738,6.6731172,13.56622,27.781086,0,23.738873,54.659744,5.316143
1860,,,,,,,,,,,,,
1861,Male/IMD4/East of England+,All Years,,,,,,,,,,,
1862,Male/IMD4/East of England+,2016,0.97420549,3.9748788,13.721813,23.786869,14.745638,27.606516,21.681627,29.865009,21.642679,47.996159,7.8014646
1863,Male/IMD4/East of England+,2017,1.2171788,9.7843533,2.2249911,20.814362,15.729453,16.576876,17.175491,46.309696,10.244852,46.707146,6.98034
1864,Male/IMD4/East of England+,2018,1.7045482,5.9170432,8.6514549,17.820774,13.58179,18.599709,12.4471,33.613445,20.010006,44.345898,6.8443713
1865,Male/IMD4/East of England+,2019,0.73060787,11.872725,0,7.527853,13.794625,18.332766,19.726978,21.735586,29.038815,0,5.1718264
1866,Male/IMD4/East of England+,2020,0.24282217,2.0016813,8.1853151,14.646649,13.872705,23.562059,26.381247,16.064257,9.3676815,0,5.2375569
1867,Male/IMD4/East of England+,2021,0.51212847,2.0960846,4.1743197,21.782274,8.5836906,16.299477,14.398849,11.114199,46.442505,40.766407,5.2825789
1868,Male/IMD4/East of England+,2022,1.0202,6.3789072,10.376027,9.4108791,8.4309921,14.500319,16.1828,27.349306,17.954933,0,5.0970292
1869,Male/IMD4/East of England+,2023,1.27525,6.3789072,10.376027,7.0581594,11.241323,8.7001915,16.1828,38.289028,17.954933,39.23877,5.6418891
1870,,,,,,,,,,,,,
1871,Male/IMD4/London+,All Years,,,,,,,,,,,
1872,Male/IMD4/London+,2016,0.96074402,10.573283,17.467686,18.402086,12.957984,30.117889,17.332024,0,13.596193,55.493896,7.236455
1873,Male/IMD4/London+,2017,0.7690267,8.323103,9.7782774,14.97006,10.179153,23.529411,28.702641,22.583559,39.494473,26.47604,6.8917112
1874,Male/IMD4/London+,2018,0.57341862,4.1055961,19.063505,14.522641,6.8910866,33.592117,22.264277,14.944332,25.290844,0,6.449821
1875,Male/IMD4/London+,2019,0.5725584,8.1834736,9.3060045,16.88286,31.409227,32.935665,26.861502,43.626846,12.205542,23.590469,8.4983759
1876,Male/IMD4/London+,2020,0.18963888,6.1251988,18.192568,19.184916,31.149414,10.822511,10.500893,35.929867,0,0,6.4506812
1877,Male/IMD4/London+,2021,0.42202106,8.4605951,9.1188879,41.500664,0,41.699837,41.399296,15.177961,23.009665,26.219193,8.6601915
1878,Male/IMD4/London+,2022,0.63105416,4.2490811,4.5219202,27.162104,27.54726,3.9786744,14.154949,15.063643,0,25.503698,5.5178885
1879,Male/IMD4/London+,2023,0.21035139,6.3736219,0,24.445892,10.330223,15.914698,18.873266,37.659111,0,0,5.1015272
1880,,,,,,,,,,,,,
1881,Male/IMD4/North East+,All Years,,,,,,,,,,,
1882,Male/IMD4/North East+,2016,2.7958212,6.9256873,0,23.929171,7.6581407,29.943108,27.292576,19.168104,37.693176,95.238098,8.6330366
1883,Male/IMD4/North East+,2017,1.8827428,7.0062356,0,0,8.1070127,8.9269772,26.96508,37.216225,36.429871,0,5.0866013
1884,Male/IMD4/North East+,2018,2.837255,0,7.0636435,22.939287,8.2719831,25.297243,39.750893,18.195051,69.228104,85.98452,9.2292194
1885,Male/IMD4/North East+,2019,1.8881997,21.754894,14.050864,7.542047,0,8.2474222,37.683708,17.470301,0,0,6.3969502
1886,Male/IMD4/North East+,2020,0.94160187,15.004876,20.638414,7.4388156,24.902466,8.1466398,11.971746,17.400383,0,0,6.1033912
1887,Male/IMD4/North East+,2021,0,0,6.8808918,7.244802,32.29192,7.8976464,22.634676,17.132088,0,0,4.3865733
1888,Male/IMD4/North East+,2022,0.9304316,7.6411705,13.849457,21.285654,23.818975,8.2836313,20.242914,34.106411,83.495689,0,7.9188366
1889,Male/IMD4/North East+,2023,1.8608632,0,6.9247284,0,15.879317,24.850895,20.242914,0,83.495689,71.073204,6.4740252
1890,,,,,,,,,,,,,
1891,Male/IMD4/North West+,All Years,,,,,,,,,,,
1892,Male/IMD4/North West+,2016,0.87456161,8.5545025,4.740572,15.903308,16.622736,15.111675,16.592003,12.170632,23.367216,0,5.3829217
1893,Male/IMD4/North West+,2017,2.0496604,6.4124489,9.2487688,15.743073,37.903675,11.050029,16.238379,17.750429,11.191942,52.424641,7.6675434
1894,Male/IMD4/North West+,2018,1.1740948,2.1527598,9.0301609,20.83279,5.231904,15.779508,11.813349,17.077475,21.791241,49.987503,5.5067635
1895,Male/IMD4/North West+,2019,0.29379275,2.1799791,6.6181335,12.790668,37.447174,20.537571,26.273317,10.904531,10.54074,0,6.0975609
1896,Male/IMD4/North West+,2020,1.1768894,8.8804035,6.5009642,14.946194,32.750198,30.594294,21.620064,27.073858,0,0,7.5314898
1897,Male/IMD4/North West+,2021,1.2015151,0,12.824349,14.394012,10.89117,20.565023,20.651913,15.925258,45.720554,23.479691,6.2022262
1898,Male/IMD4/North West+,2022,0.89312297,6.7232919,6.3882794,6.9993701,10.777604,38.130516,3.1236334,15.650269,17.871504,67.552353,5.8097281
1899,Male/IMD4/North West+,2023,1.7862459,4.4821944,6.3882794,13.99874,21.555208,13.618041,28.112701,31.300537,35.743008,22.51745,7.193306
1900,,,,,,,,,,,,,
1901,Male/IMD4/South East+,All Years,,,,,,,,,,,
1902,Male/IMD4/South East+,2016,1.3873452,10.109307,7.2029505,11.689461,14.208806,15.899831,27.700064,26.599787,6.4871879,41.214451,6.582417
1903,Male/IMD4/South East+,2017,0.77292657,8.7709408,9.8242855,11.444079,21.945374,21.542439,24.69339,14.78142,6.3435678,39.323635,6.540453
1904,Male/IMD4/South East+,2018,1.5474702,10.020793,16.37711,16.065289,8.7123194,20.593788,10.564124,25.118416,24.688311,37.778618,6.9813447
1905,Male/IMD4/South East+,2019,0.46471426,7.5557237,10.60347,15.690705,26.524731,16.943123,24.954458,34.835922,30.064337,23.733238,7.3064342
1906,Male/IMD4/South East+,2020,1.0861706,2.5594759,10.324046,10.698783,10.637544,21.790144,14.350977,30.961882,29.897154,23.180344,5.8576365
1907,Male/IMD4/South East+,2021,0.64496887,3.9655263,10.482455,16.692717,16.043066,20.897913,16.039227,20.857958,46.360687,71.933823,6.8589711
1908,Male/IMD4/South East+,2022,0.64116746,4.0284138,9.0663004,13.298462,14.014435,16.732357,18.602345,20.581778,0,11.644155,5.04281
1909,Male/IMD4/South East+,2023,0.48087558,6.7140231,12.951858,7.3880343,19.269848,18.591507,24.803125,10.290889,5.6666856,11.644155,5.4887247
1910,,,,,,,,,,,,,
1911,Male/IMD4/South West+,All Years,,,,,,,,,,,
1912,Male/IMD4/South West+,2016,1.0446265,13.199577,8.936018,16.502195,12.044202,17.984964,25.010004,36.816139,13.379716,30.543678,7.1207809
1913,Male/IMD4/South West+,2017,1.7443604,2.6114433,11.589164,13.144059,12.693174,13.373454,34.295235,7.1108584,38.699692,29.568302,6.5813565
1914,Male/IMD4/South West+,2018,2.0937438,2.6235702,28.254175,13.079162,19.489378,16.187515,18.839487,27.24239,37.655327,28.392958,8.2467947
1915,Male/IMD4/South West+,2019,0.69958931,10.479709,19.204916,25.803955,23.194937,22.435898,35.690388,39.00156,48.514252,53.73455,10.022116
1916,Male/IMD4/South West+,2020,0.3485122,5.3084192,16.051794,15.850372,10.117021,16.00461,17.113031,25.715204,23.562677,25.920166,5.8752804
1917,Male/IMD4/South West+,2021,1.1043297,16.287529,18.868942,21.394951,17.259829,32.464371,41.269447,44.54343,22.050716,51.626225,10.507842
1918,Male/IMD4/South West+,2022,1.4651155,8.3539858,23.908192,23.760729,37.722908,20.426922,26.896181,12.454851,21.143885,25.361401,9.5122728
1919,Male/IMD4/South West+,2023,0.36627889,5.569324,5.3129315,8.9102736,17.146776,23.831409,23.053869,12.454851,21.143885,0,5.1785674
1920,,,,,,,,,,,,,
1921,Male/IMD4/West Midlands+,All Years,,,,,,,,,,,
1922,Male/IMD4/West Midlands+,2016,1.741044,10.559662,8.936018,26.403511,3.0110505,14.387972,15.006002,29.452911,0,0,6.1878343
1923,Male/IMD4/West Midlands+,2017,1.7443604,7.8343301,8.6918736,19.716089,12.693174,16.716818,4.8993192,35.554291,12.899897,0,6.1726942
1924,Male/IMD4/West Midlands+,2018,0.34895733,2.6235702,14.127088,13.079162,45.475216,22.662523,18.839487,27.24239,0,0,7.1684265
1925,Male/IMD4/West Midlands+,2019,0,0,10.974238,9.6764832,19.881374,16.02564,22.306492,13.00052,12.128563,0,4.587873
1926,Male/IMD4/West Midlands+,2020,1.3940488,5.3084192,8.025897,12.680298,23.60638,3.2009218,17.113031,25.715204,35.344013,25.920166,6.0796204
1927,Male/IMD4/West Midlands+,2021,1.8405495,10.858353,2.6955631,18.33853,20.711796,32.464371,16.50778,0,55.126793,25.813112,7.6660547
1928,Male/IMD4/West Midlands+,2022,1.0988367,11.138648,18.595261,11.880364,6.8587108,10.213461,15.369246,24.909702,10.571942,25.361401,5.9091172
1929,Male/IMD4/West Midlands+,2023,1.0988367,2.784662,7.9693975,8.9102736,13.717422,17.022436,19.211557,24.909702,21.143885,0,5.2317872
1930,,,,,,,,,,,,,
1931,Male/IMD4/Yorkshire and The Humber+,All Years,,,,,,,,,,,
1932,Male/IMD4/Yorkshire and The Humber+,2016,1.0026034,0,5.7388811,16.060644,11.896619,19.200491,27.213846,38.786751,0,71.50518,6.3358669
1933,Male/IMD4/Yorkshire and The Humber+,2017,2.0210934,0,8.4134951,6.3041763,0,13.766994,5.3746104,22.308149,29.359953,0,4.059432
1934,Male/IMD4/Yorkshire and The Humber+,2018,0.33851945,7.8284016,13.709146,3.0962627,26.252748,19.671486,5.2134924,21.468441,42.010921,34.470871,5.9789538
1935,Male/IMD4/Yorkshire and The Humber+,2019,1.0222266,10.540462,13.420297,9.1614246,20.041418,28.799999,14.687163,20.959967,26.535757,32.20612,7.1572566
1936,Male/IMD4/Yorkshire and The Humber+,2020,1.3699381,13.266822,2.635046,11.857473,33.680241,19.057299,37.27692,27.60334,0,32.051281,7.9540176
1937,Male/IMD4/Yorkshire and The Humber+,2021,1.0799836,0,13.111315,5.880969,20.056828,15.86949,26.085823,27.164686,46.082951,27.533039,6.4496083
1938,Male/IMD4/Yorkshire and The Humber+,2022,1.0762216,8.2788315,15.654352,11.427592,19.663105,6.7867928,11.665436,33.348896,44.91354,54.333061,6.8773856
1939,Male/IMD4/Yorkshire and The Humber+,2023,1.0762216,5.5192208,10.436234,0,16.385921,16.966982,0,46.688454,0,0,4.6379819
1940,,,,,,,,,,,,,
1941,Male/IMD5/East Midlands+,All Years,,,,,,,,,,,
1942,Male/IMD5/East Midlands+,2016,0,9.7832994,16.904266,22.040997,2.8479481,18.310993,21.094822,29.93788,14.092446,32.43594,6.3062406
1943,Male/IMD5/East Midlands+,2017,1.0023656,7.2476025,5.4749522,15.624512,21.201199,6.5284805,0,14.506419,13.344008,0,4.4674282
1944,Male/IMD5/East Midlands+,2018,1.0038044,4.8240428,5.3511705,0,21.841555,15.629885,19.519814,7.0165591,38.525749,0,4.814702
1945,Male/IMD5/East Midlands+,2019,1.6717991,7.1947622,28.629431,15.215605,12.688745,18.354237,18.442528,6.7055588,12.304664,29.282578,7.2956085
1946,Male/IMD5/East Midlands+,2020,0.33300921,9.7744541,10.072015,11.859934,9.6271095,3.034441,8.6449099,33.39344,0,56.48122,4.6802821
1947,Male/IMD5/East Midlands+,2021,0.69663107,5.0542064,17.935381,11.803937,9.9657841,15.51061,32.959789,33.631535,11.268875,53.92289,6.8438659
1948,Male/IMD5/East Midlands+,2022,1.3882864,7.6976366,17.804003,14.26737,26.441036,16.506008,25.756126,26.101141,43.878895,76.12281,8.7807341
1949,Male/IMD5/East Midlands+,2023,0,0,5.0868583,17.120844,16.525648,16.506008,3.6794467,39.151714,10.969724,25.374271,4.6363668
1950,,,,,,,,,,,,,
1951,Male/IMD5/East of England+,All Years,,,,,,,,,,,
1952,Male/IMD5/East of England+,2016,1.5188961,6.8888316,9.9518328,16.301817,15.282842,2.7336595,15.169328,25.086548,36.426556,0,5.7912974
1953,Male/IMD5/East of England+,2017,0.65306973,6.9003587,5.8055153,20.736849,9.3475418,14.76596,7.5366468,14.602093,26.019081,37.523453,5.1874189
1954,Male/IMD5/East of England+,2018,0.43694264,6.8789983,1.8886098,6.8107519,9.7174644,11.695907,14.571949,14.200511,8.328475,36.010082,3.8216441
1955,Male/IMD5/East of England+,2019,0.87465727,1.7187151,5.5516486,17.780544,12.281391,9.2747173,24.09058,4.6313448,16.051365,0,4.5409303
1956,Male/IMD5/East of England+,2020,0.65501183,8.6709213,5.4262304,6.4898543,22.416498,23.092022,13.059519,4.6589637,15.588465,16.27869,5.1715951
1957,Male/IMD5/East of England+,2021,0.89630431,8.8991728,7.3225203,21.267998,20.01351,2.3719728,21.50934,13.974287,0,16.733601,5.5181398
1958,Male/IMD5/East of England+,2022,0.89463043,3.5950532,14.654698,10.377535,4.9371743,17.808533,24.81937,18.323408,28.55715,15.994882,5.5737228
1959,Male/IMD5/East of England+,2023,0.89463043,5.39258,3.6636746,10.377535,24.685873,17.808533,22.061663,9.1617041,21.417862,31.989763,5.7848206
1960,,,,,,,,,,,,,
1961,Male/IMD5/London+,All Years,,,,,,,,,,,
1962,Male/IMD5/London+,2016,1.2033116,5.5340343,6.5066042,19.361834,3.9138944,5.1533108,42.200027,27.510317,15.179113,0,5.7824173
1963,Male/IMD5/London+,2017,0.60690659,2.7303755,6.3789749,15.27009,4.1325731,23.251488,41.57716,27.317429,0,0,5.6280661
1964,Male/IMD5/London+,2018,1.210837,8.1468611,3.121196,22.328074,29.669817,13.328594,20.294952,26.558073,14.425851,84.411934,7.6859798
1965,Male/IMD5/London+,2019,0,5.4713573,21.36426,14.59002,12.799181,26.13468,6.4842434,77.76722,14.144272,0,7.0734763
1966,Male/IMD5/London+,2020,0,5.4808035,3.0014708,14.347717,12.870013,4.3020005,25.009378,17.07942,14.154282,25.195263,4.2541933
1967,Male/IMD5/London+,2021,0,8.4203434,6.0444875,7.2176108,22.194603,22.112152,23.815193,26.695141,0,27.397261,5.6356421
1968,Male/IMD5/London+,2022,0.32581887,5.6724715,5.9964619,17.75001,17.608734,18.687223,16.043638,26.462027,39.936104,27.510317,6.1308756
1969,Male/IMD5/London+,2023,0.65163773,5.6724715,2.9982309,14.200007,17.608734,14.015417,21.391518,8.8206758,0,0,4.5868864
1970,,,,,,,,,,,,,
1971,Male/IMD5/North East+,All Years,,,,,,,,,,,
1972,Male/IMD5/North East+,2016,0.97613353,0,0,25.421574,0,10.307153,0,0,0,0,2.6360934
1973,Male/IMD5/North East+,2017,0,0,14.878738,16.69449,0,9.2250919,27.932961,19.316206,35.23608,85.178879,5.4105954
1974,Male/IMD5/North East+,2018,1.9724255,0,22.140221,40.990326,8.5895891,26.105116,26.863667,0,0,0,7.9539433
1975,Male/IMD5/North East+,2019,0,7.315289,14.712373,16.029493,17.376194,16.844942,50.581688,0,0,0,6.2513494
1976,Male/IMD5/North East+,2020,0.99099189,0,7.2637467,7.8412924,8.7062511,16.728003,23.795361,0,31.486147,0,4.2864766
1977,Male/IMD5/North East+,2021,3.0741484,15.045512,14.559219,0,25.612568,32.910976,11.485012,35.555557,0,0,8.2772951
1978,Male/IMD5/North East+,2022,1.0134382,0,7.3653975,0,16.812374,17.313019,0,17.599438,57.028801,0,4.1826978
1979,Male/IMD5/North East+,2023,2.0268764,7.6022501,0,15.150368,0,8.6565094,50.535679,35.198875,57.028801,0,6.8672309
1980,,,,,,,,,,,,,
1981,Male/IMD5/North West+,All Years,,,,,,,,,,,
1982,Male/IMD5/North West+,2016,2.1260161,4.8432012,16.269863,12.100311,18.840502,27.066347,18.552015,0,12.565971,0,6.7395687
1983,Male/IMD5/North West+,2017,2.5012507,4.8750763,10.561056,6.0353675,14.438348,18.255949,22.825838,6.5015278,12.180268,54.585152,6.4266429
1984,Male/IMD5/North West+,2018,1.0807422,2.4684045,7.8098559,14.84164,18.104464,8.6979208,13.227513,12.498438,35.059017,0,5.0282683
1985,Male/IMD5/North West+,2019,1.4450397,0,0,5.8673396,24.660152,22.914101,12.489072,30.084236,44.979198,24.764734,5.9095321
1986,Male/IMD5/North West+,2020,0.36280653,2.5331848,17.523657,14.331164,18.858437,17.066303,19.968052,29.488087,22.033712,23.832222,6.3928237
1987,Male/IMD5/North West+,2021,0.36350417,2.5171163,7.4015594,2.7738481,15.53905,34.544304,30.321407,11.432491,38.186157,23.369946,5.9324913
1988,Male/IMD5/North West+,2022,0,7.6554046,14.821403,16.142485,21.541775,12.328176,6.7649846,22.607811,18.343575,22.629555,5.6062689
1989,Male/IMD5/North West+,2023,1.4460113,7.6554046,7.4107013,16.142485,18.464378,6.1640882,37.207413,22.607811,18.343575,22.629555,6.7468758
1990,,,,,,,,,,,,,
1991,Male/IMD5/South East+,All Years,,,,,,,,,,,
1992,Male/IMD5/South East+,2016,0.68529606,2.6489832,12.261163,13.281977,15.86636,28.01552,17.627012,15.567837,17.793594,47.492401,6.3068838
1993,Male/IMD5/South East+,2017,0.57358265,9.6502237,13.962163,10.66869,8.4992714,15.228813,19.261513,12.729773,8.5164366,18.006662,5.1984816
1994,Male/IMD5/South East+,2018,0.3446905,7.9465289,9.7075129,12.758653,16.441959,9.6873407,12.920612,7.4147305,20.697077,8.6798019,4.6511474
1995,Male/IMD5/South East+,2019,0.46060079,6.2181873,7.5540113,14.768028,10.318986,22.74523,17.430714,19.285473,16.130983,40.518639,5.6246543
1996,Male/IMD5/South East+,2020,1.0376673,4.50418,11.049011,12.168276,12.948839,20.37734,16.561501,28.521177,23.664906,15.893198,6.0170002
1997,Male/IMD5/South East+,2021,0.71077329,7.3501039,9.2919531,16.33898,18.091829,15.920057,14.203649,31.486908,33.967392,24.535864,6.4336362
1998,Male/IMD5/South East+,2022,0.4729681,6.4895334,9.2263689,13.817734,8.8931799,13.057387,21.353226,21.249971,18.501389,23.210833,5.2085576
1999,Male/IMD5/South East+,2023,0.70945215,8.3436861,7.3810949,10.629025,16.515905,19.586081,12.811935,25.972187,25.901943,30.947775,5.8818045
2000,,,,,,,,,,,,,
2001,Male/IMD5/South West+,All Years,,,,,,,,,,,
2002,Male/IMD5/South West+,2016,0.92808574,9.8449421,2.7438607,18.182369,10.885242,19.477358,31.700027,6.0716453,30.972538,21.547081,6.1969786
2003,Male/IMD5/South West+,2017,0.62089628,4.8847208,5.3450212,6.031363,11.534691,17.71427,8.8222322,0,20.216314,0,3.6062407
2004,Male/IMD5/South West+,2018,0.93251973,0,5.2133565,8.9182196,14.942769,25.508759,4.2188754,22.784233,19.594397,0,4.5723653
