id,table,diagnosisYear,ageSpecificIncidenceAge0_49,CILowerBound0_49,CIUpperBound0_49,ageSpecificIncidenceAge50_54,CILowerBound50_54,CIUpperBound50_54,ageSpecificIncidenceAge55_59,CILowerBound55_59,CIUpperBound55_59,ageSpecificIncidenceAge60_64,CILowerBound60_64,CIUpperBound60_64,ageSpecificIncidenceAge65_69,CILowerBound65_69,CIUpperBound65_69,ageSpecificIncidenceAge70_74,CILowerBound70_74,CIUpperBound70_74,ageSpecificIncidenceAge75_79,CILowerBound75_79,CIUpperBound75_79,ageSpecificIncidenceAge80_84,CILowerBound80_84,CIUpperBound80_84,ageSpecificIncidenceAge85_89,CILowerBound85_89,CIUpperBound85_89,ageSpecificIncidenceAge90,CILowerBound90,CIUpperBound90,ageStandardisedIncidence,CILowerBoundAS,CIUpperBoundAS
3138,Female/IMD4/Advanced Stage+,2018,1.2491167,0.86201137,1.6362219,6.4812703,4.036521,8.9260197,10.637801,7.3815641,13.894038,12.735119,8.928628,16.541611,15.202883,10.988859,19.416906,13.828057,9.8319387,17.824175,18.333086,12.788527,23.877645,8.4229441,4.160346,12.685542,15.327497,8.2465553,22.40844,19.517273,9.6401701,29.394375,5.5677581,4.9700737,6.1654425
3139,Female/IMD4/Advanced Stage+,2019,0.68774885,0.40035689,0.97514081,3.1388607,1.4325566,4.8451648,5.0496888,2.836565,7.2628126,8.435112,5.3650446,11.505179,13.236308,9.2800131,17.192604,8.8785238,5.7013845,12.055663,9.9499187,5.9691219,13.930716,9.8220568,5.2844977,14.359615,15.100924,8.1246529,22.077196,26.548672,15.193617,37.903728,3.7810555,3.2970355,4.2650752
3140,Female/IMD4/Advanced Stage+,2020,0.56276959,0.30278331,0.82275587,5.6160297,3.3208244,7.9112349,7.6281781,4.9428582,10.313498,7.9458323,5.002655,10.889009,12.12238,8.3177567,15.927004,12.279947,8.5660667,15.993828,13.49217,8.9569492,18.027391,14.55973,9.0677681,20.051691,15.021782,8.0820732,21.961491,12.519092,4.7596779,20.278505,4.2439189,3.7345061,4.7533317
3141,Female/IMD4/Advanced Stage+,2021,0.67421079,0.38584608,0.9625755,3.2411275,1.4792305,5.0030246,6.6583805,4.1468248,9.1699362,8.7151356,5.6471777,11.783093,11.723738,7.9460912,15.501384,12.79541,8.9708977,16.619923,17.606239,12.518278,22.694201,14.748457,9.1853065,20.311607,18.849987,11.146218,26.553755,19.174721,9.470973,28.878468,4.4258842,3.9063113,4.9454575
3142,Female/IMD4/Advanced Stage+,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143,Female/IMD4/Advanced Stage+,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3145,Female/IMD5/Early Stage+,All Years,0.84368551,0.72077262,0.96659839,3.8224878,3.1145532,4.5304227,5.9080319,5.0010366,6.8150272,5.9052448,4.9339528,6.8765368,8.1261034,6.9675727,9.2846336,9.1072903,7.8870697,10.327511,8.4560585,7.102807,9.80931,8.4586573,6.8850513,10.032263,7.8725066,6.0149393,9.7300739,7.0306058,4.8517985,9.2094135,3.1609616,2.9922593,3.329664
3146,Female/IMD5/Early Stage+,2016,0.87032396,0.54203588,1.1986121,2.5923831,1.0603826,4.1243834,6.7997975,4.1342769,9.4653177,6.3939204,3.6591954,9.1286449,9.5931149,6.4149113,12.771318,9.7925663,6.228436,13.356697,11.14688,6.7773032,15.516458,5.6874409,2.1623285,9.212553,10.078782,4.376174,15.78139,6.4877772,0.80099005,12.174564,3.3593569,2.8906093,3.8281045
3147,Female/IMD5/Early Stage+,2017,1.0683837,0.70385951,1.4329078,4.2244301,2.2728431,6.1760173,4.2310805,2.157851,6.3043098,5.4475794,2.9309263,7.9642324,5.8114533,3.2644718,8.3584347,8.5586081,5.3884554,11.728761,10.546993,6.3273172,14.766669,9.4531097,4.9593868,13.946833,14.884644,8.0082893,21.760998,11.42248,3.9597929,18.885166,3.2925613,2.8330684,3.7520542
3148,Female/IMD5/Early Stage+,2018,0.81126028,0.49324626,1.1292742,4.2373781,2.2798095,6.1949468,5.4163356,3.0997305,7.7329407,5.3648067,2.8863921,7.8432212,8.409318,5.2944632,11.524173,11.951575,8.293191,15.60996,10.152499,6.0906534,14.214345,14.571045,9.0748158,20.067274,10.608607,4.8417025,16.375513,8.8073578,2.2827756,15.33194,3.5431054,3.0729747,4.013236
3149,Female/IMD5/Early Stage+,2019,1.1061482,0.73433059,1.4779658,4.9776835,2.8486931,7.1066737,7.0321193,4.4273858,9.6368523,5.5659223,3.0631783,8.0686665,12.882646,8.9864883,16.778803,9.4246674,6.2090445,12.64029,9.2544537,5.4722672,13.03664,4.1798377,1.2833581,7.0763173,4.8074999,0.96069896,8.6543007,8.4610548,2.1930175,14.729093,3.6254075,3.1437163,4.1070986
3150,Female/IMD5/Early Stage+,2020,0.74863845,0.44267869,1.0545982,3.842293,1.9595695,5.7250166,8.3089762,5.5160198,11.101933,9.4538813,6.228291,12.679472,10.270616,6.7663617,13.774869,8.7570124,5.6743131,11.839712,8.8120918,5.2106934,12.41349,11.864171,7.0154243,16.712917,10.273918,4.6889524,15.858884,9.5302763,2.9261317,16.13442,3.7341802,3.2542377,4.2141228
3151,Female/IMD5/Early Stage+,2021,1.2941771,0.88799804,1.700356,6.8226786,4.2955232,9.3498344,9.5594091,6.5591769,12.559641,9.2935495,6.122663,12.464437,9.7834702,6.3394308,13.227509,14.886746,10.840483,18.93301,11.330865,7.3421011,15.319629,13.585892,8.3636436,18.80814,5.4057813,1.4011228,9.4104395,4.8563728,0.09712746,9.6156178,4.6509705,4.1105108,5.1914301
3152,Female/IMD5/Early Stage+,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3153,Female/IMD5/Early Stage+,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3155,Female/IMD5/Advanced Stage+,All Years,0.5640108,0.46351433,0.66450727,3.6518409,2.9598887,4.3437929,5.5818214,4.7002211,6.4634218,6.487452,5.4694047,7.5054994,9.4159613,8.168869,10.663054,9.0221748,7.8076696,10.23668,11.105624,9.5547876,12.656461,11.506823,9.6714554,13.34219,13.919504,11.449488,16.389521,12.65509,9.7319136,15.578267,3.3879666,3.2156532,3.5602801
3156,Female/IMD5/Advanced Stage+,2016,0.77362132,0.46410835,1.0831343,5.4204373,3.2051682,7.6357064,8.1597576,5.2398262,11.079689,8.5252266,5.3674383,11.683015,13.156272,9.4343414,16.878202,10.467916,6.7829328,14.152898,16.051508,10.808016,21.295,14.218602,8.6449099,19.792294,18.477768,10.7564,26.199137,15.570664,6.7607312,24.380598,4.5706267,4.0302119,5.1110415
3157,Female/IMD5/Advanced Stage+,2017,0.97125787,0.6236977,1.3188181,6.1019545,3.756439,8.4474697,5.2888508,2.9709098,7.6067915,9.3819418,6.0792503,12.684633,12.494624,8.7600164,16.229233,12.837913,8.9552841,16.720541,12.744284,8.1058378,17.38273,13.345567,8.0062284,18.684906,11.576945,5.5125704,17.641319,16.499138,7.5301046,25.468172,4.4374518,3.9061203,4.9687834
3158,Female/IMD5/Advanced Stage+,2018,0.64900821,0.36456782,0.93344861,5.4144273,3.2016144,7.6272402,7.4797015,4.7573681,10.202035,9.2393894,5.9868803,12.491899,9.0099831,5.7858019,12.234164,9.0365572,5.8554506,12.217664,18.189894,12.752985,23.626802,15.110713,9.5136261,20.7078,24.481401,15.720844,33.241959,16.356522,7.4650154,25.248028,4.3989754,3.8771632,4.9207878
3159,Female/IMD5/Advanced Stage+,2019,0.32533774,0.12369133,0.52698416,1.6592278,0.43005472,2.888401,5.5252366,3.2163873,7.8340859,5.5659223,3.0631783,8.0686665,10.122078,6.6685038,13.575652,8.8534746,5.7368178,11.970132,10.059188,6.1159859,14.00239,12.017033,7.1058121,16.928253,14.422499,7.759644,21.085354,13.295943,5.4385428,21.153343,3.059176,2.6301253,3.4882267
3160,Female/IMD5/Advanced Stage+,2020,0.39059398,0.16959463,0.61159331,2.8817198,1.2512333,4.5122066,5.86516,3.5186071,8.2117128,7.4485121,4.5853963,10.311628,10.893077,7.2841954,14.501958,9.8869495,6.6113982,13.1625,12.643435,8.3295937,16.957277,9.2850027,4.9955497,13.574455,14.225426,7.6536145,20.797237,16.677984,7.9415216,25.414446,3.4796193,3.0226507,3.9365878
3161,Female/IMD5/Advanced Stage+,2021,0.82960069,0.50439721,1.1548041,3.8986735,1.9883235,5.8090234,7.1082788,4.5211291,9.6954279,5.9140768,3.3845844,8.4435692,9.4678736,6.0798383,12.855908,12.023911,8.3874645,15.660357,11.330865,7.3421011,15.319629,17.243631,11.360239,23.127024,15.445088,8.6759796,22.214197,10.926839,3.7879708,18.065706,3.9430449,3.4543457,4.4317441
3162,Female/IMD5/Advanced Stage+,2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,Female/IMD5/Advanced Stage+,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3165, Male/IMD1/Emergency route+,All Years,0.30240828,0.23734878,0.36746779,2.6120424,1.972092,3.2519927,4.6662531,3.769428,5.5630779,6.0352826,4.9175324,7.1530328,10.172452,8.5812254,11.763679,9.2946615,7.6176014,10.971722,9.4092054,7.3726225,11.445788,8.5798616,6.2016454,10.958078,8.4985094,5.2317877,11.765231,8.2133837,3.5662246,12.860543,2.8574295,2.6551917,3.0596673
3166, Male/IMD1/Emergency route+,2016,0.45915672,0.24703713,0.67127633,3.4974105,1.5185643,5.4762568,6.7662888,3.8008318,9.7317457,7.7560835,4.2685232,11.243644,13.290037,8.5342579,18.045816,12.961203,7.4176049,18.504801,9.0289745,3.6931913,14.364758,15.651713,7.1433449,24.160082,4.4613976,-1.7217841,10.644579,9.8338089,-3.7951543,23.462772,3.7268012,3.1102843,4.343318
3167, Male/IMD1/Emergency route+,2017,0.43171611,0.2264913,0.6369409,3.1704948,1.2968521,5.0441375,8.8510656,5.5124245,12.189707,8.7676296,5.1038704,12.431389,16.860716,11.427822,22.29361,6.2908549,2.5731974,10.008512,10.717937,4.8915997,16.544273,13.079978,5.3502049,20.809752,10.94547,1.3513428,20.539597,14.222054,-1.8717148,30.315823,3.89066,3.2658408,4.5154791
3168, Male/IMD1/Emergency route+,2018,0.40479675,0.20644635,0.60314715,3.708384,1.6924834,5.7242846,5.7523794,3.0949159,8.4098434,5.044919,2.3024697,7.7873683,13.793421,8.8575087,18.729332,16.417486,10.542564,22.292408,16.409853,9.2179174,23.601788,7.009346,1.4007013,12.61799,17.355839,5.3288569,29.38282,14.004294,-1.8430572,29.851646,3.9946334,3.3531277,4.6361394
3169, Male/IMD1/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170, Male/IMD1/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3171, Male/IMD1/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172, Male/IMD1/Emergency route+,2022,0.33496711,0.15287691,0.5170573,4.553721,2.3223977,6.7850442,5.3827267,2.8960338,7.8694196,10.478373,6.728735,14.22801,12.524938,7.8856359,17.16424,13.66755,8.3098707,19.02523,14.977796,8.4134874,21.542105,11.612304,4.0255985,19.199009,10.405557,0.20811114,20.603003,20.179598,0.40359196,39.955605,4.1212177,3.4748676,4.7675681
3173, Male/IMD1/Emergency route+,2023,0.48956731,0.26943099,0.70970362,3.4152908,1.4829081,5.3476734,6.2798481,3.5939128,8.9657831,9.7798147,6.157321,13.402308,14.314215,9.3545923,19.273838,16.947763,10.981704,22.913824,13.480016,7.2525663,19.707466,14.192816,5.8053975,22.580235,18.209724,4.7197719,31.699677,0,0,0,4.3345222,3.6830575,4.9859872
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3175, Male/IMD1/Non-emergency route+,All Years,2.8018308,2.6037991,2.9998624,33.956551,31.649178,36.263924,49.758408,46.82983,52.686985,65.040947,61.371597,68.710297,74.18763,69.890434,78.484825,70.733948,66.107521,75.360374,64.143242,58.825821,69.460663,55.425903,49.381302,61.470505,45.434338,37.881104,52.987572,34.906879,25.326515,44.487244,23.821806,23.251854,24.391758
3176, Male/IMD1/Non-emergency route+,2016,4.4640236,3.8026245,5.1254225,52.169704,44.526985,59.812424,71.384346,61.752316,81.01638,90.623711,78.702469,102.54495,104.10529,90.794777,117.41581,114.79922,98.300949,131.2975,95.214645,77.887344,112.54195,77.054588,58.176212,95.932961,71.382362,46.649635,96.115089,54.085949,22.123196,86.048706,35.264637,33.390625,37.138649
3177, Male/IMD1/Non-emergency route+,2017,3.936235,3.3165495,4.5559201,55.916,48.047512,63.784489,75.070152,65.347031,84.793274,97.24099,85.039566,109.44241,116.20224,101.93958,130.4649,112.66349,96.930687,128.3963,87.39241,70.755341,104.02948,78.479866,59.545868,97.413864,56.916443,35.038467,78.794418,47.406845,18.023779,76.789909,35.839046,33.974438,37.703655
3178, Male/IMD1/Non-emergency route+,2018,4.073267,3.4440708,4.7024632,52.487896,44.903755,60.072037,76.059235,66.396065,85.722404,102.83874,90.456764,115.22071,105.28978,91.652603,118.92696,101.78841,87.159973,116.41685,89.433693,72.643951,106.22343,74.766357,56.448601,93.084114,56.406475,34.724525,78.088425,42.012882,14.564466,69.461296,34.866112,33.045395,36.686829
3179, Male/IMD1/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180, Male/IMD1/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3181, Male/IMD1/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182, Male/IMD1/Non-emergency route+,2022,3.3496711,2.7738514,3.9254909,38.42202,31.940611,44.903427,66.985046,58.212818,75.757271,83.477699,72.894241,94.061157,89.016525,76.648506,101.38454,93.486046,79.473892,107.4982,81.628983,66.304451,96.953514,92.89843,71.439987,114.35687,62.433338,37.4548,87.411873,50.448997,19.180386,81.717606,30.694351,28.987644,32.401058
3183, Male/IMD1/Non-emergency route+,2023,3.8134718,3.1990795,4.4278641,39.845058,33.244717,46.4454,61.90136,53.468575,70.334145,82.779144,72.240059,93.31823,101.54147,88.331963,114.75097,86.378922,72.90992,99.847923,89.117882,73.105812,105.12995,73.544594,54.451805,92.637383,80.643066,52.254578,109.03156,55.493896,22.6991,88.288689,31.177351,29.45615,32.898552
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3185,Male/IMD2/Emergency route+,All Years,0.28942689,0.22519545,0.35365832,2.2670789,1.6885878,2.8455701,3.161495,2.4507043,3.8722856,4.4501672,3.5307531,5.3695812,5.178885,4.1148114,6.2429585,4.2562056,3.2293563,5.2830548,5.8441777,4.412354,7.2760015,6.3987103,4.5693483,8.2280722,4.7167354,2.5958326,6.8376379,7.3397961,3.4949758,11.184616,1.8432859,1.6940346,1.9925373
3186,Male/IMD2/Emergency route+,2016,0.53886598,0.30838919,0.76934278,2.7128282,1.0313998,4.3942566,4.4028339,2.0964885,6.7091794,5.5820184,2.7571273,8.406909,6.8465276,3.6835933,10.009462,9.1429033,4.9190974,13.36671,7.5254326,3.078186,11.972679,4.9711671,0.61374682,9.3285875,8.8836775,1.0967913,16.670563,7.8152475,-3.0161331,18.646627,2.6101198,2.1320283,3.0882113
3187,Male/IMD2/Emergency route+,2017,0.25575486,0.09723635,0.41427338,3.4876482,1.591741,5.3835554,3.042834,1.156866,4.928802,8.0074835,4.6613688,11.353598,6.724524,3.5278883,9.9211597,5.119875,2.0942223,8.1455278,6.7823739,2.5786152,10.986133,13.620665,6.485724,20.755606,10.417752,2.0818148,18.753691,15.100608,0.30201215,29.899204,2.6233056,2.1398578,3.1067533
3188,Male/IMD2/Emergency route+,2018,0.38223708,0.18879843,0.57567573,2.40048,0.83216631,3.9687936,5.0242496,2.6358728,7.4126263,6.0520191,3.175072,8.9289665,5.2173214,2.3811531,8.0534897,4.8969417,2.0030341,7.7908492,9.2821579,4.4198661,14.144449,10.441485,4.2709618,16.612009,6.9035745,0.13807149,13.669078,7.384161,-2.8497639,17.618086,2.4324141,1.9768502,2.8879778
3189,Male/IMD2/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190,Male/IMD2/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3191,Male/IMD2/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3192,Male/IMD2/Emergency route+,2022,0.46002454,0.24134275,0.67870635,2.4545298,0.85090357,4.058156,5.2934079,2.9132013,7.6736145,5.4650784,2.8671451,8.0630112,10.769415,6.7071681,14.831661,4.9962301,2.0436468,7.9488134,7.9918714,3.8054731,12.178269,9.5229025,3.6205463,15.425259,1.7673465,-1.6966527,5.2313457,7.256104,-2.800343,17.312551,2.6233563,2.16187,3.0848427
3193,Male/IMD2/Emergency route+,2023,0.405904,0.20048822,0.61131978,4.9090595,2.6411896,7.1769295,4.4576068,2.2733796,6.6418343,6.1080284,3.3615236,8.8545332,6.3818755,3.2547565,9.5089941,6.8130412,3.3651667,10.260916,8.5627193,4.2293854,12.896053,6.6660318,1.7277665,11.604298,5.3020396,-0.69778275,11.301862,14.512208,0.29024416,28.734171,2.6729293,2.2026865,3.143172
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,Male/IMD2/Non-emergency route+,All Years,2.2263606,2.0482147,2.4045064,25.591093,23.64749,27.534697,38.437122,35.958725,40.91552,50.089104,47.004536,53.173672,56.398624,52.887165,59.910084,53.331543,49.696686,56.9664,54.14996,49.791561,58.508358,45.335545,40.466175,50.204914,43.940113,37.46674,50.413486,34.601894,26.253864,42.949924,18.726225,18.254564,19.197886
3196,Male/IMD2/Non-emergency route+,2016,3.438478,2.856281,4.0206752,42.862686,36.179142,49.54623,62.897633,54.180466,71.614799,77.031853,66.537849,87.525856,88.244133,76.888855,99.599411,82.286133,69.614716,94.95755,69.781281,56.238903,83.323662,69.596344,53.29237,85.900314,71.06942,49.044781,93.094063,54.706734,26.049593,83.363876,28.920118,27.33746,30.502777
3197,Male/IMD2/Non-emergency route+,2017,3.4271152,2.8468421,4.0073881,39.437256,33.061905,45.812607,56.59671,48.462959,64.730461,74.251213,64.061913,84.440514,77.134247,66.3078,87.960693,75.867233,64.220169,87.514297,60.363129,47.822109,72.904144,62.265896,47.01075,77.521042,45.143593,27.790955,62.496231,41.526672,16.985977,66.067368,26.084345,24.602285,27.566404
3198,Male/IMD2/Non-emergency route+,2018,3.1598265,2.6036553,3.7159977,40.008003,33.605389,46.410618,52.606846,44.878468,60.335224,72.980225,62.989792,82.970657,73.042503,62.430534,83.654472,77.460716,65.951042,88.97039,76.909309,62.913242,90.905373,53.156651,39.234074,67.079231,53.502701,34.668339,72.337059,44.304966,19.237072,69.372856,26.067564,24.592201,27.542927
3199,Male/IMD2/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,Male/IMD2/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,Male/IMD2/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,Male/IMD2/Non-emergency route+,2022,2.8683884,2.3223274,3.4144495,28.908907,23.40546,34.412354,49.590874,42.305565,56.876183,58.187008,49.709995,66.664024,79.773445,68.717407,90.829483,70.855629,59.736568,81.974693,90.193977,76.130104,104.25785,67.61261,51.885296,83.339928,68.926514,47.293846,90.559181,54.42078,26.880066,81.961494,25.294468,23.854553,26.734383
3203,Male/IMD2/Non-emergency route+,2023,2.7601473,2.2244885,3.2958062,28.636181,23.158754,34.113605,50.705276,43.338566,58.071987,69.438637,60.178223,78.699051,72.593834,62.04705,83.140617,78.122871,66.447517,89.798225,73.068535,60.410057,85.727013,68.564896,52.727211,84.40258,72.461205,50.280788,94.641617,50.792728,24.185869,77.39959,25.280897,23.844343,26.717451
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,Male/IMD3/Emergency route+,All Years,0.14265876,0.095395841,0.18992166,1.6548048,1.1713047,2.1383049,2.3226492,1.7349379,2.9103606,3.5783744,2.7942286,4.3625202,3.4444752,2.6375558,4.2513943,3.9386392,3.0472412,4.8300371,3.815083,2.7781317,4.8520346,3.2558584,2.0907645,4.4209523,5.6456699,3.5908556,7.7004843,6.2799606,3.101862,9.4580593,1.3363954,1.2175064,1.4552844
3206,Male/IMD3/Emergency route+,2016,0.2251799,0.069138184,0.38122162,2.8155243,1.1516558,4.479393,2.9062924,1.1049538,4.7076311,3.0060923,1.0421121,4.9700727,4.8196177,2.3805547,7.2586808,3.7016473,1.2832377,6.1200566,2.8506758,0.35194829,5.3494034,8.9313259,3.6532495,14.209402,7.3040686,0.90177017,13.706367,3.2046146,-3.0764301,9.4856596,1.6327996,1.2815055,1.9840938
3207,Male/IMD3/Emergency route+,2017,0.11252148,0.00225043,0.22279252,1.5189759,0.30354208,2.7344096,3.3846197,1.4695908,5.2996488,5.2432885,2.674077,7.8125,5.3981109,2.7530365,8.0431852,4.5117021,1.9589663,7.0644379,6.7425957,2.927613,10.557578,3.9589536,0.4887777,7.4291296,11.313337,3.4735949,19.15308,12.336541,0.24673082,24.426352,1.8937883,1.5094262,2.2781503
3208,Male/IMD3/Emergency route+,2018,0.19637178,0.050897524,0.34184605,3.0404994,1.3201749,4.7608242,2.4779735,0.85903066,4.0969162,6.0974045,3.3556771,8.8391323,3.8030963,1.5556101,6.0505824,7.5496931,4.3206358,10.77875,5.9865575,2.4487281,9.5243864,5.346981,1.385882,9.3080797,8.3568954,1.6699868,15.043804,8.9868793,-1.1827319,19.15649,2.0345483,1.6445565,2.42454
3209,Male/IMD3/Emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3210,Male/IMD3/Emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3211,Male/IMD3/Emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3212,Male/IMD3/Emergency route+,2022,0.17781365,0.035533085,0.32009423,1.3306684,0.16428615,2.4970508,3.1195569,1.3545014,4.8846126,4.9764352,2.6107881,7.3420825,6.3131094,3.3966017,9.2296171,6.7578731,3.635895,9.8798513,4.4246416,1.6822202,7.1670632,2.9480045,0.058960091,5.837049,3.8272629,-0.50369281,8.1582184,5.5564818,-2.1444089,13.257373,1.7517446,1.398182,2.1053071
3213,Male/IMD3/Emergency route+,2023,0.29635608,0.11267267,0.48003948,2.9274707,1.1974461,4.657495,4.4193726,2.318536,6.5202088,5.5618982,3.0609639,8.0628328,3.507283,1.3334465,5.6811194,5.6315608,2.7815979,8.4815235,6.1944985,2.9496219,9.4393749,2.2110035,-0.29098246,4.7129893,8.9302797,2.3146358,15.545923,13.891204,1.7150271,26.067381,2.0570731,1.6718235,2.4423227
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,Male/IMD3/Non-emergency route+,All Years,2.3803632,2.1873031,2.5734234,21.80665,20.051487,23.561813,32.749355,30.542501,34.956211,41.196037,38.535423,43.856651,46.254379,43.297421,49.211338,44.217789,41.231052,47.204525,43.359886,39.864056,46.855717,41.674988,37.506622,45.843353,43.413254,37.715206,49.111301,35.586445,28.021057,43.151833,16.11717,15.708249,16.526093
3216,Male/IMD3/Non-emergency route+,2016,3.0962236,2.5176055,3.6748416,27.131416,21.966354,32.296478,58.416477,50.34053,66.492424,55.779713,47.319641,64.239784,67.795959,58.648117,76.943802,69.508713,59.028938,79.988487,61.004463,49.445316,72.563614,53.587955,40.659363,66.516548,62.814987,44.039764,81.59021,70.501526,41.040813,99.962234,23.56308,22.221222,24.904938
3217,Male/IMD3/Non-emergency route+,2017,3.9382515,3.2858791,4.5906239,35.442768,29.571665,41.313869,42.307747,35.537098,49.078396,55.709942,47.335339,64.084549,60.053982,51.23156,68.876404,68.427483,58.486004,78.368958,62.930893,51.275928,74.585861,62.551468,48.75779,76.345146,45.253349,29.573864,60.932835,43.177895,20.559931,65.79586,22.891872,21.588533,24.195211
3218,Male/IMD3/Non-emergency route+,2018,3.7591169,3.1226299,4.3956037,28.884745,23.582348,34.187141,48.182819,41.043953,55.321686,54.555725,46.35463,62.756821,62.578224,53.461475,71.694977,52.488342,43.974171,61.002514,57.144413,46.214035,68.074791,51.178246,38.923508,63.432983,66.855164,47.94173,85.7686,44.934395,22.194454,67.674339,21.803844,20.540585,23.067104
3219,Male/IMD3/Non-emergency route+,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3220,Male/IMD3/Non-emergency route+,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,Male/IMD3/Non-emergency route+,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3222,Male/IMD3/Non-emergency route+,2022,3.2895527,2.6775808,3.9015245,29.806973,24.286644,35.327301,44.193726,37.550297,50.837154,63.23,54.797577,71.662422,62.078907,52.933281,71.224533,69.455917,59.447178,79.464661,56.192951,46.419769,65.966133,61.908096,48.668831,75.147362,59.960453,42.818035,77.102867,47.230095,24.778334,69.681854,22.81377,21.543539,24.084002
3223,Male/IMD3/Non-emergency route+,2023,2.6375692,2.0895889,3.1855495,32.202175,26.464333,37.940018,38.994461,32.754047,45.234875,57.960831,49.887402,66.034264,67.690559,58.140511,77.240608,60.069981,50.762039,69.377922,61.944984,51.683784,72.206184,64.856102,51.305283,78.406921,67.614975,49.411217,85.818733,47.230095,24.778334,69.681854,22.187567,20.933403,23.44173
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
