diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
allyears,55-59,All Persons,IMD1,South East,All Stages,All Routes,195,11.7,7.9,15.4
2016,55-59,All Persons,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,55-59,All Persons,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,2.9,-2.7,8.5
2018,55-59,All Persons,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,2.8,-2.7,8.3
2019,55-59,All Persons,IMD1,South West,All Stages,All Routes,65,182.8,139,226.6
2020,55-59,All Persons,IMD1,South West,All Stages,All Routes,65,172.3,130.4,214.2
2021,55-59,All Persons,IMD1,South West,All Stages,All Routes,65,153.6,115.7,191.5
2022,55-59,All Persons,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,2.6,-2.4,7.6
2023,55-59,All Persons,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD1,South West,All Stages,All Routes,195,16.2,11.3,21.1
2016,55-59,All Persons,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,55-59,All Persons,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,1.1,-1.1,3.4
2018,55-59,All Persons,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,1.1,-1.1,3.3
2019,55-59,All Persons,IMD1,West Midlands,All Stages,All Routes,65,71.6,54.4,88.7
2020,55-59,All Persons,IMD1,West Midlands,All Stages,All Routes,65,67.6,51.2,84.1
2021,55-59,All Persons,IMD1,West Midlands,All Stages,All Routes,65,53.5,40.3,66.7
2022,55-59,All Persons,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,1,-1,3
2023,55-59,All Persons,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD1,West Midlands,All Stages,All Routes,195,7.9,5.8,10.1
2016,55-59,All Persons,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,55-59,All Persons,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,1.1,-1.1,3.2
2018,55-59,All Persons,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,1.1,-1,3.2
2019,55-59,All Persons,IMD1,Yorkshire and The Humber,All Stages,All Routes,65,70.2,53.4,87
2020,55-59,All Persons,IMD1,Yorkshire and The Humber,All Stages,All Routes,65,66.9,50.6,83.2
2021,55-59,All Persons,IMD1,Yorkshire and The Humber,All Stages,All Routes,65,53.3,40.2,66.5
2022,55-59,All Persons,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,1,-1,3
2023,55-59,All Persons,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD1,Yorkshire and The Humber,All Stages,All Routes,195,10.7,8.2,13.1
2016,55-59,All Persons,IMD2,All Regions,All Stages,All Routes,40,6.2,4.3,8.2
2017,55-59,All Persons,IMD2,All Regions,All Stages,All Routes,50,7.2,5.2,9.3
2018,55-59,All Persons,IMD2,All Regions,All Stages,All Routes,40,6,4.2,7.8
2019,55-59,All Persons,IMD2,All Regions,All Stages,All Routes,40,5.6,3.8,7.3
2020,55-59,All Persons,IMD2,All Regions,All Stages,All Routes,40,5.6,3.8,7.3
2021,55-59,All Persons,IMD2,All Regions,All Stages,All Routes,50,6.4,4.6,8.2
2022,55-59,All Persons,IMD2,All Regions,All Stages,All Routes,40,5.3,3.7,7
2023,55-59,All Persons,IMD2,All Regions,All Stages,All Routes,40,5.7,4,7.5
allyears,55-59,All Persons,IMD2,All Regions,All Stages,All Routes,340,6.9,6.2,7.6
2016,55-59,All Persons,IMD2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.6,0,1.2
2017,55-59,All Persons,IMD2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.2,-0.1,0.4
2018,55-59,All Persons,IMD2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.3,-0.1,0.7
2019,55-59,All Persons,IMD2,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,55-59,All Persons,IMD2,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,55-59,All Persons,IMD2,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,55-59,All Persons,IMD2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.8,0.2,1.5
2023,55-59,All Persons,IMD2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.7,0.1,1.3
allyears,55-59,All Persons,IMD2,All Regions,All Stages,Emergency,0,0.4,0.2,0.5
2016,55-59,All Persons,IMD2,All Regions,All Stages,Non-emergency,35,5.4,3.6,7.3
2017,55-59,All Persons,IMD2,All Regions,All Stages,Non-emergency,45,6.9,4.9,8.9
2018,55-59,All Persons,IMD2,All Regions,All Stages,Non-emergency,40,5.7,3.9,7.5
2019,55-59,All Persons,IMD2,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,55-59,All Persons,IMD2,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,55-59,All Persons,IMD2,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,55-59,All Persons,IMD2,All Regions,All Stages,Non-emergency,35,4.5,3,6.1
2023,55-59,All Persons,IMD2,All Regions,All Stages,Non-emergency,35,5.1,3.4,6.7
allyears,55-59,All Persons,IMD2,All Regions,All Stages,Non-emergency,190,3.9,3.3,4.4
2016,55-59,All Persons,IMD2,All Regions,Early,All Routes,15,2.5,1.3,3.7
2017,55-59,All Persons,IMD2,All Regions,Early,All Routes,25,3.6,2.2,5.1
2018,55-59,All Persons,IMD2,All Regions,Early,All Routes,20,2.9,1.6,4.2
2019,55-59,All Persons,IMD2,All Regions,Early,All Routes,20,2.7,1.5,3.9
2020,55-59,All Persons,IMD2,All Regions,Early,All Routes,15,2.2,1.1,3.3
2021,55-59,All Persons,IMD2,All Regions,Early,All Routes,20,2.7,1.5,3.8
2022,55-59,All Persons,IMD2,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,55-59,All Persons,IMD2,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,55-59,All Persons,IMD2,All Regions,Early,All Routes,115,2.4,1.9,2.8
2016,55-59,All Persons,IMD2,All Regions,Advanced,All Routes,25,3.6,2.1,5
2017,55-59,All Persons,IMD2,All Regions,Advanced,All Routes,20,2.9,1.6,4.2
2018,55-59,All Persons,IMD2,All Regions,Advanced,All Routes,15,2.2,1.1,3.3
2019,55-59,All Persons,IMD2,All Regions,Advanced,All Routes,15,2.3,1.2,3.4
2020,55-59,All Persons,IMD2,All Regions,Advanced,All Routes,20,2.5,1.3,3.7
2021,55-59,All Persons,IMD2,All Regions,Advanced,All Routes,25,3.2,1.9,4.5
2022,55-59,All Persons,IMD2,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,55-59,All Persons,IMD2,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,55-59,All Persons,IMD2,All Regions,Advanced,All Routes,120,2.4,1.9,2.8
2016,55-59,All Persons,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,1.8,-1.7,5.4
2017,55-59,All Persons,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,1.8,-1.7,5.2
2018,55-59,All Persons,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD2,East Midlands,All Stages,All Routes,40,65.2,44.7,85.7
2020,55-59,All Persons,IMD2,East Midlands,All Stages,All Routes,40,65.1,44.9,85.2
2021,55-59,All Persons,IMD2,East Midlands,All Stages,All Routes,50,82.3,59,105.6
2022,55-59,All Persons,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD2,East Midlands,All Stages,All Routes,130,9.2,6.3,12.2
2016,55-59,All Persons,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,1.6,-1.5,4.7
2017,55-59,All Persons,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,1.5,-1.5,4.5
2018,55-59,All Persons,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD2,East of England,All Stages,All Routes,40,56.5,38.8,74.2
2020,55-59,All Persons,IMD2,East of England,All Stages,All Routes,40,56.4,38.9,73.9
2021,55-59,All Persons,IMD2,East of England,All Stages,All Routes,50,65.7,47.1,84.3
2022,55-59,All Persons,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD2,East of England,All Stages,All Routes,130,7,4.7,9.4
2016,55-59,All Persons,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,0.8,-0.7,2.2
2017,55-59,All Persons,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,0.7,-0.7,2.1
2018,55-59,All Persons,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD2,London,All Stages,All Routes,40,26,17.8,34.1
2020,55-59,All Persons,IMD2,London,All Stages,All Routes,40,25.9,17.9,33.9
2021,55-59,All Persons,IMD2,London,All Stages,All Routes,50,29.9,21.4,38.3
2022,55-59,All Persons,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD2,London,All Stages,All Routes,130,6.4,4.8,7.9
2016,55-59,All Persons,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,2.5,-2.4,7.4
2017,55-59,All Persons,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,2.4,-2.3,7.2
2018,55-59,All Persons,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD2,North East,All Stages,All Routes,40,92.1,63.2,121
2020,55-59,All Persons,IMD2,North East,All Stages,All Routes,40,92.6,63.9,121.3
2021,55-59,All Persons,IMD2,North East,All Stages,All Routes,50,111.3,79.8,142.7
2022,55-59,All Persons,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD2,North East,All Stages,All Routes,130,5.8,3,8.5
2016,55-59,All Persons,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,1.2,-1.2,3.6
2017,55-59,All Persons,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,1.2,-1.1,3.5
2018,55-59,All Persons,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD2,North West,All Stages,All Routes,40,43.7,30,57.5
2020,55-59,All Persons,IMD2,North West,All Stages,All Routes,40,43.8,30.2,57.4
2021,55-59,All Persons,IMD2,North West,All Stages,All Routes,50,48.4,34.7,62.2
2022,55-59,All Persons,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD2,North West,All Stages,All Routes,130,7.3,5.2,9.4
2016,55-59,All Persons,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,1.3,-1.2,3.8
2017,55-59,All Persons,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,1.3,-1.2,3.7
2018,55-59,All Persons,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD2,South East,All Stages,All Routes,40,46.1,31.6,60.5
2020,55-59,All Persons,IMD2,South East,All Stages,All Routes,40,46,31.7,60.2
2021,55-59,All Persons,IMD2,South East,All Stages,All Routes,50,52.5,37.6,67.3
2022,55-59,All Persons,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD2,South East,All Stages,All Routes,130,7.1,5,9.3
2016,55-59,All Persons,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,1.4,-1.4,4.3
2017,55-59,All Persons,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,1.4,-1.3,4.1
2018,55-59,All Persons,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD2,South West,All Stages,All Routes,40,51.6,35.4,67.8
2020,55-59,All Persons,IMD2,South West,All Stages,All Routes,40,51.6,35.6,67.6
2021,55-59,All Persons,IMD2,South West,All Stages,All Routes,50,61.8,44.3,79.3
2022,55-59,All Persons,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD2,South West,All Stages,All Routes,130,5,3.1,6.9
2016,55-59,All Persons,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,1.6,-1.5,4.6
2017,55-59,All Persons,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,1.5,-1.5,4.5
2018,55-59,All Persons,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD2,West Midlands,All Stages,All Routes,40,55.8,38.3,73.3
2020,55-59,All Persons,IMD2,West Midlands,All Stages,All Routes,40,56,38.6,73.3
2021,55-59,All Persons,IMD2,West Midlands,All Stages,All Routes,50,62.2,44.6,79.8
2022,55-59,All Persons,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD2,West Midlands,All Stages,All Routes,130,6.9,4.6,9.3
2016,55-59,All Persons,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,1.7,-1.7,5.1
2017,55-59,All Persons,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,1.7,-1.6,5
2018,55-59,All Persons,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD2,Yorkshire and The Humber,All Stages,All Routes,40,62.9,43.2,82.6
2020,55-59,All Persons,IMD2,Yorkshire and The Humber,All Stages,All Routes,40,63.7,44,83.5
2021,55-59,All Persons,IMD2,Yorkshire and The Humber,All Stages,All Routes,50,68.4,49,87.7
2022,55-59,All Persons,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD2,Yorkshire and The Humber,All Stages,All Routes,130,7.8,5.2,10.4
2016,55-59,All Persons,IMD3,All Regions,All Stages,All Routes,50,6.9,4.9,8.8
2017,55-59,All Persons,IMD3,All Regions,All Stages,All Routes,40,5.3,3.6,7
2018,55-59,All Persons,IMD3,All Regions,All Stages,All Routes,35,4.9,3.3,6.5
2019,55-59,All Persons,IMD3,All Regions,All Stages,All Routes,25,3.2,1.9,4.4
2020,55-59,All Persons,IMD3,All Regions,All Stages,All Routes,35,4.4,2.9,5.8
2021,55-59,All Persons,IMD3,All Regions,All Stages,All Routes,40,5.1,3.5,6.7
2022,55-59,All Persons,IMD3,All Regions,All Stages,All Routes,30,4,2.6,5.3
2023,55-59,All Persons,IMD3,All Regions,All Stages,All Routes,35,4.3,2.9,5.8
allyears,55-59,All Persons,IMD3,All Regions,All Stages,All Routes,290,5.4,4.8,6.1
2016,55-59,All Persons,IMD3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.1,-0.1,0.4
2017,55-59,All Persons,IMD3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.1,-0.1,0.4
2018,55-59,All Persons,IMD3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD3,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,55-59,All Persons,IMD3,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,55-59,All Persons,IMD3,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,55-59,All Persons,IMD3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.4,-0.1,0.8
2023,55-59,All Persons,IMD3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
allyears,55-59,All Persons,IMD3,All Regions,All Stages,Emergency,0,0.1,0,0.2
2016,55-59,All Persons,IMD3,All Regions,All Stages,Non-emergency,45,6.7,4.8,8.7
2017,55-59,All Persons,IMD3,All Regions,All Stages,Non-emergency,35,5,3.4,6.6
2018,55-59,All Persons,IMD3,All Regions,All Stages,Non-emergency,35,4.9,3.3,6.5
2019,55-59,All Persons,IMD3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,55-59,All Persons,IMD3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,55-59,All Persons,IMD3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,55-59,All Persons,IMD3,All Regions,All Stages,Non-emergency,30,3.6,2.2,4.9
2023,55-59,All Persons,IMD3,All Regions,All Stages,Non-emergency,30,4.1,2.7,5.5
allyears,55-59,All Persons,IMD3,All Regions,All Stages,Non-emergency,175,3.4,2.9,3.9
2016,55-59,All Persons,IMD3,All Regions,Early,All Routes,20,3,1.7,4.3
2017,55-59,All Persons,IMD3,All Regions,Early,All Routes,25,3.3,2,4.7
2018,55-59,All Persons,IMD3,All Regions,Early,All Routes,20,2.8,1.6,4.1
2019,55-59,All Persons,IMD3,All Regions,Early,All Routes,10,1.6,0.7,2.5
2020,55-59,All Persons,IMD3,All Regions,Early,All Routes,15,1.7,0.8,2.6
2021,55-59,All Persons,IMD3,All Regions,Early,All Routes,10,1.5,0.6,2.4
2022,55-59,All Persons,IMD3,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,55-59,All Persons,IMD3,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,55-59,All Persons,IMD3,All Regions,Early,All Routes,100,1.8,1.5,2.2
2016,55-59,All Persons,IMD3,All Regions,Advanced,All Routes,25,3.6,2.2,5
2017,55-59,All Persons,IMD3,All Regions,Advanced,All Routes,15,1.8,0.8,2.8
2018,55-59,All Persons,IMD3,All Regions,Advanced,All Routes,10,1.6,0.7,2.5
2019,55-59,All Persons,IMD3,All Regions,Advanced,All Routes,SUPPRESSED; n<10,1.2,0.4,2
2020,55-59,All Persons,IMD3,All Regions,Advanced,All Routes,15,1.9,1,2.9
2021,55-59,All Persons,IMD3,All Regions,Advanced,All Routes,20,3,1.7,4.2
2022,55-59,All Persons,IMD3,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,55-59,All Persons,IMD3,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,55-59,All Persons,IMD3,All Regions,Advanced,All Routes,85,2,1.6,2.3
2016,55-59,All Persons,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,55-59,All Persons,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,1.7,-1.6,5
2018,55-59,All Persons,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD3,East Midlands,All Stages,All Routes,25,37.8,22.7,53
2020,55-59,All Persons,IMD3,East Midlands,All Stages,All Routes,35,52.2,34.7,69.8
2021,55-59,All Persons,IMD3,East Midlands,All Stages,All Routes,40,66.2,45.1,87.2
2022,55-59,All Persons,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,3,-1.2,7.3
allyears,55-59,All Persons,IMD3,East Midlands,All Stages,All Routes,100,5.1,3,7.2
2016,55-59,All Persons,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,55-59,All Persons,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,1,-1,3
2018,55-59,All Persons,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD3,East of England,All Stages,All Routes,25,22.9,13.7,32
2020,55-59,All Persons,IMD3,East of England,All Stages,All Routes,35,31.6,21,42.2
2021,55-59,All Persons,IMD3,East of England,All Stages,All Routes,40,38.4,26.2,50.6
2022,55-59,All Persons,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,1.8,-0.7,4.4
allyears,55-59,All Persons,IMD3,East of England,All Stages,All Routes,100,4.7,3.1,6.3
2016,55-59,All Persons,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,55-59,All Persons,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,1,-0.9,2.8
2018,55-59,All Persons,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD3,London,All Stages,All Routes,25,21.7,13,30.4
2020,55-59,All Persons,IMD3,London,All Stages,All Routes,35,30,19.9,40.1
2021,55-59,All Persons,IMD3,London,All Stages,All Routes,40,31.6,21.5,41.6
2022,55-59,All Persons,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,1.8,-0.7,4.2
allyears,55-59,All Persons,IMD3,London,All Stages,All Routes,100,5.2,3.6,6.8
2016,55-59,All Persons,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,55-59,All Persons,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,3.5,-3.4,10.3
2018,55-59,All Persons,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD3,North East,All Stages,All Routes,25,81.6,49,114.2
2020,55-59,All Persons,IMD3,North East,All Stages,All Routes,35,113.3,75.2,151.4
2021,55-59,All Persons,IMD3,North East,All Stages,All Routes,40,135.8,92.6,179
2022,55-59,All Persons,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,6.8,-2.6,16.3
allyears,55-59,All Persons,IMD3,North East,All Stages,All Routes,100,4.4,1.5,7.3
2016,55-59,All Persons,IMD3,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,55-59,All Persons,IMD3,North West,All Stages,All Routes,SUPPRESSED; n<10,1.3,-1.3,3.9
2018,55-59,All Persons,IMD3,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD3,North West,All Stages,All Routes,25,30.4,18.2,42.6
2020,55-59,All Persons,IMD3,North West,All Stages,All Routes,35,42.3,28.1,56.5
2021,55-59,All Persons,IMD3,North West,All Stages,All Routes,40,47.6,32.5,62.7
2022,55-59,All Persons,IMD3,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD3,North West,All Stages,All Routes,SUPPRESSED; n<10,2.5,-0.9,5.9
allyears,55-59,All Persons,IMD3,North West,All Stages,All Routes,100,6.4,4.3,8.6
2016,55-59,All Persons,IMD3,South East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,55-59,All Persons,IMD3,South East,All Stages,All Routes,SUPPRESSED; n<10,0.9,-0.8,2.6
2018,55-59,All Persons,IMD3,South East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD3,South East,All Stages,All Routes,25,19.9,11.9,27.8
2020,55-59,All Persons,IMD3,South East,All Stages,All Routes,35,27.3,18.1,36.5
2021,55-59,All Persons,IMD3,South East,All Stages,All Routes,40,31.2,21.3,41.1
2022,55-59,All Persons,IMD3,South East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD3,South East,All Stages,All Routes,SUPPRESSED; n<10,1.6,-0.6,3.8
allyears,55-59,All Persons,IMD3,South East,All Stages,All Routes,100,7.2,5.4,9
2016,55-59,All Persons,IMD3,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,55-59,All Persons,IMD3,South West,All Stages,All Routes,SUPPRESSED; n<10,1,-1,3.1
2018,55-59,All Persons,IMD3,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD3,South West,All Stages,All Routes,25,23.5,14.1,32.9
2020,55-59,All Persons,IMD3,South West,All Stages,All Routes,35,32.4,21.5,43.3
2021,55-59,All Persons,IMD3,South West,All Stages,All Routes,40,40.1,27.3,52.8
2022,55-59,All Persons,IMD3,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD3,South West,All Stages,All Routes,SUPPRESSED; n<10,1.9,-0.7,4.5
allyears,55-59,All Persons,IMD3,South West,All Stages,All Routes,100,5,3.4,6.7
2016,55-59,All Persons,IMD3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,55-59,All Persons,IMD3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,1.3,-1.3,3.9
2018,55-59,All Persons,IMD3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD3,West Midlands,All Stages,All Routes,25,29.8,17.9,41.8
2020,55-59,All Persons,IMD3,West Midlands,All Stages,All Routes,35,41.1,27.3,54.9
2021,55-59,All Persons,IMD3,West Midlands,All Stages,All Routes,40,51.1,34.8,67.3
2022,55-59,All Persons,IMD3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,2.4,-0.9,5.7
allyears,55-59,All Persons,IMD3,West Midlands,All Stages,All Routes,100,3.1,1.6,4.6
2016,55-59,All Persons,IMD3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,55-59,All Persons,IMD3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,1.5,-1.5,4.5
2018,55-59,All Persons,IMD3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,55-59,All Persons,IMD3,Yorkshire and The Humber,All Stages,All Routes,25,35,21,49
2020,55-59,All Persons,IMD3,Yorkshire and The Humber,All Stages,All Routes,35,48.7,32.3,65.1
2021,55-59,All Persons,IMD3,Yorkshire and The Humber,All Stages,All Routes,40,55.2,37.6,72.7
2022,55-59,All Persons,IMD3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,55-59,All Persons,IMD3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,2.8,-1.1,6.7
allyears,55-59,All Persons,IMD3,Yorkshire and The Humber,All Stages,All Routes,100,6.5,4.2,8.9
2016,55-59,All Persons,IMD4,All Regions,All Stages,All Routes,35,5,3.4,6.6
2017,55-59,All Persons,IMD4,All Regions,All Stages,All Routes,25,3.7,2.3,5
