diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
2016,all ages,Female,All IMD Quintiles,North East,Early,All Routes,SUPPRESSED; n<10,0.5,0.1,0.9
2017,all ages,Female,All IMD Quintiles,North East,Early,All Routes,SUPPRESSED; n<10,0.5,0.1,0.8
2018,all ages,Female,All IMD Quintiles,North East,Early,All Routes,10,0.7,0.3,1.2
2019,all ages,Female,All IMD Quintiles,North East,Early,All Routes,SUPPRESSED; n<10,0.3,0,0.6
2020,all ages,Female,All IMD Quintiles,North East,Early,All Routes,SUPPRESSED; n<10,0.4,0.1,0.7
2021,all ages,Female,All IMD Quintiles,North East,Early,All Routes,15,0.9,0.4,1.4
2022,all ages,Female,All IMD Quintiles,North East,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Female,All IMD Quintiles,North East,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Female,All IMD Quintiles,North East,Early,All Routes,25,0.9,0.7,1.1
2016,all ages,Female,All IMD Quintiles,North East,Advanced,All Routes,15,1,0.4,1.5
2017,all ages,Female,All IMD Quintiles,North East,Advanced,All Routes,20,1.3,0.7,1.8
2018,all ages,Female,All IMD Quintiles,North East,Advanced,All Routes,20,1.4,0.7,2
2019,all ages,Female,All IMD Quintiles,North East,Advanced,All Routes,15,1,0.5,1.5
2020,all ages,Female,All IMD Quintiles,North East,Advanced,All Routes,15,1,0.5,1.5
2021,all ages,Female,All IMD Quintiles,North East,Advanced,All Routes,15,1.1,0.6,1.7
2022,all ages,Female,All IMD Quintiles,North East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Female,All IMD Quintiles,North East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Female,All IMD Quintiles,North East,Advanced,All Routes,100,0.5,0.3,0.6
2016,all ages,Female,All IMD Quintiles,North West,All Stages,All Routes,65,1.8,1.3,2.2
2017,all ages,Female,All IMD Quintiles,North West,All Stages,All Routes,65,1.8,1.4,2.3
2018,all ages,Female,All IMD Quintiles,North West,All Stages,All Routes,55,1.5,1.1,1.9
2019,all ages,Female,All IMD Quintiles,North West,All Stages,All Routes,40,1.1,0.8,1.4
2020,all ages,Female,All IMD Quintiles,North West,All Stages,All Routes,45,1.2,0.8,1.5
2021,all ages,Female,All IMD Quintiles,North West,All Stages,All Routes,50,1.3,1,1.7
2022,all ages,Female,All IMD Quintiles,North West,All Stages,All Routes,70,1.7,1.3,2.2
2023,all ages,Female,All IMD Quintiles,North West,All Stages,All Routes,60,1.5,1.1,1.9
allyears,all ages,Female,All IMD Quintiles,North West,All Stages,All Routes,450,1.7,1.6,1.9
2016,all ages,Female,All IMD Quintiles,North West,All Stages,Emergency,10,0.2,0.1,0.4
2017,all ages,Female,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,0.2,0,0.3
2018,all ages,Female,All IMD Quintiles,North West,All Stages,Emergency,15,0.3,0.2,0.5
2019,all ages,Female,All IMD Quintiles,North West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Female,All IMD Quintiles,North West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Female,All IMD Quintiles,North West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Female,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,0.2,0,0.3
2023,all ages,Female,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,0.2,0,0.3
allyears,all ages,Female,All IMD Quintiles,North West,All Stages,Emergency,25,0.2,0.1,0.2
2016,all ages,Female,All IMD Quintiles,North West,All Stages,Non-emergency,55,1.5,1.1,1.9
2017,all ages,Female,All IMD Quintiles,North West,All Stages,Non-emergency,60,1.6,1.2,2
2018,all ages,Female,All IMD Quintiles,North West,All Stages,Non-emergency,45,1.2,0.8,1.5
2019,all ages,Female,All IMD Quintiles,North West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Female,All IMD Quintiles,North West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Female,All IMD Quintiles,North West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Female,All IMD Quintiles,North West,All Stages,Non-emergency,60,1.6,1.2,2
2023,all ages,Female,All IMD Quintiles,North West,All Stages,Non-emergency,50,1.3,1,1.7
allyears,all ages,Female,All IMD Quintiles,North West,All Stages,Non-emergency,270,1,0.9,1.2
2016,all ages,Female,All IMD Quintiles,North West,Early,All Routes,25,0.7,0.4,1
2017,all ages,Female,All IMD Quintiles,North West,Early,All Routes,25,0.7,0.5,1
2018,all ages,Female,All IMD Quintiles,North West,Early,All Routes,30,0.8,0.5,1.1
2019,all ages,Female,All IMD Quintiles,North West,Early,All Routes,15,0.5,0.2,0.7
2020,all ages,Female,All IMD Quintiles,North West,Early,All Routes,25,0.6,0.4,0.9
2021,all ages,Female,All IMD Quintiles,North West,Early,All Routes,25,0.6,0.4,0.9
2022,all ages,Female,All IMD Quintiles,North West,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Female,All IMD Quintiles,North West,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Female,All IMD Quintiles,North West,Early,All Routes,145,0.5,0.4,0.6
2016,all ages,Female,All IMD Quintiles,North West,Advanced,All Routes,35,0.9,0.6,1.3
2017,all ages,Female,All IMD Quintiles,North West,Advanced,All Routes,30,0.8,0.5,1.1
2018,all ages,Female,All IMD Quintiles,North West,Advanced,All Routes,20,0.6,0.3,0.8
2019,all ages,Female,All IMD Quintiles,North West,Advanced,All Routes,15,0.4,0.2,0.6
2020,all ages,Female,All IMD Quintiles,North West,Advanced,All Routes,15,0.4,0.2,0.6
2021,all ages,Female,All IMD Quintiles,North West,Advanced,All Routes,20,0.6,0.3,0.8
2022,all ages,Female,All IMD Quintiles,North West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Female,All IMD Quintiles,North West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Female,All IMD Quintiles,North West,Advanced,All Routes,135,0.6,0.5,0.7
2016,all ages,Female,All IMD Quintiles,South East,All Stages,All Routes,35,0.8,0.5,1
2017,all ages,Female,All IMD Quintiles,South East,All Stages,All Routes,45,1,0.7,1.3
2018,all ages,Female,All IMD Quintiles,South East,All Stages,All Routes,25,0.5,0.3,0.7
2019,all ages,Female,All IMD Quintiles,South East,All Stages,All Routes,40,0.9,0.6,1.2
2020,all ages,Female,All IMD Quintiles,South East,All Stages,All Routes,35,0.8,0.5,1
2021,all ages,Female,All IMD Quintiles,South East,All Stages,All Routes,45,0.9,0.7,1.2
2022,all ages,Female,All IMD Quintiles,South East,All Stages,All Routes,30,0.6,0.4,0.8
2023,all ages,Female,All IMD Quintiles,South East,All Stages,All Routes,30,0.6,0.4,0.8
allyears,all ages,Female,All IMD Quintiles,South East,All Stages,All Routes,285,0.9,0.8,1
2016,all ages,Female,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.1,0,0.2
2017,all ages,Female,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.2,0,0.3
2018,all ages,Female,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0,0,0.1
2019,all ages,Female,All IMD Quintiles,South East,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Female,All IMD Quintiles,South East,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Female,All IMD Quintiles,South East,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Female,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.1,0,0.1
2023,all ages,Female,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,0.1,0,0.1
allyears,all ages,Female,All IMD Quintiles,South East,All Stages,Emergency,0,0.1,0,0.1
2016,all ages,Female,All IMD Quintiles,South East,All Stages,Non-emergency,30,0.6,0.4,0.9
2017,all ages,Female,All IMD Quintiles,South East,All Stages,Non-emergency,35,0.8,0.5,1.1
2018,all ages,Female,All IMD Quintiles,South East,All Stages,Non-emergency,20,0.4,0.3,0.6
2019,all ages,Female,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Female,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Female,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Female,All IMD Quintiles,South East,All Stages,Non-emergency,30,0.6,0.4,0.8
2023,all ages,Female,All IMD Quintiles,South East,All Stages,Non-emergency,25,0.5,0.3,0.8
allyears,all ages,Female,All IMD Quintiles,South East,All Stages,Non-emergency,140,0.4,0.4,0.5
2016,all ages,Female,All IMD Quintiles,South East,Early,All Routes,15,0.3,0.2,0.5
2017,all ages,Female,All IMD Quintiles,South East,Early,All Routes,15,0.3,0.2,0.5
2018,all ages,Female,All IMD Quintiles,South East,Early,All Routes,10,0.2,0.1,0.4
2019,all ages,Female,All IMD Quintiles,South East,Early,All Routes,15,0.4,0.2,0.5
2020,all ages,Female,All IMD Quintiles,South East,Early,All Routes,15,0.3,0.1,0.5
2021,all ages,Female,All IMD Quintiles,South East,Early,All Routes,15,0.3,0.2,0.5
2022,all ages,Female,All IMD Quintiles,South East,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Female,All IMD Quintiles,South East,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Female,All IMD Quintiles,South East,Early,All Routes,85,0.3,0.2,0.3
2016,all ages,Female,All IMD Quintiles,South East,Advanced,All Routes,10,0.3,0.1,0.4
2017,all ages,Female,All IMD Quintiles,South East,Advanced,All Routes,25,0.6,0.4,0.8
2018,all ages,Female,All IMD Quintiles,South East,Advanced,All Routes,10,0.2,0.1,0.3
2019,all ages,Female,All IMD Quintiles,South East,Advanced,All Routes,15,0.3,0.2,0.5
2020,all ages,Female,All IMD Quintiles,South East,Advanced,All Routes,10,0.2,0.1,0.3
2021,all ages,Female,All IMD Quintiles,South East,Advanced,All Routes,20,0.4,0.2,0.6
2022,all ages,Female,All IMD Quintiles,South East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Female,All IMD Quintiles,South East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Female,All IMD Quintiles,South East,Advanced,All Routes,90,0.3,0.2,0.3
2016,all ages,Female,All IMD Quintiles,South West,All Stages,All Routes,25,0.8,0.4,1.1
2017,all ages,Female,All IMD Quintiles,South West,All Stages,All Routes,30,1.1,0.7,1.4
2018,all ages,Female,All IMD Quintiles,South West,All Stages,All Routes,25,0.8,0.5,1.1
2019,all ages,Female,All IMD Quintiles,South West,All Stages,All Routes,30,0.9,0.6,1.3
2020,all ages,Female,All IMD Quintiles,South West,All Stages,All Routes,25,0.7,0.4,1
2021,all ages,Female,All IMD Quintiles,South West,All Stages,All Routes,25,0.8,0.5,1.1
2022,all ages,Female,All IMD Quintiles,South West,All Stages,All Routes,30,0.9,0.5,1.2
2023,all ages,Female,All IMD Quintiles,South West,All Stages,All Routes,25,0.8,0.5,1.1
allyears,all ages,Female,All IMD Quintiles,South West,All Stages,All Routes,215,1,0.8,1.1
2016,all ages,Female,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2017,all ages,Female,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.1,0,0.1
2018,all ages,Female,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.1,0,0.2
2019,all ages,Female,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Female,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Female,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Female,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.1,0,0.2
2023,all ages,Female,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.1,0,0.1
allyears,all ages,Female,All IMD Quintiles,South West,All Stages,Emergency,0,0.1,0,0.1
2016,all ages,Female,All IMD Quintiles,South West,All Stages,Non-emergency,25,0.7,0.4,1
2017,all ages,Female,All IMD Quintiles,South West,All Stages,Non-emergency,30,1,0.6,1.4
2018,all ages,Female,All IMD Quintiles,South West,All Stages,Non-emergency,20,0.7,0.4,1
2019,all ages,Female,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Female,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Female,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Female,All IMD Quintiles,South West,All Stages,Non-emergency,25,0.7,0.4,1
2023,all ages,Female,All IMD Quintiles,South West,All Stages,Non-emergency,25,0.8,0.5,1.1
allyears,all ages,Female,All IMD Quintiles,South West,All Stages,Non-emergency,125,0.6,0.5,0.7
2016,all ages,Female,All IMD Quintiles,South West,Early,All Routes,10,0.2,0.1,0.4
2017,all ages,Female,All IMD Quintiles,South West,Early,All Routes,15,0.4,0.2,0.6
2018,all ages,Female,All IMD Quintiles,South West,Early,All Routes,10,0.3,0.1,0.5
2019,all ages,Female,All IMD Quintiles,South West,Early,All Routes,15,0.5,0.3,0.7
2020,all ages,Female,All IMD Quintiles,South West,Early,All Routes,10,0.3,0.1,0.5
2021,all ages,Female,All IMD Quintiles,South West,Early,All Routes,15,0.5,0.2,0.7
2022,all ages,Female,All IMD Quintiles,South West,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Female,All IMD Quintiles,South West,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Female,All IMD Quintiles,South West,Early,All Routes,75,0.3,0.2,0.4
2016,all ages,Female,All IMD Quintiles,South West,Advanced,All Routes,15,0.5,0.2,0.7
2017,all ages,Female,All IMD Quintiles,South West,Advanced,All Routes,15,0.5,0.2,0.7
2018,all ages,Female,All IMD Quintiles,South West,Advanced,All Routes,15,0.4,0.2,0.6
2019,all ages,Female,All IMD Quintiles,South West,Advanced,All Routes,10,0.3,0.1,0.5
2020,all ages,Female,All IMD Quintiles,South West,Advanced,All Routes,10,0.3,0.1,0.5
2021,all ages,Female,All IMD Quintiles,South West,Advanced,All Routes,10,0.2,0.1,0.4
2022,all ages,Female,All IMD Quintiles,South West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Female,All IMD Quintiles,South West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Female,All IMD Quintiles,South West,Advanced,All Routes,75,0.3,0.2,0.4
2016,all ages,Female,All IMD Quintiles,West Midlands,All Stages,All Routes,25,0.9,0.6,1.3
2017,all ages,Female,All IMD Quintiles,West Midlands,All Stages,All Routes,30,1,0.6,1.4
2018,all ages,Female,All IMD Quintiles,West Midlands,All Stages,All Routes,30,1,0.6,1.3
2019,all ages,Female,All IMD Quintiles,West Midlands,All Stages,All Routes,35,1.2,0.8,1.6
2020,all ages,Female,All IMD Quintiles,West Midlands,All Stages,All Routes,30,1.1,0.7,1.5
2021,all ages,Female,All IMD Quintiles,West Midlands,All Stages,All Routes,35,1.1,0.7,1.5
2022,all ages,Female,All IMD Quintiles,West Midlands,All Stages,All Routes,40,1.2,0.8,1.6
2023,all ages,Female,All IMD Quintiles,West Midlands,All Stages,All Routes,35,1.2,0.8,1.6
allyears,all ages,Female,All IMD Quintiles,West Midlands,All Stages,All Routes,260,1.3,1.1,1.4
2016,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.2,0,0.3
2017,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.1,0,0.2
2018,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.1,0,0.2
2019,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Emergency,10,0.3,0.1,0.4
2023,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.2,0,0.3
allyears,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Emergency,10,0.1,0.1,0.2
2016,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Non-emergency,20,0.8,0.4,1.1
2017,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Non-emergency,25,0.9,0.6,1.2
2018,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Non-emergency,25,0.9,0.6,1.3
2019,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Non-emergency,30,1,0.6,1.3
2023,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Non-emergency,30,1.1,0.7,1.4
allyears,all ages,Female,All IMD Quintiles,West Midlands,All Stages,Non-emergency,130,0.7,0.6,0.8
2016,all ages,Female,All IMD Quintiles,West Midlands,Early,All Routes,10,0.4,0.2,0.6
2017,all ages,Female,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,0.2,0.1,0.4
2018,all ages,Female,All IMD Quintiles,West Midlands,Early,All Routes,10,0.3,0.1,0.5
2019,all ages,Female,All IMD Quintiles,West Midlands,Early,All Routes,15,0.4,0.2,0.7
2020,all ages,Female,All IMD Quintiles,West Midlands,Early,All Routes,10,0.3,0.1,0.5
2021,all ages,Female,All IMD Quintiles,West Midlands,Early,All Routes,15,0.6,0.3,0.8
2022,all ages,Female,All IMD Quintiles,West Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Female,All IMD Quintiles,West Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Female,All IMD Quintiles,West Midlands,Early,All Routes,60,0.5,0.4,0.6
2016,all ages,Female,All IMD Quintiles,West Midlands,Advanced,All Routes,15,0.4,0.2,0.7
2017,all ages,Female,All IMD Quintiles,West Midlands,Advanced,All Routes,20,0.6,0.3,0.9
2018,all ages,Female,All IMD Quintiles,West Midlands,Advanced,All Routes,20,0.7,0.4,1
2019,all ages,Female,All IMD Quintiles,West Midlands,Advanced,All Routes,15,0.4,0.2,0.6
2020,all ages,Female,All IMD Quintiles,West Midlands,Advanced,All Routes,20,0.6,0.3,0.9
2021,all ages,Female,All IMD Quintiles,West Midlands,Advanced,All Routes,15,0.5,0.2,0.7
2022,all ages,Female,All IMD Quintiles,West Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Female,All IMD Quintiles,West Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Female,All IMD Quintiles,West Midlands,Advanced,All Routes,105,0.3,0.2,0.4
2016,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,40,1.4,1,1.9
2017,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,45,1.6,1.1,2.1
2018,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,45,1.7,1.2,2.2
2019,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,35,1.3,0.9,1.7
2020,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,35,1.3,0.9,1.7
2021,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,40,1.4,1,1.8
2022,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,55,1.9,1.4,2.4
2023,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,40,1.3,0.9,1.8
allyears,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,335,1.7,1.5,1.9
2016,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.2,0,0.4
2017,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.3,0.1,0.4
2018,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.2,0,0.4
2019,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,10,0.3,0.1,0.5
2023,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.2,0,0.4
allyears,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,10,0.2,0.1,0.2
2016,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,35,1.2,0.8,1.6
2017,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,35,1.4,0.9,1.8
2018,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,40,1.5,1,1.9
2019,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,45,1.6,1.1,2.1
2023,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,30,1.1,0.7,1.5
allyears,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,185,1,0.8,1.1
2016,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,15,0.5,0.2,0.8
2017,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,15,0.6,0.3,0.9
2018,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,25,0.9,0.6,1.3
2019,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,15,0.5,0.2,0.8
2020,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,10,0.4,0.1,0.6
2021,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,20,0.7,0.4,1.1
2022,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,100,0.6,0.5,0.7
2016,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,25,0.9,0.5,1.2
2017,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,25,0.9,0.5,1.3
2018,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,20,0.6,0.3,0.9
2019,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,15,0.6,0.3,0.9
2020,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,20,0.7,0.4,1
2021,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,15,0.5,0.2,0.8
2022,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Female,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,120,0.5,0.4,0.6
2016,all ages,Female,IMD1,All Regions,All Stages,All Routes,105,2.4,1.9,2.9
2017,all ages,Female,IMD1,All Regions,All Stages,All Routes,115,2.5,2.1,3
2018,all ages,Female,IMD1,All Regions,All Stages,All Routes,105,2.3,1.9,2.8
2019,all ages,Female,IMD1,All Regions,All Stages,All Routes,100,2.2,1.8,2.6
2020,all ages,Female,IMD1,All Regions,All Stages,All Routes,85,1.9,1.5,2.3
2021,all ages,Female,IMD1,All Regions,All Stages,All Routes,110,2.4,2,2.9
2022,all ages,Female,IMD1,All Regions,All Stages,All Routes,130,2.8,2.3,3.3
2023,all ages,Female,IMD1,All Regions,All Stages,All Routes,95,2.1,1.7,2.5
allyears,all ages,Female,IMD1,All Regions,All Stages,All Routes,845,2.7,2.5,2.9
2016,all ages,Female,IMD1,All Regions,All Stages,Emergency,15,0.3,0.2,0.5
2017,all ages,Female,IMD1,All Regions,All Stages,Emergency,15,0.3,0.1,0.4
2018,all ages,Female,IMD1,All Regions,All Stages,Emergency,15,0.3,0.1,0.4
2019,all ages,Female,IMD1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Female,IMD1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Female,IMD1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Female,IMD1,All Regions,All Stages,Emergency,20,0.4,0.2,0.5
2023,all ages,Female,IMD1,All Regions,All Stages,Emergency,15,0.3,0.2,0.5
allyears,all ages,Female,IMD1,All Regions,All Stages,Emergency,80,0.2,0.2,0.3
2016,all ages,Female,IMD1,All Regions,All Stages,Non-emergency,90,2.1,1.6,2.5
2017,all ages,Female,IMD1,All Regions,All Stages,Non-emergency,100,2.3,1.8,2.7
2018,all ages,Female,IMD1,All Regions,All Stages,Non-emergency,90,2.1,1.6,2.5
2019,all ages,Female,IMD1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Female,IMD1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Female,IMD1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Female,IMD1,All Regions,All Stages,Non-emergency,110,2.4,2,2.9
2023,all ages,Female,IMD1,All Regions,All Stages,Non-emergency,80,1.7,1.3,2.1
allyears,all ages,Female,IMD1,All Regions,All Stages,Non-emergency,470,1.5,1.4,1.6
2016,all ages,Female,IMD1,All Regions,Early,All Routes,35,0.8,0.6,1.1
2017,all ages,Female,IMD1,All Regions,Early,All Routes,40,0.9,0.6,1.2
2018,all ages,Female,IMD1,All Regions,Early,All Routes,45,1,0.7,1.3
2019,all ages,Female,IMD1,All Regions,Early,All Routes,25,0.6,0.4,0.8
2020,all ages,Female,IMD1,All Regions,Early,All Routes,25,0.5,0.3,0.7
2021,all ages,Female,IMD1,All Regions,Early,All Routes,50,1.1,0.8,1.4
