quarterYear,survival,ciLb,ciUb,sex,dep,region,route,stage,ageBand,diagnosisYear
1,.81999999,.80000001,.82999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1.25,.79000002,.77999997,.81,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1.5,.76999998,.75999999,.79000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1.75,.75,.74000001,.76999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2,.74000001,.72000003,.75,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2.25,.72000003,.70999998,.74000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2.5,.70999998,.69,.73000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2.75,.69999999,.68000001,.70999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3,.68000001,.67000002,.69999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3.25,.67000002,.64999998,.69,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3.5,.66000003,.64999998,.68000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3.75,.66000003,.63999999,.67000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4,.64999998,.63,.67000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4.25,.63999999,.63,.66000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4.5,.63999999,.62,.66000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4.75,.63,.62,.64999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
5,.63,.61000001,.64999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
.25,.94999999,.94,.94999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
.5,.89999998,.88999999,.91000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
.75,.86000001,.85000002,.87,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
1,.82999998,.81,.83999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
1.25,.80000001,.77999997,.81,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
1.5,.77999997,.75999999,.79000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
1.75,.75999999,.74000001,.76999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
2,.74000001,.73000002,.75999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
2.25,.73000002,.70999998,.75,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
2.5,.72000003,.69999999,.73000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
2.75,.70999998,.69,.72000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
3,.69999999,.68000001,.72000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
3.25,.69,.67000002,.70999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
3.5,.68000001,.66000003,.69999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
3.75,.67000002,.64999998,.69,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
4,.66000003,.63999999,.67000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
4.25,.64999998,.63,.67000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
4.5,.63999999,.62,.66000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
4.75,.63,.62,.64999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
5,.63,.61000001,.63999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
.25,.94,.93000001,.94999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
.5,.89999998,.88999999,.91000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
.75,.87,.86000001,.88,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
1,.83999997,.82999998,.85000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
1.25,.81999999,.81,.82999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
1.5,.80000001,.77999997,.81,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
1.75,.77999997,.75999999,.79000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
2,.75999999,.75,.77999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
2.25,.75,.73000002,.75999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
2.5,.73000002,.72000003,.75,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
2.75,.72000003,.69999999,.74000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
3,.70999998,.69,.72000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
3.25,.69999999,.68000001,.70999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
3.5,.69,.67000002,.69999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
3.75,.68000001,.66000003,.69999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
4,.67000002,.66000003,.69,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
4.25,.66000003,.64999998,.68000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
4.5,.64999998,.63999999,.67000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
4.75,.63999999,.62,.66000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
5,.63,.61000001,.64999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
.25,.94,.94,.94999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
.5,.89999998,.88999999,.91000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
.75,.87,.86000001,.88,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
1,.83999997,.81999999,.85000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
1.25,.81,.80000001,.81999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
1.5,.79000002,.77999997,.81,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
1.75,.77999997,.75999999,.79000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
2,.75999999,.75,.77999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
2.25,.75,.74000001,.75999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
2.5,.74000001,.72000003,.75,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
2.75,.73000002,.70999998,.74000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
3,.72000003,.69999999,.74000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
3.25,.70999998,.69,.72000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
3.5,.69999999,.68000001,.70999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
3.75,.69,.67000002,.69999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
4,.68000001,.66000003,.69999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
4.25,.60000002,.47,.74000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
4.5,.60000002,.47,.74000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
4.75,.60000002,.47,.74000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
5,.36000001,.12,.60000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
.25,.94,.93000001,.94,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
.5,.88999999,.88,.89999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
.75,.85000002,.83999997,.86000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
1,.81999999,.81,.83999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
1.25,.80000001,.79000002,.81999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
1.5,.77999997,.76999998,.79000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
1.75,.76999998,.75,.77999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
2,.75,.73000002,.75999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
2.25,.73000002,.72000003,.75,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
2.5,.72000003,.70999998,.74000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
2.75,.70999998,.69,.72000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
3,.69999999,.69,.72000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
3.25,.60000002,.46000001,.73000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
3.5,.46000001,.28,.64999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
3.75,.40000001,.2,.58999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
4.25,.33000001,.14,.52999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
4.5,.2,.039999999,.36000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
.25,.94,.93000001,.94999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
.5,.89999998,.88999999,.91000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
.75,.86000001,.85000002,.87,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
1,.82999998,.81999999,.83999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
1.25,.80000001,.79000002,.81999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
1.5,.77999997,.76999998,.80000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
1.75,.75999999,.74000001,.76999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
2,.74000001,.72000003,.75999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
2.25,.74000001,.72000003,.75999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
2.5,.74000001,.72000003,.75999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
3,.74000001,.72000003,.75999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
3.25,.68000001,.56,.79000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
3.5,.68000001,.56,.79000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
4.25,.68000001,.56,.79000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
5,.68000001,.56,.79000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
0,1,1,1,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
.25,.91000003,.89999998,.92000002,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
.5,.85000002,.83999997,.86000001,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
.75,.80000001,.79000002,.81999999,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
1,.75999999,.74000001,.76999998,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.73000002,.70999998,.74000001,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.69999999,.68000001,.70999998,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.68000001,.66000003,.69,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
2,.66000003,.63999999,.67000002,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.63999999,.62,.66000003,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.63,.61000001,.63999999,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.61000001,.58999997,.63,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
3,.60000002,.57999998,.62,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.58999997,.56999999,.60000002,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.57999998,.56,.58999997,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.56999999,.55000001,.58999997,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
4,.56,.54000002,.57999998,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.55000001,.52999997,.56999999,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.54000002,.51999998,.56,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.52999997,.50999999,.55000001,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
5,.52999997,.50999999,.55000001,Male,IMD Q1,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.94999999,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
.5,.88999999,.88,.89999998,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
.75,.85000002,.83999997,.86000001,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
1,.81999999,.80000001,.82999998,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.79000002,.77999997,.81,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.76999998,.75999999,.79000002,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.75,.73000002,.76999998,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
2,.73000002,.70999998,.75,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.70999998,.69999999,.73000002,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.69,.68000001,.70999998,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.68000001,.66000003,.69999999,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
3,.67000002,.64999998,.68000001,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.66000003,.63999999,.68000001,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.64999998,.63,.67000002,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.63999999,.62,.66000003,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
4,.63,.61000001,.64999998,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.61000001,.58999997,.63,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.61000001,.58999997,.63,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.60000002,.57999998,.62,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
5,.58999997,.56999999,.61000001,Male,IMD Q2,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
.25,.94999999,.94,.95999998,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
.5,.91000003,.89999998,.92000002,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
.75,.87,.86000001,.88999999,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
1,.85000002,.82999998,.86000001,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.81999999,.81,.83999997,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.80000001,.79000002,.81999999,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.77999997,.76999998,.80000001,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
2,.76999998,.75,.77999997,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.75,.74000001,.76999998,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.75,.73000002,.75999999,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.74000001,.72000003,.75999999,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
3,.73000002,.70999998,.74000001,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.70999998,.69,.73000002,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.69999999,.69,.72000003,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.69999999,.68000001,.72000003,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
4,.68000001,.66000003,.69999999,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.68000001,.66000003,.69999999,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.67000002,.64999998,.69,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.66000003,.63999999,.68000001,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
5,.66000003,.63999999,.68000001,Male,IMD Q3,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
.25,.94999999,.94,.95999998,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
.5,.91000003,.89999998,.92000002,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
.75,.88999999,.87,.89999998,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
1,.86000001,.83999997,.87,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.82999998,.81999999,.85000002,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.81999999,.80000001,.82999998,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.81,.79000002,.81999999,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
2,.79000002,.77999997,.81,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.77999997,.75999999,.80000001,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.76999998,.75,.77999997,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.75999999,.74000001,.76999998,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
3,.75,.73000002,.75999999,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.74000001,.72000003,.75999999,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.73000002,.70999998,.75,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.73000002,.70999998,.74000001,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
4,.70999998,.69999999,.73000002,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.70999998,.69,.73000002,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.69999999,.68000001,.72000003,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.69,.67000002,.70999998,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
5,.68000001,.66000003,.69999999,Male,IMD Q4,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
.25,.97000003,.95999998,.97000003,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
.5,.94,.93000001,.94999999,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
.75,.92000002,.91000003,.93000001,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
1,.88999999,.88,.91000003,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.88,.86000001,.88999999,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.86000001,.85000002,.88,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.85000002,.83999997,.86000001,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
2,.82999998,.81999999,.85000002,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.81999999,.80000001,.82999998,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.81,.79000002,.81999999,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.80000001,.77999997,.81,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
3,.79000002,.76999998,.80000001,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.77999997,.75999999,.80000001,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
3.5,.76999998,.75,.79000002,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
3.75,.75999999,.74000001,.77999997,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
4,.75,.73000002,.76999998,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
4.25,.75,.73000002,.75999999,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
4.5,.74000001,.72000003,.75999999,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
4.75,.73000002,.70999998,.75,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
5,.72000003,.69999999,.74000001,Male,IMD 5 - least deprived,All Regions,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
.25,.94,.93000001,.94999999,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
.5,.89999998,.88,.91000003,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
.75,.86000001,.83999997,.88,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
1,.81999999,.80000001,.83999997,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
1.25,.81,.79000002,.83999997,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
1.5,.80000001,.77999997,.81999999,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
1.75,.79000002,.75999999,.81,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
2,.76999998,.75,.79000002,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
2.25,.75999999,.74000001,.77999997,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
2.5,.74000001,.72000003,.76999998,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
2.75,.73000002,.70999998,.75999999,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
3,.72000003,.69,.75,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
3.25,.69999999,.68000001,.73000002,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
3.5,.69999999,.67000002,.73000002,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
3.75,.69,.66000003,.72000003,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
4,.67000002,.64999998,.69999999,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
4.25,.67000002,.63999999,.69,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
4.5,.64999998,.62,.69,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
4.75,.64999998,.62,.68000001,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
5,.63999999,.61000001,.68000001,Male,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,All Years
0,1,1,1,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
.25,.94999999,.94,.95999998,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
.5,.91000003,.89999998,.93000001,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
.75,.88,.87,.89999998,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
1,.85000002,.83999997,.87,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
1.25,.82999998,.81,.85000002,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
1.5,.81999999,.80000001,.82999998,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
1.75,.80000001,.77999997,.81999999,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
2,.77999997,.75999999,.80000001,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
2.25,.76999998,.75,.79000002,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
2.5,.75999999,.74000001,.77999997,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
2.75,.75,.72000003,.76999998,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
3,.74000001,.70999998,.75999999,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
3.25,.73000002,.69999999,.75,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
3.5,.70999998,.69,.74000001,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
3.75,.70999998,.68000001,.73000002,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
4,.69999999,.67000002,.72000003,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
4.25,.69,.66000003,.70999998,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
4.5,.68000001,.64999998,.69999999,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
4.75,.67000002,.64999998,.69999999,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
5,.67000002,.63999999,.69,Male,All IMD Quintiles,East of England,All Routes,All Stages,All Ages,All Years
