quarterYear,survival,ciLb,ciUb,sex,dep,region,route,stage,ageBand,diagnosisYear
1.75,.85000002,.81,.88999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
2,.81999999,.77999997,.87,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
2.25,.81,.75999999,.85000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
2.5,.80000001,.75,.83999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
2.75,.80000001,.75,.83999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
3,.79000002,.74000001,.83999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
3.25,.77999997,.73000002,.82999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
3.5,.77999997,.73000002,.82999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
3.75,.76999998,.72000003,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
4,.76999998,.70999998,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
4.25,.76999998,.70999998,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
4.5,.75,.69,.80000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
4.75,.74000001,.68000001,.80000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
5,.73000002,.67000002,.79000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,50-54,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
.25,.97000003,.94999999,.99000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
.5,.94,.92000002,.97000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
.75,.89999998,.87,.93000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
1,.88,.85000002,.91000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
1.25,.88,.83999997,.91000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
1.5,.86000001,.81999999,.88999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
1.75,.85000002,.81,.88,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
2,.82999998,.79000002,.86000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
2.25,.81999999,.79000002,.86000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
2.5,.81,.76999998,.85000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
2.75,.81,.76999998,.85000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
3,.81,.76999998,.85000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
3.25,.79000002,.75,.82999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
3.5,.77999997,.74000001,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
3.75,.77999997,.74000001,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
4,.76999998,.72000003,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
4.25,.75999999,.70999998,.81,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
4.5,.75999999,.70999998,.81,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
4.75,.74000001,.69,.79000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
5,.72000003,.67000002,.77999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,55-59,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
.25,.95999998,.93000001,.98000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
.5,.93000001,.89999998,.94999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
.75,.88,.85000002,.91000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
1,.86000001,.82999998,.89999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
1.25,.82999998,.80000001,.87,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
1.5,.80000001,.75999999,.83999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
1.75,.77999997,.74000001,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
2,.75999999,.72000003,.81,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
2.25,.75999999,.70999998,.80000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
2.5,.74000001,.69999999,.79000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
2.75,.72000003,.67000002,.76999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
3,.70999998,.66000003,.75999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
3.25,.69999999,.64999998,.75,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
3.5,.69,.63999999,.74000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
3.75,.68000001,.62,.73000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
4,.66000003,.60000002,.70999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
4.25,.64999998,.58999997,.70999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
4.5,.64999998,.58999997,.70999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
4.75,.63999999,.58999997,.69999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
5,.63,.56999999,.69,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,60-64,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
.25,.92000002,.88999999,.94999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
.5,.87,.82999998,.91000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
.75,.81999999,.77999997,.86000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
1,.79000002,.74000001,.82999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
1.25,.75,.69999999,.80000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
1.5,.72000003,.67000002,.76999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
1.75,.69999999,.64999998,.75,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
2,.67000002,.62,.72000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
2.25,.64999998,.58999997,.69999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
2.5,.63999999,.57999998,.69999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
2.75,.62,.56999999,.68000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
3,.61000001,.56,.67000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
3.25,.60000002,.54000002,.66000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
3.5,.58999997,.52999997,.64999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
3.75,.58999997,.52999997,.64999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
4,.57999998,.51999998,.63999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
4.25,.57999998,.51999998,.63999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
4.5,.56999999,.50999999,.63,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
4.75,.56999999,.50999999,.63,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
5,.56,.5,.62,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,65-69,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
.25,.91000003,.87,.94999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
.5,.81,.75,.86000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
.75,.75,.69,.80000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
1,.69999999,.63,.75999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
1.25,.66000003,.60000002,.73000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
1.5,.64999998,.57999998,.70999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
1.75,.63,.56999999,.69999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
2,.62,.56,.69,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
2.25,.60000002,.52999997,.67000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
2.5,.57999998,.50999999,.64999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
2.75,.56,.49000001,.63,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
3,.55000001,.47999999,.62,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
3.25,.55000001,.47999999,.62,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
3.5,.52999997,.46000001,.60000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
3.75,.50999999,.44,.58999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
4,.49000001,.41999999,.56999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
4.25,.47,.38999999,.55000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
4.5,.47,.38999999,.55000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
4.75,.44999999,.37,.54000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
5,.41,.31999999,.5,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,70-74,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
.25,.83999997,.77999997,.89999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
.5,.74000001,.67000002,.81999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
.75,.68000001,.60000002,.75999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
1,.63999999,.56,.72000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
1.25,.58999997,.50999999,.67000002,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
1.5,.52999997,.44,.61000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
1.75,.47999999,.38999999,.56,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
2,.47,.38,.55000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
2.25,.43000001,.34,.51999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
2.5,.41,.31999999,.5,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
2.75,.41,.31999999,.5,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
3,.37,.28999999,.46000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
3.25,.37,.28999999,.46000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
3.5,.37,.28999999,.46000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
3.75,.36000001,.27000001,.44999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
4,.33000001,.23999999,.41999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
4.25,.33000001,.23999999,.41999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
4.5,.31,.22,.40000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,75-79,All Years
0,.98000002,.94999999,1.02,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
.25,.70999998,.60000002,.82999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
.5,.58999997,.46000001,.72000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
1,.51999998,.38999999,.64999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
1.25,.46000001,.33000001,.58999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
1.75,.40000001,.28,.52999997,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
2,.36000001,.23,.49000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
2.25,.34,.20999999,.46000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
2.5,.31,.19,.44,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
2.75,.27000001,.14,.38999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
3.25,.27000001,.14,.38999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
3.5,.23999999,.12,.34999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
3.75,.23999999,.12,.34999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
4.25,.23999999,.12,.34999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
4.5,.23999999,.12,.34999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
4.75,.23999999,.12,.34999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,80-84,All Years
0,.95999998,.88,1.04,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,85-89,All Years
.25,.74000001,.56999999,.91000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,85-89,All Years
.5,.56999999,.37,.75999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,85-89,All Years
.75,.51999998,.31999999,.72000003,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,85-89,All Years
1,.47999999,.28,.68000001,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,85-89,All Years
1.25,.38999999,.2,.57999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,85-89,All Years
1.5,.34,.15000001,.51999998,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,85-89,All Years
2,.27000001,.079999998,.44999999,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,85-89,All Years
2.25,.2,.029999999,.37,All Persons,All IMD Quintiles,Yorkshire and The Humber,All Routes,All Stages,85-89,All Years
