diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
2018,70-74,Female,IMD Q3,All Regions,All Stages,Non-emergency,15,5.0,2.5,7.5
2019,70-74,Female,IMD Q3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,70-74,Female,IMD Q3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,70-74,Female,IMD Q3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,70-74,Female,IMD Q3,All Regions,All Stages,Non-emergency,10,3.4,1.3,5.5
2023,70-74,Female,IMD Q3,All Regions,All Stages,Non-emergency,20,6.2,3.3,9.0
allyears,70-74,Female,IMD Q3,All Regions,All Stages,Non-emergency,80,3.7,2.9,4.5
2016,70-74,Female,IMD Q3,All Regions,Early,All Routes,SUPPRESSED; n<10,0.8,-0.3,1.8
2017,70-74,Female,IMD Q3,All Regions,Early,All Routes,SUPPRESSED; n<10,1.4,0.0,2.8
2018,70-74,Female,IMD Q3,All Regions,Early,All Routes,SUPPRESSED; n<10,1.0,-0.1,2.1
2019,70-74,Female,IMD Q3,All Regions,Early,All Routes,10,3.6,1.5,5.7
2020,70-74,Female,IMD Q3,All Regions,Early,All Routes,SUPPRESSED; n<10,2.9,1.0,4.8
2021,70-74,Female,IMD Q3,All Regions,Early,All Routes,15,4.9,2.4,7.4
2022,70-74,Female,IMD Q3,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,70-74,Female,IMD Q3,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,70-74,Female,IMD Q3,All Regions,Early,All Routes,25,3.6,2.8,4.4
2016,70-74,Female,IMD Q3,All Regions,Advanced,All Routes,10,3.8,1.4,6.2
2017,70-74,Female,IMD Q3,All Regions,Advanced,All Routes,15,5.9,3.1,8.7
2018,70-74,Female,IMD Q3,All Regions,Advanced,All Routes,15,4.6,2.2,7.1
2019,70-74,Female,IMD Q3,All Regions,Advanced,All Routes,10,3.6,1.5,5.7
2020,70-74,Female,IMD Q3,All Regions,Advanced,All Routes,10,3.2,1.2,5.2
2021,70-74,Female,IMD Q3,All Regions,Advanced,All Routes,10,3.9,1.7,6.1
2022,70-74,Female,IMD Q3,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,70-74,Female,IMD Q3,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,70-74,Female,IMD Q3,All Regions,Advanced,All Routes,70,2.1,1.5,2.8
2016,70-74,Female,IMD Q3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,70-74,Female,IMD Q3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,8.1,-3.1,19.3
2018,70-74,Female,IMD Q3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.8,-3.7,11.4
2019,70-74,Female,IMD Q3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,7.5,-2.9,18.0
2020,70-74,Female,IMD Q3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,11.1,-1.5,23.8
2021,70-74,Female,IMD Q3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,12.2,-1.6,26.0
2022,70-74,Female,IMD Q3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,4.1,-3.9,12.1
2023,70-74,Female,IMD Q3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,4.1,-3.9,12.1
allyears,70-74,Female,IMD Q3,East Midlands,All Stages,All Routes,0,7.4,3.4,11.4
2016,70-74,Female,IMD Q3,East of England,All Stages,All Routes,SUPPRESSED; n<10,7.9,-1.0,16.8
2017,70-74,Female,IMD Q3,East of England,All Stages,All Routes,SUPPRESSED; n<10,9.4,0.2,18.6
2018,70-74,Female,IMD Q3,East of England,All Stages,All Routes,SUPPRESSED; n<10,4.5,-1.7,10.7
2019,70-74,Female,IMD Q3,East of England,All Stages,All Routes,SUPPRESSED; n<10,4.4,-1.7,10.5
2020,70-74,Female,IMD Q3,East of England,All Stages,All Routes,SUPPRESSED; n<10,13.1,2.6,23.6
2021,70-74,Female,IMD Q3,East of England,All Stages,All Routes,SUPPRESSED; n<10,12.1,1.5,22.7
2022,70-74,Female,IMD Q3,East of England,All Stages,All Routes,SUPPRESSED; n<10,7.3,-1.0,15.5
2023,70-74,Female,IMD Q3,East of England,All Stages,All Routes,SUPPRESSED; n<10,4.8,-1.9,11.5
allyears,70-74,Female,IMD Q3,East of England,All Stages,All Routes,0,9.0,5.6,12.4
2016,70-74,Female,IMD Q3,London,All Stages,All Routes,SUPPRESSED; n<10,10.4,-1.4,22.2
2017,70-74,Female,IMD Q3,London,All Stages,All Routes,SUPPRESSED; n<10,6.5,-2.5,15.5
2018,70-74,Female,IMD Q3,London,All Stages,All Routes,SUPPRESSED; n<10,3.1,-3.0,9.2
2019,70-74,Female,IMD Q3,London,All Stages,All Routes,SUPPRESSED; n<10,18.0,3.6,32.4
2020,70-74,Female,IMD Q3,London,All Stages,All Routes,SUPPRESSED; n<10,5.9,-2.3,14.0
2021,70-74,Female,IMD Q3,London,All Stages,All Routes,SUPPRESSED; n<10,3.6,-3.4,10.6
2022,70-74,Female,IMD Q3,London,All Stages,All Routes,SUPPRESSED; n<10,3.6,-3.4,10.6
2023,70-74,Female,IMD Q3,London,All Stages,All Routes,SUPPRESSED; n<10,17.9,2.2,33.5
allyears,70-74,Female,IMD Q3,London,All Stages,All Routes,0,9.8,5.6,13.9
2016,70-74,Female,IMD Q3,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,70-74,Female,IMD Q3,North East,All Stages,All Routes,SUPPRESSED; n<10,17.8,-6.9,42.5
2018,70-74,Female,IMD Q3,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,70-74,Female,IMD Q3,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2020,70-74,Female,IMD Q3,North East,All Stages,All Routes,SUPPRESSED; n<10,7.8,-7.5,23.2
2021,70-74,Female,IMD Q3,North East,All Stages,All Routes,SUPPRESSED; n<10,17.1,-6.6,40.8
2022,70-74,Female,IMD Q3,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,70-74,Female,IMD Q3,North East,All Stages,All Routes,SUPPRESSED; n<10,8.6,-8.2,25.3
allyears,70-74,Female,IMD Q3,North East,All Stages,All Routes,0,7.3,1.5,13.2
2016,70-74,Female,IMD Q3,North West,All Stages,All Routes,SUPPRESSED; n<10,3.6,-3.5,10.8
2017,70-74,Female,IMD Q3,North West,All Stages,All Routes,SUPPRESSED; n<10,6.7,-2.6,16.0
2018,70-74,Female,IMD Q3,North West,All Stages,All Routes,SUPPRESSED; n<10,12.7,0.3,25.1
2019,70-74,Female,IMD Q3,North West,All Stages,All Routes,SUPPRESSED; n<10,3.1,-3.0,9.2
2020,70-74,Female,IMD Q3,North West,All Stages,All Routes,SUPPRESSED; n<10,9.2,-1.2,19.6
2021,70-74,Female,IMD Q3,North West,All Stages,All Routes,SUPPRESSED; n<10,13.1,0.3,25.9
2022,70-74,Female,IMD Q3,North West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,70-74,Female,IMD Q3,North West,All Stages,All Routes,SUPPRESSED; n<10,3.3,-3.1,9.7
allyears,70-74,Female,IMD Q3,North West,All Stages,All Routes,0,7.4,3.8,11.1
2016,70-74,Female,IMD Q3,South East,All Stages,All Routes,SUPPRESSED; n<10,4.8,-1.9,11.4
2017,70-74,Female,IMD Q3,South East,All Stages,All Routes,SUPPRESSED; n<10,4.3,-1.7,10.4
2018,70-74,Female,IMD Q3,South East,All Stages,All Routes,SUPPRESSED; n<10,10.4,1.3,19.5
2019,70-74,Female,IMD Q3,South East,All Stages,All Routes,SUPPRESSED; n<10,10.1,1.2,19.0
2020,70-74,Female,IMD Q3,South East,All Stages,All Routes,SUPPRESSED; n<10,15.9,4.9,27.0
2021,70-74,Female,IMD Q3,South East,All Stages,All Routes,SUPPRESSED; n<10,18.6,5.7,31.4
2022,70-74,Female,IMD Q3,South East,All Stages,All Routes,SUPPRESSED; n<10,7.0,-0.9,14.8
2023,70-74,Female,IMD Q3,South East,All Stages,All Routes,SUPPRESSED; n<10,4.6,-1.8,11.1
allyears,70-74,Female,IMD Q3,South East,All Stages,All Routes,0,10.9,7.3,14.5
2016,70-74,Female,IMD Q3,South West,All Stages,All Routes,SUPPRESSED; n<10,7.6,-1.0,16.1
2017,70-74,Female,IMD Q3,South West,All Stages,All Routes,SUPPRESSED; n<10,6.9,-0.9,14.7
2018,70-74,Female,IMD Q3,South West,All Stages,All Routes,SUPPRESSED; n<10,4.4,-1.7,10.5
2019,70-74,Female,IMD Q3,South West,All Stages,All Routes,SUPPRESSED; n<10,12.9,2.6,23.2
2020,70-74,Female,IMD Q3,South West,All Stages,All Routes,SUPPRESSED; n<10,2.1,-2.0,6.3
2021,70-74,Female,IMD Q3,South West,All Stages,All Routes,SUPPRESSED; n<10,7.0,-0.9,14.9
2022,70-74,Female,IMD Q3,South West,All Stages,All Routes,SUPPRESSED; n<10,2.3,-2.2,6.9
2023,70-74,Female,IMD Q3,South West,All Stages,All Routes,SUPPRESSED; n<10,9.3,0.2,18.4
allyears,70-74,Female,IMD Q3,South West,All Stages,All Routes,0,7.5,4.4,10.5
2016,70-74,Female,IMD Q3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.4,-3.2,10.0
2017,70-74,Female,IMD Q3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,70-74,Female,IMD Q3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.0,-2.9,9.0
2019,70-74,Female,IMD Q3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,6.0,-2.3,14.3
2020,70-74,Female,IMD Q3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,6.0,-2.3,14.3
2021,70-74,Female,IMD Q3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2022,70-74,Female,IMD Q3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.2,-3.1,9.5
2023,70-74,Female,IMD Q3,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.2,-3.1,9.5
allyears,70-74,Female,IMD Q3,West Midlands,All Stages,All Routes,0,3.6,1.1,6.1
2016,70-74,Female,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,8.1,-3.1,19.2
2017,70-74,Female,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,18.4,2.3,34.5
2018,70-74,Female,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.5,-3.4,10.4
2019,70-74,Female,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,10.3,-1.4,22.0
2020,70-74,Female,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,6.8,-2.6,16.2
2021,70-74,Female,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,7.5,-2.9,17.9
2022,70-74,Female,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.7,-3.6,11.1
2023,70-74,Female,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.7,-3.6,11.1
allyears,70-74,Female,IMD Q3,Yorkshire and The Humber,All Stages,All Routes,0,8.8,4.6,13.0
2016,70-74,Female,IMD Q4,All Regions,All Stages,All Routes,15,5.9,3.1,8.7
2017,70-74,Female,IMD Q4,All Regions,All Stages,All Routes,20,5.7,3.1,8.3
2018,70-74,Female,IMD Q4,All Regions,All Stages,All Routes,10,3.6,1.6,5.6
2019,70-74,Female,IMD Q4,All Regions,All Stages,All Routes,15,5.0,2.6,7.4
2020,70-74,Female,IMD Q4,All Regions,All Stages,All Routes,20,6.1,3.5,8.8
2021,70-74,Female,IMD Q4,All Regions,All Stages,All Routes,25,6.8,4.0,9.6
2022,70-74,Female,IMD Q4,All Regions,All Stages,All Routes,20,6.0,3.3,8.6
2023,70-74,Female,IMD Q4,All Regions,All Stages,All Routes,20,6.6,3.8,9.4
allyears,70-74,Female,IMD Q4,All Regions,All Stages,All Routes,145,6.5,5.5,7.6
2016,70-74,Female,IMD Q4,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0
2017,70-74,Female,IMD Q4,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0
2018,70-74,Female,IMD Q4,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.6,-0.2,1.4
2019,70-74,Female,IMD Q4,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,70-74,Female,IMD Q4,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,70-74,Female,IMD Q4,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,70-74,Female,IMD Q4,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.9,-0.1,2.0
2023,70-74,Female,IMD Q4,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.3,-0.3,0.9
allyears,70-74,Female,IMD Q4,All Regions,All Stages,Emergency,0,0.3,0.1,0.5
2016,70-74,Female,IMD Q4,All Regions,All Stages,Non-emergency,15,5.9,3.1,8.7
2017,70-74,Female,IMD Q4,All Regions,All Stages,Non-emergency,20,5.7,3.1,8.3
2018,70-74,Female,IMD Q4,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,2.7,0.9,4.5
2019,70-74,Female,IMD Q4,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,70-74,Female,IMD Q4,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,70-74,Female,IMD Q4,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,70-74,Female,IMD Q4,All Regions,All Stages,Non-emergency,15,5.0,2.6,7.5
2023,70-74,Female,IMD Q4,All Regions,All Stages,Non-emergency,20,6.3,3.5,9.0
allyears,70-74,Female,IMD Q4,All Regions,All Stages,Non-emergency,70,3.5,2.7,4.3
2016,70-74,Female,IMD Q4,All Regions,Early,All Routes,SUPPRESSED; n<10,0.7,-0.3,1.7
2017,70-74,Female,IMD Q4,All Regions,Early,All Routes,SUPPRESSED; n<10,0.9,-0.1,2.0
2018,70-74,Female,IMD Q4,All Regions,Early,All Routes,SUPPRESSED; n<10,0.6,-0.2,1.4
2019,70-74,Female,IMD Q4,All Regions,Early,All Routes,SUPPRESSED; n<10,1.2,0.0,2.3
2020,70-74,Female,IMD Q4,All Regions,Early,All Routes,10,2.9,1.1,4.7
2021,70-74,Female,IMD Q4,All Regions,Early,All Routes,10,3.6,1.6,5.6
2022,70-74,Female,IMD Q4,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,70-74,Female,IMD Q4,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,70-74,Female,IMD Q4,All Regions,Early,All Routes,20,2.8,2.1,3.5
2016,70-74,Female,IMD Q4,All Regions,Advanced,All Routes,15,4.8,2.3,7.4
2017,70-74,Female,IMD Q4,All Regions,Advanced,All Routes,15,4.4,2.1,6.7
2018,70-74,Female,IMD Q4,All Regions,Advanced,All Routes,10,3.0,1.1,4.9
2019,70-74,Female,IMD Q4,All Regions,Advanced,All Routes,SUPPRESSED; n<10,2.7,0.9,4.4
2020,70-74,Female,IMD Q4,All Regions,Advanced,All Routes,10,2.9,1.1,4.7
2021,70-74,Female,IMD Q4,All Regions,Advanced,All Routes,SUPPRESSED; n<10,2.1,0.5,3.6
2022,70-74,Female,IMD Q4,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,70-74,Female,IMD Q4,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,70-74,Female,IMD Q4,All Regions,Advanced,All Routes,50,1.5,1.0,1.9
2016,70-74,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.6,-3.4,10.6
2017,70-74,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,70-74,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,6.1,-2.3,14.5
2019,70-74,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.0,-2.9,8.9
2020,70-74,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,5.9,-2.3,14.1
2021,70-74,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2022,70-74,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,9.5,-1.3,20.3
2023,70-74,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,6.3,-2.4,15.1
allyears,70-74,Female,IMD Q4,East Midlands,All Stages,All Routes,0,4.9,2.0,7.8
2016,70-74,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,2.9,-2.7,8.5
2017,70-74,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,5.2,-2.0,12.4
2018,70-74,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,2.5,-2.4,7.3
2019,70-74,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2020,70-74,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,7.2,-1.0,15.4
2021,70-74,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,9.9,0.2,19.6
2022,70-74,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,2.6,-2.5,7.8
2023,70-74,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,5.3,-2.0,12.6
allyears,70-74,Female,IMD Q4,East of England,All Stages,All Routes,0,5.1,2.4,7.8
2016,70-74,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,3.7,-3.6,11.0
2017,70-74,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,6.9,-2.7,16.5
2018,70-74,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,9.9,-1.3,21.1
2019,70-74,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,16.2,2.0,30.4
2020,70-74,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,6.4,-2.5,15.2
2021,70-74,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,3.3,-3.2,9.8
2022,70-74,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,6.8,-2.6,16.3
2023,70-74,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,3.4,-3.3,10.1
allyears,70-74,Female,IMD Q4,London,All Stages,All Routes,0,8.2,4.3,12.1
2016,70-74,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,9.3,-8.9,27.4
2017,70-74,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,8.3,-8.0,24.6
2018,70-74,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,15.4,-5.9,36.7
2019,70-74,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,14.9,-5.8,35.6
2020,70-74,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,7.3,-7.0,21.7
2021,70-74,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,7.1,-6.8,21.1
2022,70-74,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,7.4,-7.1,22.0
2023,70-74,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,22.3,-2.9,47.5
allyears,70-74,Female,IMD Q4,North East,All Stages,All Routes,0,13.3,5.8,20.8
2016,70-74,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,11.2,0.2,22.2
2017,70-74,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,2.6,-2.5,7.6
2018,70-74,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,2.4,-2.3,7.2
2019,70-74,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,7.2,-0.9,15.2
2020,70-74,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,9.4,0.2,18.6
2021,70-74,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,16.4,4.3,28.5
2022,70-74,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,10.0,0.2,19.8
2023,70-74,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,12.5,1.5,23.4
allyears,70-74,Female,IMD Q4,North West,All Stages,All Routes,0,10.2,6.5,14.0
2016,70-74,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,3.6,-1.4,8.6
2017,70-74,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,13.2,4.0,22.3
2018,70-74,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,3.1,-1.2,7.5
2019,70-74,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,6.2,0.1,12.2
2020,70-74,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,4.6,-0.6,9.7
2021,70-74,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,4.7,-0.6,10.0
2022,70-74,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,9.9,2.0,17.9
2023,70-74,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,5.0,-0.7,10.6
allyears,70-74,Female,IMD Q4,South East,All Stages,All Routes,0,7.1,4.6,9.7
2016,70-74,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,13.1,1.6,24.5
2017,70-74,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,4.7,-1.8,11.3
2018,70-74,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,70-74,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2020,70-74,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,6.6,-0.9,14.0
2021,70-74,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,4.5,-1.7,10.7
2022,70-74,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,2.4,-2.3,7.0
2023,70-74,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,2.4,-2.3,7.0
allyears,70-74,Female,IMD Q4,South West,All Stages,All Routes,0,4.6,2.2,7.1
2016,70-74,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.3,-3.2,9.7
2017,70-74,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,70-74,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.0,-2.9,8.8
2019,70-74,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,5.9,-2.3,14.2
2020,70-74,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.0,-2.8,8.8
2021,70-74,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.0,-2.9,8.9
2022,70-74,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,70-74,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,9.5,-1.3,20.3
allyears,70-74,Female,IMD Q4,West Midlands,All Stages,All Routes,0,3.9,1.4,6.5
2016,70-74,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.5,-3.4,10.4
2017,70-74,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,6.4,-2.5,15.2
2018,70-74,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,70-74,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2020,70-74,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,5.9,-2.3,14.0
2021,70-74,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,11.7,0.2,23.2
2022,70-74,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.1,-3.0,9.2
2023,70-74,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.1,-3.0,9.2
allyears,70-74,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,0,4.8,2.0,7.7
2016,70-74,Female,IMD Q5,All Regions,All Stages,All Routes,SUPPRESSED; n<10,2.4,0.6,4.1
2017,70-74,Female,IMD Q5,All Regions,All Stages,All Routes,15,5.2,2.7,7.7
2018,70-74,Female,IMD Q5,All Regions,All Stages,All Routes,15,4.4,2.2,6.6
2019,70-74,Female,IMD Q5,All Regions,All Stages,All Routes,15,3.7,1.7,5.7
2020,70-74,Female,IMD Q5,All Regions,All Stages,All Routes,20,5.4,3.0,7.8
2021,70-74,Female,IMD Q5,All Regions,All Stages,All Routes,25,6.6,3.9,9.3
2022,70-74,Female,IMD Q5,All Regions,All Stages,All Routes,15,4.2,2.0,6.5
2023,70-74,Female,IMD Q5,All Regions,All Stages,All Routes,15,3.9,1.8,6.1
allyears,70-74,Female,IMD Q5,All Regions,All Stages,All Routes,120,5.1,4.2,6.1
2016,70-74,Female,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0
2017,70-74,Female,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.3,-0.3,0.9
2018,70-74,Female,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.3,-0.3,0.9
2019,70-74,Female,IMD Q5,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,70-74,Female,IMD Q5,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,70-74,Female,IMD Q5,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,70-74,Female,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0
2023,70-74,Female,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.9,-0.1,1.9
allyears,70-74,Female,IMD Q5,All Regions,All Stages,Emergency,0,0.2,0.0,0.4
2016,70-74,Female,IMD Q5,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,2.4,0.6,4.1
2017,70-74,Female,IMD Q5,All Regions,All Stages,Non-emergency,15,4.6,2.3,6.9
2018,70-74,Female,IMD Q5,All Regions,All Stages,Non-emergency,15,3.8,1.7,5.8
2019,70-74,Female,IMD Q5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,70-74,Female,IMD Q5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,70-74,Female,IMD Q5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,70-74,Female,IMD Q5,All Regions,All Stages,Non-emergency,15,4.2,2.0,6.5
2023,70-74,Female,IMD Q5,All Regions,All Stages,Non-emergency,10,3.0,1.2,4.9
