diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
2017,60-64,Male,IMD Q1,All Regions,All Stages,Non-emergency,75,29.1,22.4,35.8
2018,60-64,Male,IMD Q1,All Regions,All Stages,Non-emergency,95,36.5,29.1,43.9
2019,60-64,Male,IMD Q1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,IMD Q1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,IMD Q1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,IMD Q1,All Regions,All Stages,Non-emergency,100,34.9,28.1,41.8
2023,60-64,Male,IMD Q1,All Regions,All Stages,Non-emergency,90,31.8,25.3,38.3
allyears,60-64,Male,IMD Q1,All Regions,All Stages,Non-emergency,440,23.5,21.3,25.8
2016,60-64,Male,IMD Q1,All Regions,Early,All Routes,SUPPRESSED; n<10,2.9,0.7,5.0
2017,60-64,Male,IMD Q1,All Regions,Early,All Routes,SUPPRESSED; n<10,2.4,0.5,4.3
2018,60-64,Male,IMD Q1,All Regions,Early,All Routes,SUPPRESSED; n<10,2.3,0.5,4.2
2019,60-64,Male,IMD Q1,All Regions,Early,All Routes,50,18.5,13.3,23.7
2020,60-64,Male,IMD Q1,All Regions,Early,All Routes,40,13.9,9.5,18.4
2021,60-64,Male,IMD Q1,All Regions,Early,All Routes,55,19.0,13.9,24.1
2022,60-64,Male,IMD Q1,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,IMD Q1,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,IMD Q1,All Regions,Early,All Routes,145,21.6,19.5,23.7
2016,60-64,Male,IMD Q1,All Regions,Advanced,All Routes,70,29.4,22.6,36.2
2017,60-64,Male,IMD Q1,All Regions,Advanced,All Routes,75,29.5,22.8,36.2
2018,60-64,Male,IMD Q1,All Regions,Advanced,All Routes,95,36.5,29.1,43.9
2019,60-64,Male,IMD Q1,All Regions,Advanced,All Routes,45,17.4,12.4,22.4
2020,60-64,Male,IMD Q1,All Regions,Advanced,All Routes,45,16.1,11.4,20.9
2021,60-64,Male,IMD Q1,All Regions,Advanced,All Routes,70,25.5,19.6,31.4
2022,60-64,Male,IMD Q1,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,IMD Q1,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,IMD Q1,All Regions,Advanced,All Routes,400,8.6,7.2,9.9
2016,60-64,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,31.4,6.3,56.6
2017,60-64,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,10.2,-3.9,24.4
2018,60-64,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,25.0,3.1,46.9
2019,60-64,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,24.4,3.0,45.8
2020,60-64,Male,IMD Q1,East Midlands,All Stages,All Routes,10,51.6,21.1,82.0
2021,60-64,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,41.6,14.4,68.8
2022,60-64,Male,IMD Q1,East Midlands,All Stages,All Routes,10,49.3,20.2,78.4
2023,60-64,Male,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,40.3,14.0,66.7
allyears,60-64,Male,IMD Q1,East Midlands,All Stages,All Routes,20,40.1,29.8,50.5
2016,60-64,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,14.5,-5.6,34.6
2017,60-64,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,42.8,8.6,77.0
2018,60-64,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,41.9,8.4,75.5
2019,60-64,Male,IMD Q1,East of England,All Stages,All Routes,10,68.2,25.9,110.5
2020,60-64,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,13.2,-5.1,31.4
2021,60-64,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,45.7,11.8,79.5
2022,60-64,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,44.5,11.5,77.4
2023,60-64,Male,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,60-64,Male,IMD Q1,East of England,All Stages,All Routes,10,38.8,26.8,50.9
2016,60-64,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,31.8,9.8,53.8
2017,60-64,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,34.0,11.8,56.3
2018,60-64,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,28.8,8.8,48.8
2019,60-64,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,30.8,10.7,50.9
2020,60-64,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,19.6,3.9,35.2
2021,60-64,Male,IMD Q1,London,All Stages,All Routes,10,32.2,12.2,52.1
2022,60-64,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,28.0,9.7,46.3
2023,60-64,Male,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,15.6,1.9,29.2
allyears,60-64,Male,IMD Q1,London,All Stages,All Routes,10,31.6,23.9,39.3
2016,60-64,Male,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,31.8,9.8,53.8
2017,60-64,Male,IMD Q1,North East,All Stages,All Routes,15,52.9,25.2,80.7
2018,60-64,Male,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,25.2,6.5,43.9
2019,60-64,Male,IMD Q1,North East,All Stages,All Routes,10,41.1,17.8,64.3
2020,60-64,Male,IMD Q1,North East,All Stages,All Routes,10,35.8,14.7,57.0
2021,60-64,Male,IMD Q1,North East,All Stages,All Routes,25,74.0,43.7,104.2
2022,60-64,Male,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,28.0,9.7,46.3
2023,60-64,Male,IMD Q1,North East,All Stages,All Routes,10,37.3,16.2,58.5
allyears,60-64,Male,IMD Q1,North East,All Stages,All Routes,70,47.4,37.9,56.9
2016,60-64,Male,IMD Q1,North West,All Stages,All Routes,25,42.3,25.7,58.9
2017,60-64,Male,IMD Q1,North West,All Stages,All Routes,20,29.9,16.1,43.7
2018,60-64,Male,IMD Q1,North West,All Stages,All Routes,25,40.6,24.7,56.5
2019,60-64,Male,IMD Q1,North West,All Stages,All Routes,25,42.7,26.6,58.8
2020,60-64,Male,IMD Q1,North West,All Stages,All Routes,25,35.5,21.0,49.9
2021,60-64,Male,IMD Q1,North West,All Stages,All Routes,35,52.6,35.2,70.0
2022,60-64,Male,IMD Q1,North West,All Stages,All Routes,35,49.7,33.0,66.4
2023,60-64,Male,IMD Q1,North West,All Stages,All Routes,35,54.1,36.7,71.6
allyears,60-64,Male,IMD Q1,North West,All Stages,All Routes,225,50.5,43.9,57.1
2016,60-64,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,41.5,10.8,72.3
2017,60-64,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,40.4,10.5,70.2
2018,60-64,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,50.7,17.6,83.8
2019,60-64,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,43.7,13.4,74.1
2020,60-64,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,37.3,9.7,65.0
2021,60-64,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,37.2,9.6,64.8
2022,60-64,Male,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,40.9,12.6,69.3
2023,60-64,Male,IMD Q1,South East,All Stages,All Routes,10,51.2,19.5,82.9
allyears,60-64,Male,IMD Q1,South East,All Stages,All Routes,10,49.5,37.2,61.7
2016,60-64,Male,IMD Q1,South West,All Stages,All Routes,SUPPRESSED; n<10,64.4,22.3,106.4
2017,60-64,Male,IMD Q1,South West,All Stages,All Routes,SUPPRESSED; n<10,20.6,-2.7,44.0
2018,60-64,Male,IMD Q1,South West,All Stages,All Routes,15,93.9,44.7,143.0
2019,60-64,Male,IMD Q1,South West,All Stages,All Routes,10,71.6,29.3,114.0
2020,60-64,Male,IMD Q1,South West,All Stages,All Routes,10,63.2,24.0,102.4
2021,60-64,Male,IMD Q1,South West,All Stages,All Routes,10,67.6,27.6,107.5
2022,60-64,Male,IMD Q1,South West,All Stages,All Routes,SUPPRESSED; n<10,23.9,0.5,47.3
2023,60-64,Male,IMD Q1,South West,All Stages,All Routes,10,59.7,22.7,96.8
allyears,60-64,Male,IMD Q1,South West,All Stages,All Routes,55,66.9,51.5,82.4
2016,60-64,Male,IMD Q1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,13.7,1.7,25.7
2017,60-64,Male,IMD Q1,West Midlands,All Stages,All Routes,10,27.1,10.3,43.9
2018,60-64,Male,IMD Q1,West Midlands,All Stages,All Routes,15,34.6,15.8,53.4
2019,60-64,Male,IMD Q1,West Midlands,All Stages,All Routes,15,34.1,15.6,52.6
2020,60-64,Male,IMD Q1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,20.6,6.3,35.0
2021,60-64,Male,IMD Q1,West Midlands,All Stages,All Routes,20,44.5,23.9,65.1
2022,60-64,Male,IMD Q1,West Midlands,All Stages,All Routes,10,26.5,10.9,42.2
2023,60-64,Male,IMD Q1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,19.3,5.9,32.7
allyears,60-64,Male,IMD Q1,West Midlands,All Stages,All Routes,70,31.9,25.1,38.6
2016,60-64,Male,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,10,32.0,13.9,50.0
2017,60-64,Male,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,10,31.3,13.6,49.1
2018,60-64,Male,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,20,45.9,24.7,67.1
2019,60-64,Male,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,10,27.5,11.2,43.7
2020,60-64,Male,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,15,31.7,14.5,48.9
2021,60-64,Male,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,15,35.9,17.7,54.0
2022,60-64,Male,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,20,46.7,26.2,67.2
2023,60-64,Male,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,15,32.7,15.6,49.8
allyears,60-64,Male,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,115,41.0,33.5,48.4
2016,60-64,Male,IMD Q2,All Regions,All Stages,All Routes,85,31.6,24.9,38.4
2017,60-64,Male,IMD Q2,All Regions,All Stages,All Routes,95,34.2,27.3,41.1
2018,60-64,Male,IMD Q2,All Regions,All Stages,All Routes,85,29.9,23.5,36.3
2019,60-64,Male,IMD Q2,All Regions,All Stages,All Routes,95,32.6,26.0,39.2
2020,60-64,Male,IMD Q2,All Regions,All Stages,All Routes,95,32.6,26.1,39.1
2021,60-64,Male,IMD Q2,All Regions,All Stages,All Routes,100,32.8,26.4,39.3
2022,60-64,Male,IMD Q2,All Regions,All Stages,All Routes,75,24.4,18.9,29.9
2023,60-64,Male,IMD Q2,All Regions,All Stages,All Routes,105,33.1,26.7,39.5
allyears,60-64,Male,IMD Q2,All Regions,All Stages,All Routes,735,36.2,33.6,38.8
2016,60-64,Male,IMD Q2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,2.6,0.7,4.5
2017,60-64,Male,IMD Q2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,3.3,1.1,5.4
2018,60-64,Male,IMD Q2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.1,-0.1,2.3
2019,60-64,Male,IMD Q2,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,IMD Q2,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,IMD Q2,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,IMD Q2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,2.3,0.6,3.9
2023,60-64,Male,IMD Q2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.3,0.0,2.5
allyears,60-64,Male,IMD Q2,All Regions,All Stages,Emergency,0,1.5,1.0,2.0
2016,60-64,Male,IMD Q2,All Regions,All Stages,Non-emergency,75,28.3,21.9,34.6
2017,60-64,Male,IMD Q2,All Regions,All Stages,Non-emergency,80,29.8,23.4,36.3
2018,60-64,Male,IMD Q2,All Regions,All Stages,Non-emergency,80,28.8,22.6,35.1
2019,60-64,Male,IMD Q2,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,IMD Q2,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,IMD Q2,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,IMD Q2,All Regions,All Stages,Non-emergency,65,21.5,16.4,26.7
2023,60-64,Male,IMD Q2,All Regions,All Stages,Non-emergency,100,31.8,25.6,38.1
allyears,60-64,Male,IMD Q2,All Regions,All Stages,Non-emergency,400,20.0,18.1,22.0
2016,60-64,Male,IMD Q2,All Regions,Early,All Routes,SUPPRESSED; n<10,3.3,1.2,5.5
2017,60-64,Male,IMD Q2,All Regions,Early,All Routes,SUPPRESSED; n<10,3.3,1.1,5.4
2018,60-64,Male,IMD Q2,All Regions,Early,All Routes,SUPPRESSED; n<10,3.2,1.1,5.3
2019,60-64,Male,IMD Q2,All Regions,Early,All Routes,40,13.9,9.6,18.2
2020,60-64,Male,IMD Q2,All Regions,Early,All Routes,40,13.1,9.0,17.2
2021,60-64,Male,IMD Q2,All Regions,Early,All Routes,50,17.2,12.6,21.9
2022,60-64,Male,IMD Q2,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,IMD Q2,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,IMD Q2,All Regions,Early,All Routes,130,17.3,15.5,19.1
2016,60-64,Male,IMD Q2,All Regions,Advanced,All Routes,75,27.5,21.3,33.8
2017,60-64,Male,IMD Q2,All Regions,Advanced,All Routes,80,29.8,23.4,36.3
2018,60-64,Male,IMD Q2,All Regions,Advanced,All Routes,70,24.9,19.1,30.8
2019,60-64,Male,IMD Q2,All Regions,Advanced,All Routes,40,14.6,10.2,19.0
2020,60-64,Male,IMD Q2,All Regions,Advanced,All Routes,45,14.5,10.1,18.8
2021,60-64,Male,IMD Q2,All Regions,Advanced,All Routes,40,12.9,8.9,17.0
2022,60-64,Male,IMD Q2,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,IMD Q2,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,IMD Q2,All Regions,Advanced,All Routes,350,7.8,6.6,9.0
2016,60-64,Male,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,33.1,10.2,56.1
2017,60-64,Male,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,28.5,7.4,49.7
2018,60-64,Male,IMD Q2,East Midlands,All Stages,All Routes,10,40.4,15.4,65.4
2019,60-64,Male,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,19.8,2.4,37.1
2020,60-64,Male,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,34.6,12.0,57.2
2021,60-64,Male,IMD Q2,East Midlands,All Stages,All Routes,10,41.8,17.1,66.4
2022,60-64,Male,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,18.3,2.3,34.3
2023,60-64,Male,IMD Q2,East Midlands,All Stages,All Routes,15,54.9,27.1,82.7
allyears,60-64,Male,IMD Q2,East Midlands,All Stages,All Routes,35,39.2,30.0,48.4
2016,60-64,Male,IMD Q2,East of England,All Stages,All Routes,10,40.2,16.5,64.0
2017,60-64,Male,IMD Q2,East of England,All Stages,All Routes,SUPPRESSED; n<10,21.5,4.3,38.7
2018,60-64,Male,IMD Q2,East of England,All Stages,All Routes,10,35.1,13.3,56.9
2019,60-64,Male,IMD Q2,East of England,All Stages,All Routes,SUPPRESSED; n<10,24.2,6.3,42.1
2020,60-64,Male,IMD Q2,East of England,All Stages,All Routes,SUPPRESSED; n<10,30.2,10.5,49.9
2021,60-64,Male,IMD Q2,East of England,All Stages,All Routes,15,49.4,24.4,74.4
2022,60-64,Male,IMD Q2,East of England,All Stages,All Routes,SUPPRESSED; n<10,9.6,-1.3,20.4
2023,60-64,Male,IMD Q2,East of England,All Stages,All Routes,10,38.3,16.6,60.0
allyears,60-64,Male,IMD Q2,East of England,All Stages,All Routes,45,35.8,27.5,44.0
2016,60-64,Male,IMD Q2,London,All Stages,All Routes,15,30.8,15.2,46.4
2017,60-64,Male,IMD Q2,London,All Stages,All Routes,15,31.5,16.1,47.0
2018,60-64,Male,IMD Q2,London,All Stages,All Routes,10,20.8,8.5,33.0
2019,60-64,Male,IMD Q2,London,All Stages,All Routes,20,36.0,20.2,51.8
2020,60-64,Male,IMD Q2,London,All Stages,All Routes,15,22.3,10.2,34.4
2021,60-64,Male,IMD Q2,London,All Stages,All Routes,SUPPRESSED; n<10,12.2,3.2,21.2
2022,60-64,Male,IMD Q2,London,All Stages,All Routes,SUPPRESSED; n<10,13.4,4.1,22.7
2023,60-64,Male,IMD Q2,London,All Stages,All Routes,10,18.4,7.5,29.3
allyears,60-64,Male,IMD Q2,London,All Stages,All Routes,85,26.3,21.2,31.5
2016,60-64,Male,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,34.7,6.9,62.5
2017,60-64,Male,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,45.1,13.8,76.3
2018,60-64,Male,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,38.8,10.1,67.5
2019,60-64,Male,IMD Q2,North East,All Stages,All Routes,10,54.2,20.6,87.7
2020,60-64,Male,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,26.5,3.3,49.8
2021,60-64,Male,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,10.5,-4.1,25.1
2022,60-64,Male,IMD Q2,North East,All Stages,All Routes,10,51.3,19.5,83.1
2023,60-64,Male,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,46.2,16.0,76.4
allyears,60-64,Male,IMD Q2,North East,All Stages,All Routes,20,44.2,32.7,55.7
2016,60-64,Male,IMD Q2,North West,All Stages,All Routes,15,43.4,21.4,65.3
2017,60-64,Male,IMD Q2,North West,All Stages,All Routes,10,34.0,14.8,53.3
2018,60-64,Male,IMD Q2,North West,All Stages,All Routes,10,27.9,10.6,45.1
2019,60-64,Male,IMD Q2,North West,All Stages,All Routes,15,35.4,16.1,54.6
2020,60-64,Male,IMD Q2,North West,All Stages,All Routes,15,36.9,17.6,56.2
2021,60-64,Male,IMD Q2,North West,All Stages,All Routes,10,25.3,9.6,40.9
2022,60-64,Male,IMD Q2,North West,All Stages,All Routes,10,24.5,9.3,39.7
2023,60-64,Male,IMD Q2,North West,All Stages,All Routes,20,44.1,23.8,64.5
allyears,60-64,Male,IMD Q2,North West,All Stages,All Routes,105,39.1,31.5,46.7
2016,60-64,Male,IMD Q2,South East,All Stages,All Routes,10,37.0,16.1,58.0
2017,60-64,Male,IMD Q2,South East,All Stages,All Routes,10,30.3,11.5,49.1
2018,60-64,Male,IMD Q2,South East,All Stages,All Routes,10,29.6,11.3,48.0
2019,60-64,Male,IMD Q2,South East,All Stages,All Routes,SUPPRESSED; n<10,17.3,3.5,31.2
2020,60-64,Male,IMD Q2,South East,All Stages,All Routes,15,44.6,22.8,66.5
2021,60-64,Male,IMD Q2,South East,All Stages,All Routes,10,43.4,18.8,67.9
2022,60-64,Male,IMD Q2,South East,All Stages,All Routes,SUPPRESSED; n<10,21.5,6.6,36.4
2023,60-64,Male,IMD Q2,South East,All Stages,All Routes,15,37.6,17.9,57.3
allyears,60-64,Male,IMD Q2,South East,All Stages,All Routes,70,37.5,29.7,45.4
2016,60-64,Male,IMD Q2,South West,All Stages,All Routes,SUPPRESSED; n<10,22.6,5.9,39.3
2017,60-64,Male,IMD Q2,South West,All Stages,All Routes,15,41.2,18.8,63.6
2018,60-64,Male,IMD Q2,South West,All Stages,All Routes,10,37.3,16.2,58.4
2019,60-64,Male,IMD Q2,South West,All Stages,All Routes,15,39.5,18.0,61.0
2020,60-64,Male,IMD Q2,South West,All Stages,All Routes,15,41.7,19.8,63.5
2021,60-64,Male,IMD Q2,South West,All Stages,All Routes,10,32.2,13.2,51.2
2022,60-64,Male,IMD Q2,South West,All Stages,All Routes,15,36.9,16.8,56.9
2023,60-64,Male,IMD Q2,South West,All Stages,All Routes,SUPPRESSED; n<10,25.5,8.9,42.2
allyears,60-64,Male,IMD Q2,South West,All Stages,All Routes,80,39.9,31.7,48.1
2016,60-64,Male,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,15.8,0.3,31.3
2017,60-64,Male,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,23.4,4.7,42.1
2018,60-64,Male,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,30.7,9.4,51.9
2019,60-64,Male,IMD Q2,West Midlands,All Stages,All Routes,10,41.6,17.0,66.2
2020,60-64,Male,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,18.4,2.3,34.6
2021,60-64,Male,IMD Q2,West Midlands,All Stages,All Routes,15,47.0,21.4,72.5
2022,60-64,Male,IMD Q2,West Midlands,All Stages,All Routes,10,35.5,13.5,57.4
2023,60-64,Male,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,28.4,8.7,48.0
allyears,60-64,Male,IMD Q2,West Midlands,All Stages,All Routes,35,34.9,26.4,43.3
2016,60-64,Male,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,27.6,7.2,48.1
2017,60-64,Male,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,15,62.4,31.8,93.0
2018,60-64,Male,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,23.0,4.6,41.4
2019,60-64,Male,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,34.0,11.8,56.3
2020,60-64,Male,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,10,44.2,19.2,69.2
2021,60-64,Male,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,20,65.0,35.0,95.1
2022,60-64,Male,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,31.9,11.1,52.8
2023,60-64,Male,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,24.8,6.4,43.2
allyears,60-64,Male,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,45,45.0,35.4,54.7
2016,60-64,Male,IMD Q3,All Regions,All Stages,All Routes,75,24.7,19.1,30.3
2017,60-64,Male,IMD Q3,All Regions,All Stages,All Routes,65,22.0,16.7,27.2
2018,60-64,Male,IMD Q3,All Regions,All Stages,All Routes,75,24.1,18.6,29.5
2019,60-64,Male,IMD Q3,All Regions,All Stages,All Routes,90,27.9,22.1,33.7
2020,60-64,Male,IMD Q3,All Regions,All Stages,All Routes,80,24.5,19.1,29.8
2021,60-64,Male,IMD Q3,All Regions,All Stages,All Routes,95,29.2,23.4,35.1
2022,60-64,Male,IMD Q3,All Regions,All Stages,All Routes,100,29.6,23.8,35.3
2023,60-64,Male,IMD Q3,All Regions,All Stages,All Routes,105,31.0,25.1,36.9
allyears,60-64,Male,IMD Q3,All Regions,All Stages,All Routes,685,30.8,28.5,33.1
2016,60-64,Male,IMD Q3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.7,-0.3,1.6
2017,60-64,Male,IMD Q3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,2.0,0.4,3.5
2018,60-64,Male,IMD Q3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.6,0.2,3.0
2019,60-64,Male,IMD Q3,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,IMD Q3,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,IMD Q3,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,IMD Q3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.5,0.2,2.7
2023,60-64,Male,IMD Q3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,2.0,0.5,3.6
allyears,60-64,Male,IMD Q3,All Regions,All Stages,Emergency,0,1.1,0.7,1.6
2016,60-64,Male,IMD Q3,All Regions,All Stages,Non-emergency,70,23.7,18.2,29.2
2017,60-64,Male,IMD Q3,All Regions,All Stages,Non-emergency,60,19.7,14.7,24.6
2018,60-64,Male,IMD Q3,All Regions,All Stages,Non-emergency,65,21.5,16.4,26.6
2019,60-64,Male,IMD Q3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,IMD Q3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,IMD Q3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,IMD Q3,All Regions,All Stages,Non-emergency,95,28.1,22.5,33.7
2023,60-64,Male,IMD Q3,All Regions,All Stages,Non-emergency,95,28.1,22.5,33.7
