diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
2016,75-79,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,34.8,0.7,68.9
2017,75-79,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,26.7,-3.5,57
2018,75-79,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,26.9,-3.5,57.4
2019,75-79,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,9.1,-8.8,27
2020,75-79,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2021,75-79,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2022,75-79,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,9.9,-9.5,29.3
2023,75-79,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,75-79,Male,IMD1,London,All Stages,All Routes,0,16,6.9,25
2016,75-79,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,26.1,-3.4,55.6
2017,75-79,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,17.8,-6.9,42.5
2018,75-79,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,53.9,10.8,97
2019,75-79,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,45.6,5.6,85.6
2020,75-79,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,18.7,-7.2,44.5
2021,75-79,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,10.4,-10,30.9
2022,75-79,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,39.6,0.8,78.5
2023,75-79,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,79.3,24.3,134.2
allyears,75-79,Male,IMD1,North East,All Stages,All Routes,0,41.2,26.7,55.7
2016,75-79,Male,IMD1,North West,All Stages,All Routes,15,45.3,20.7,69.9
2017,75-79,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,17.4,2.2,32.7
2018,75-79,Male,IMD1,North West,All Stages,All Routes,10,38.3,15.7,60.9
2019,75-79,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,20.6,4.1,37
2020,75-79,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,10.2,-1.3,21.8
2021,75-79,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,30.4,10.5,50.3
2022,75-79,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,12.5,0.3,24.8
2023,75-79,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,21.9,5.7,38.2
allyears,75-79,Male,IMD1,North West,All Stages,All Routes,25,28.1,20.9,35.4
2016,75-79,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,12,-11.5,35.6
2017,75-79,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,58.5,7.2,109.7
2018,75-79,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,55.6,6.9,104.4
2020,75-79,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,10.9,-10.4,32.2
2021,75-79,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,32.9,-4.3,70.2
2022,75-79,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,30.3,-4,64.6
2023,75-79,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,20.2,-7.8,48.2
allyears,75-79,Male,IMD1,South East,All Stages,All Routes,0,31.9,17.9,45.8
2016,75-79,Male,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,75-79,Male,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,14,-13.4,41.3
2018,75-79,Male,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Male,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Male,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,12.9,-12.4,38.2
2021,75-79,Male,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,12.8,-12.3,37.8
2022,75-79,Male,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,11.8,-11.3,34.8
2023,75-79,Male,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,35.3,-4.6,75.3
allyears,75-79,Male,IMD1,South West,All Stages,All Routes,0,13.1,3.4,22.9
2016,75-79,Male,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,21.6,0.4,42.8
2017,75-79,Male,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,16.2,-2.1,34.5
2018,75-79,Male,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,5.3,-5.1,15.7
2019,75-79,Male,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,10.5,-4,25
2020,75-79,Male,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,15.7,-2.1,33.5
2021,75-79,Male,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,5.4,-5.2,15.9
2022,75-79,Male,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,20.6,0.4,40.9
2023,75-79,Male,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,31,6.2,55.8
allyears,75-79,Male,IMD1,West Midlands,All Stages,All Routes,0,18.2,10.9,25.5
2016,75-79,Male,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,21.9,0.4,43.3
2017,75-79,Male,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,16.6,-2.2,35.4
2018,75-79,Male,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,22.2,0.4,43.9
2019,75-79,Male,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,21.9,0.4,43.3
2020,75-79,Male,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,16.3,-2.1,34.7
2021,75-79,Male,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,32.2,6.4,57.9
2022,75-79,Male,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,24.7,3.1,46.4
2023,75-79,Male,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,14.8,-2,31.6
allyears,75-79,Male,IMD1,Yorkshire and The Humber,All Stages,All Routes,0,24.6,16.1,33.2
2016,75-79,Male,IMD2,All Regions,All Stages,All Routes,20,15.1,8.8,21.3
2017,75-79,Male,IMD2,All Regions,All Stages,All Routes,20,14.2,8.2,20.3
2018,75-79,Male,IMD2,All Regions,All Stages,All Routes,15,11.3,5.9,16.6
2019,75-79,Male,IMD2,All Regions,All Stages,All Routes,30,18,11.3,24.7
2020,75-79,Male,IMD2,All Regions,All Stages,All Routes,30,18.2,11.6,24.8
2021,75-79,Male,IMD2,All Regions,All Stages,All Routes,20,13.1,7.5,18.7
2022,75-79,Male,IMD2,All Regions,All Stages,All Routes,25,15.4,9.6,21.2
2023,75-79,Male,IMD2,All Regions,All Stages,All Routes,30,18.3,11.9,24.6
allyears,75-79,Male,IMD2,All Regions,All Stages,All Routes,190,18,15.5,20.5
2016,75-79,Male,IMD2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.4,-0.5,3.3
2017,75-79,Male,IMD2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.7,-0.7,2
2018,75-79,Male,IMD2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.7,-0.6,2
2019,75-79,Male,IMD2,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,75-79,Male,IMD2,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,75-79,Male,IMD2,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,75-79,Male,IMD2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.7,-0.2,3.7
2023,75-79,Male,IMD2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,2.9,0.4,5.4
allyears,75-79,Male,IMD2,All Regions,All Stages,Emergency,0,1.1,0.5,1.7
2016,75-79,Male,IMD2,All Regions,All Stages,Non-emergency,20,13,7.2,18.8
2017,75-79,Male,IMD2,All Regions,All Stages,Non-emergency,20,13.6,7.6,19.5
2018,75-79,Male,IMD2,All Regions,All Stages,Non-emergency,15,10.6,5.4,15.8
2019,75-79,Male,IMD2,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,75-79,Male,IMD2,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,75-79,Male,IMD2,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,75-79,Male,IMD2,All Regions,All Stages,Non-emergency,25,13.7,8.2,19.2
2023,75-79,Male,IMD2,All Regions,All Stages,Non-emergency,25,14.8,9.1,20.5
allyears,75-79,Male,IMD2,All Regions,All Stages,Non-emergency,105,9.6,7.8,11.4
2016,75-79,Male,IMD2,All Regions,Early,All Routes,SUPPRESSED; n<10,2.7,0.1,5.4
2017,75-79,Male,IMD2,All Regions,Early,All Routes,SUPPRESSED; n<10,0.7,-0.7,2
2018,75-79,Male,IMD2,All Regions,Early,All Routes,SUPPRESSED; n<10,2,-0.3,4.2
2019,75-79,Male,IMD2,All Regions,Early,All Routes,SUPPRESSED; n<10,3.9,0.8,6.9
2020,75-79,Male,IMD2,All Regions,Early,All Routes,SUPPRESSED; n<10,1.3,-0.5,3
2021,75-79,Male,IMD2,All Regions,Early,All Routes,SUPPRESSED; n<10,0.6,-0.6,1.8
2022,75-79,Male,IMD2,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,75-79,Male,IMD2,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,75-79,Male,IMD2,All Regions,Early,All Routes,0,8.7,6.9,10.4
2016,75-79,Male,IMD2,All Regions,Advanced,All Routes,10,8.2,3.6,12.9
2017,75-79,Male,IMD2,All Regions,Advanced,All Routes,20,12.2,6.6,17.8
2018,75-79,Male,IMD2,All Regions,Advanced,All Routes,10,8,3.5,12.5
2019,75-79,Male,IMD2,All Regions,Advanced,All Routes,15,9.6,4.8,14.5
2020,75-79,Male,IMD2,All Regions,Advanced,All Routes,20,13.2,7.5,18.8
2021,75-79,Male,IMD2,All Regions,Advanced,All Routes,15,10.6,5.6,15.6
2022,75-79,Male,IMD2,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,75-79,Male,IMD2,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,75-79,Male,IMD2,All Regions,Advanced,All Routes,90,1.6,0.8,2.3
2016,75-79,Male,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,23.6,-3.1,50.3
2017,75-79,Male,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,23.3,-3.1,49.6
2018,75-79,Male,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,14.8,-5.7,35.4
2019,75-79,Male,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Male,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,13.8,-5.3,32.8
2021,75-79,Male,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,6.7,-6.4,19.9
2022,75-79,Male,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,18.6,-2.4,39.6
2023,75-79,Male,IMD2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,6.2,-5.9,18.3
allyears,75-79,Male,IMD2,East Midlands,All Stages,All Routes,0,15.2,7.5,22.9
2016,75-79,Male,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,75-79,Male,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,12.5,-4.8,29.9
2018,75-79,Male,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,6.1,-5.8,18
2019,75-79,Male,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,11.6,-4.5,27.8
2020,75-79,Male,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,16.9,-2.2,36.1
2021,75-79,Male,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,5.5,-5.3,16.3
2022,75-79,Male,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,20,0.4,39.6
2023,75-79,Male,IMD2,East of England,All Stages,All Routes,SUPPRESSED; n<10,15,-2,32
allyears,75-79,Male,IMD2,East of England,All Stages,All Routes,0,13.2,6.7,19.7
2016,75-79,Male,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,13.2,-1.7,28.2
2017,75-79,Male,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,13.3,-1.8,28.4
2018,75-79,Male,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,9,-3.5,21.4
2019,75-79,Male,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,13.4,-1.8,28.6
2020,75-79,Male,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,31.3,8.1,54.5
2021,75-79,Male,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,4.9,-4.7,14.6
2022,75-79,Male,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,18.4,0.4,36.5
2023,75-79,Male,IMD2,London,All Stages,All Routes,SUPPRESSED; n<10,36.8,11.3,62.4
allyears,75-79,Male,IMD2,London,All Stages,All Routes,0,20.1,13,27.2
2016,75-79,Male,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,53,6.5,99.5
2017,75-79,Male,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,10.6,-10.1,31.2
2018,75-79,Male,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,31.6,-4.2,67.3
2019,75-79,Male,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,40.8,0.8,80.8
2020,75-79,Male,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,9.8,-9.4,29
2021,75-79,Male,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,47.9,5.9,89.9
2022,75-79,Male,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,8.8,-8.4,26
2023,75-79,Male,IMD2,North East,All Stages,All Routes,SUPPRESSED; n<10,8.8,-8.4,26
allyears,75-79,Male,IMD2,North East,All Stages,All Routes,0,29.9,17.1,42.7
2016,75-79,Male,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,75-79,Male,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,20.2,0.4,39.9
2018,75-79,Male,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,19.8,0.4,39.2
2019,75-79,Male,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,9.7,-3.7,23
2020,75-79,Male,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,24,3,45
2021,75-79,Male,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,9.5,-3.7,22.6
2022,75-79,Male,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,4.3,-4.1,12.8
2023,75-79,Male,IMD2,North West,All Stages,All Routes,SUPPRESSED; n<10,12.9,-1.7,27.6
allyears,75-79,Male,IMD2,North West,All Stages,All Routes,0,14.4,8.3,20.6
2016,75-79,Male,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,22.9,0.5,45.3
2017,75-79,Male,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,22.7,0.5,44.9
2018,75-79,Male,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,11,-4.2,26.1
2019,75-79,Male,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,31.8,6.4,57.3
2020,75-79,Male,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,5.1,-4.9,15.2
2021,75-79,Male,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,39.7,7.9,71.4
2022,75-79,Male,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,9.3,-3.6,22.2
2023,75-79,Male,IMD2,South East,All Stages,All Routes,SUPPRESSED; n<10,14,-1.8,29.8
allyears,75-79,Male,IMD2,South East,All Stages,All Routes,0,21.8,13.7,29.9
2016,75-79,Male,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,21.7,0.4,43
2017,75-79,Male,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,5.3,-5.1,15.6
2018,75-79,Male,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Male,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,19.5,0.4,38.5
2020,75-79,Male,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,23.4,2.9,43.8
2021,75-79,Male,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2022,75-79,Male,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,16.3,0.3,32.2
2023,75-79,Male,IMD2,South West,All Stages,All Routes,SUPPRESSED; n<10,28.5,7.4,49.6
allyears,75-79,Male,IMD2,South West,All Stages,All Routes,0,17.1,10.4,23.8
2016,75-79,Male,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,14.4,-5.6,34.3
2017,75-79,Male,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,7.3,-7,21.5
2018,75-79,Male,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,14.2,-5.5,33.9
2019,75-79,Male,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,34.5,4.3,64.7
2020,75-79,Male,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,26.9,0.5,53.2
2021,75-79,Male,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,26.4,0.5,52.3
2022,75-79,Male,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,23.8,0.5,47.2
2023,75-79,Male,IMD2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,11.9,-4.6,28.4
allyears,75-79,Male,IMD2,West Midlands,All Stages,All Routes,0,23.3,14,32.6
2016,75-79,Male,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,7.2,-6.9,21.3
2017,75-79,Male,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,14.5,-5.6,34.6
2018,75-79,Male,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,7.1,-6.8,21
2019,75-79,Male,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,13.8,-5.3,32.9
2020,75-79,Male,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,6.7,-6.5,19.9
2021,75-79,Male,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,6.6,-6.3,19.6
2022,75-79,Male,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,23.8,0.5,47.2
2023,75-79,Male,IMD2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,23.8,0.5,47.2
allyears,75-79,Male,IMD2,Yorkshire and The Humber,All Stages,All Routes,0,15.5,7.9,23.1
2016,75-79,Male,IMD3,All Regions,All Stages,All Routes,25,13.7,8.2,19.2
2017,75-79,Male,IMD3,All Regions,All Stages,All Routes,35,18.5,12.2,24.9
2018,75-79,Male,IMD3,All Regions,All Stages,All Routes,25,13.1,7.8,18.3
2019,75-79,Male,IMD3,All Regions,All Stages,All Routes,20,10.4,5.8,14.9
2020,75-79,Male,IMD3,All Regions,All Stages,All Routes,25,12.5,7.6,17.4
2021,75-79,Male,IMD3,All Regions,All Stages,All Routes,25,11.6,7,16.3
2022,75-79,Male,IMD3,All Regions,All Stages,All Routes,25,10.2,6,14.3
2023,75-79,Male,IMD3,All Regions,All Stages,All Routes,25,11.5,7.1,15.9
allyears,75-79,Male,IMD3,All Regions,All Stages,All Routes,205,14.6,12.6,16.6
2016,75-79,Male,IMD3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.1,-0.4,2.7
2017,75-79,Male,IMD3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,3.4,0.7,6.1
2018,75-79,Male,IMD3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.1,-0.4,2.6
2019,75-79,Male,IMD3,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,75-79,Male,IMD3,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,75-79,Male,IMD3,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,75-79,Male,IMD3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.8,0,3.5
2023,75-79,Male,IMD3,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.8,0,3.5
allyears,75-79,Male,IMD3,All Regions,All Stages,Emergency,0,1.3,0.7,1.9
2016,75-79,Male,IMD3,All Regions,All Stages,Non-emergency,20,12,6.9,17.1
2017,75-79,Male,IMD3,All Regions,All Stages,Non-emergency,25,14.6,9,20.2
2018,75-79,Male,IMD3,All Regions,All Stages,Non-emergency,20,12,7,17
2019,75-79,Male,IMD3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,75-79,Male,IMD3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,75-79,Male,IMD3,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,75-79,Male,IMD3,All Regions,All Stages,Non-emergency,20,8.4,4.6,12.2
2023,75-79,Male,IMD3,All Regions,All Stages,Non-emergency,20,9.7,5.7,13.8
allyears,75-79,Male,IMD3,All Regions,All Stages,Non-emergency,105,8.1,6.6,9.6
2016,75-79,Male,IMD3,All Regions,Early,All Routes,SUPPRESSED; n<10,3.4,0.7,6.2
2017,75-79,Male,IMD3,All Regions,Early,All Routes,SUPPRESSED; n<10,3.9,1,6.8
2018,75-79,Male,IMD3,All Regions,Early,All Routes,SUPPRESSED; n<10,2.7,0.3,5.1
2019,75-79,Male,IMD3,All Regions,Early,All Routes,SUPPRESSED; n<10,2.1,0,4.1
2020,75-79,Male,IMD3,All Regions,Early,All Routes,SUPPRESSED; n<10,1.5,-0.2,3.2
2021,75-79,Male,IMD3,All Regions,Early,All Routes,SUPPRESSED; n<10,2.4,0.3,4.5
2022,75-79,Male,IMD3,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,75-79,Male,IMD3,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,75-79,Male,IMD3,All Regions,Early,All Routes,0,7.3,5.8,8.7
2016,75-79,Male,IMD3,All Regions,Advanced,All Routes,15,8,3.8,12.2
2017,75-79,Male,IMD3,All Regions,Advanced,All Routes,25,12.9,7.6,18.2
2018,75-79,Male,IMD3,All Regions,Advanced,All Routes,15,8.7,4.4,13
2019,75-79,Male,IMD3,All Regions,Advanced,All Routes,10,6.2,2.7,9.7
2020,75-79,Male,IMD3,All Regions,Advanced,All Routes,20,9,4.8,13.1
2021,75-79,Male,IMD3,All Regions,Advanced,All Routes,15,7.7,3.9,11.5
2022,75-79,Male,IMD3,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,75-79,Male,IMD3,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,75-79,Male,IMD3,All Regions,Advanced,All Routes,100,2.2,1.4,3
2016,75-79,Male,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,6.6,-6.4,19.6
2017,75-79,Male,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,26.1,0.5,51.6
2018,75-79,Male,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,25,0.5,49.6
2019,75-79,Male,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Male,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,17,-2.2,36.3
2021,75-79,Male,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,32.6,6.5,58.8
2022,75-79,Male,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,5,-4.8,14.7
2023,75-79,Male,IMD3,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,75-79,Male,IMD3,East Midlands,All Stages,All Routes,0,15.9,8.8,23
2016,75-79,Male,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,3.8,-3.7,11.4
2017,75-79,Male,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,15.2,0.3,30.1
2018,75-79,Male,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,11.1,-1.5,23.6
2019,75-79,Male,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,3.5,-3.3,10.3
2020,75-79,Male,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,16.7,2.1,31.3
2021,75-79,Male,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,12.8,0.3,25.4
2022,75-79,Male,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,11.7,0.2,23.2
2023,75-79,Male,IMD3,East of England,All Stages,All Routes,SUPPRESSED; n<10,11.7,0.2,23.2
allyears,75-79,Male,IMD3,East of England,All Stages,All Routes,0,12.8,7.9,17.7
2016,75-79,Male,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,11.5,-1.5,24.6
2017,75-79,Male,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,7.6,-2.9,18.1
2018,75-79,Male,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,7.4,-2.8,17.6
2019,75-79,Male,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,17.4,2.2,32.7
2020,75-79,Male,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,13.3,0.3,26.4
2021,75-79,Male,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,3.2,-3.1,9.5
2022,75-79,Male,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,2.9,-2.8,8.7
2023,75-79,Male,IMD3,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,75-79,Male,IMD3,London,All Stages,All Routes,0,8.8,4.8,12.9
2016,75-79,Male,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,28.6,-11,68.2
2017,75-79,Male,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,28.4,-11,67.7
2018,75-79,Male,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,14,-13.4,41.4
2019,75-79,Male,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,13.5,-13,39.9
2020,75-79,Male,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,26,-10,62
2021,75-79,Male,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,12.5,-12,37
2022,75-79,Male,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,75-79,Male,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,11.2,-10.7,33
allyears,75-79,Male,IMD3,North East,All Stages,All Routes,0,18.8,7.1,30.4
2016,75-79,Male,IMD3,North West,All Stages,All Routes,SUPPRESSED; n<10,10.7,-4.1,25.6
2017,75-79,Male,IMD3,North West,All Stages,All Routes,SUPPRESSED; n<10,10.6,-4.1,25.3
2018,75-79,Male,IMD3,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
