diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
2020,0-49,Male,IMD Q4,East Midlands,All Stages,All Routes,10,3.8,3.8,3.8
2021,0-49,Male,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,2.8,2.8,2.8
2022,0-49,Male,IMD Q4,East Midlands,All Stages,All Routes,10,3.5,3.5,3.5
2023,0-49,Male,IMD Q4,East Midlands,All Stages,All Routes,15,4.6,4.6,4.6
allyears,0-49,Male,IMD Q4,East Midlands,All Stages,All Routes,90,0.1,0.0,0.3
2016,0-49,Male,IMD Q4,East of England,All Stages,All Routes,15,3.2,3.2,3.2
2017,0-49,Male,IMD Q4,East of England,All Stages,All Routes,15,3.2,3.2,3.2
2018,0-49,Male,IMD Q4,East of England,All Stages,All Routes,20,4.6,4.6,4.6
2019,0-49,Male,IMD Q4,East of England,All Stages,All Routes,20,4.9,4.9,4.9
2020,0-49,Male,IMD Q4,East of England,All Stages,All Routes,15,3.4,3.4,3.4
2021,0-49,Male,IMD Q4,East of England,All Stages,All Routes,15,4.1,4.1,4.1
2022,0-49,Male,IMD Q4,East of England,All Stages,All Routes,15,3.3,3.3,3.3
2023,0-49,Male,IMD Q4,East of England,All Stages,All Routes,15,3.6,3.6,3.6
allyears,0-49,Male,IMD Q4,East of England,All Stages,All Routes,130,0.1,0.0,0.2
2016,0-49,Male,IMD Q4,London,All Stages,All Routes,10,2.1,2.1,2.1
2017,0-49,Male,IMD Q4,London,All Stages,All Routes,10,2.1,2.1,2.1
2018,0-49,Male,IMD Q4,London,All Stages,All Routes,15,3.1,3.1,3.1
2019,0-49,Male,IMD Q4,London,All Stages,All Routes,15,2.7,2.7,2.7
2020,0-49,Male,IMD Q4,London,All Stages,All Routes,10,2.3,2.3,2.3
2021,0-49,Male,IMD Q4,London,All Stages,All Routes,15,2.7,2.7,2.7
2022,0-49,Male,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,1.9,1.9,1.9
2023,0-49,Male,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,1.7,1.7,1.7
allyears,0-49,Male,IMD Q4,London,All Stages,All Routes,75,0.0,0.0,0.1
2016,0-49,Male,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,5.6,5.6,5.6
2017,0-49,Male,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,6.6,6.6,6.6
2018,0-49,Male,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,4.7,4.7,4.7
2019,0-49,Male,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,4.7,4.7,4.7
2020,0-49,Male,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,3.8,3.8,3.8
2021,0-49,Male,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,1.9,1.9,1.9
2022,0-49,Male,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,3.7,3.7,3.7
2023,0-49,Male,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,8.4,8.4,8.4
allyears,0-49,Male,IMD Q4,North East,All Stages,All Routes,0,0.4,-0.1,0.9
2016,0-49,Male,IMD Q4,North West,All Stages,All Routes,15,3.8,3.8,3.8
2017,0-49,Male,IMD Q4,North West,All Stages,All Routes,20,5.9,5.9,5.9
2018,0-49,Male,IMD Q4,North West,All Stages,All Routes,20,5.9,5.9,5.9
2019,0-49,Male,IMD Q4,North West,All Stages,All Routes,15,4.1,4.1,4.1
2020,0-49,Male,IMD Q4,North West,All Stages,All Routes,15,3.8,3.8,3.8
2021,0-49,Male,IMD Q4,North West,All Stages,All Routes,10,3.6,3.6,3.6
2022,0-49,Male,IMD Q4,North West,All Stages,All Routes,10,3.0,3.0,3.0
2023,0-49,Male,IMD Q4,North West,All Stages,All Routes,10,3.6,3.6,3.6
allyears,0-49,Male,IMD Q4,North West,All Stages,All Routes,115,0.1,0.0,0.2
2016,0-49,Male,IMD Q4,South East,All Stages,All Routes,25,4.2,4.2,4.2
2017,0-49,Male,IMD Q4,South East,All Stages,All Routes,20,2.8,2.8,2.8
2018,0-49,Male,IMD Q4,South East,All Stages,All Routes,25,3.7,3.7,3.7
2019,0-49,Male,IMD Q4,South East,All Stages,All Routes,20,2.9,2.9,2.9
2020,0-49,Male,IMD Q4,South East,All Stages,All Routes,20,3.3,3.3,3.3
2021,0-49,Male,IMD Q4,South East,All Stages,All Routes,20,3.2,3.2,3.2
2022,0-49,Male,IMD Q4,South East,All Stages,All Routes,20,3.0,3.0,3.0
2023,0-49,Male,IMD Q4,South East,All Stages,All Routes,20,2.9,2.9,2.9
allyears,0-49,Male,IMD Q4,South East,All Stages,All Routes,170,0.1,0.0,0.2
2016,0-49,Male,IMD Q4,South West,All Stages,All Routes,15,4.5,4.5,4.5
2017,0-49,Male,IMD Q4,South West,All Stages,All Routes,20,6.3,6.3,6.3
2018,0-49,Male,IMD Q4,South West,All Stages,All Routes,15,5.2,5.2,5.2
2019,0-49,Male,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,2.4,2.4,2.4
2020,0-49,Male,IMD Q4,South West,All Stages,All Routes,15,4.5,4.5,4.5
2021,0-49,Male,IMD Q4,South West,All Stages,All Routes,10,4.4,4.4,4.4
2022,0-49,Male,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,2.9,2.9,2.9
2023,0-49,Male,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,2.9,2.9,2.9
allyears,0-49,Male,IMD Q4,South West,All Stages,All Routes,75,0.1,0.0,0.2
2016,0-49,Male,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.1,3.1,3.1
2017,0-49,Male,IMD Q4,West Midlands,All Stages,All Routes,15,4.5,4.5,4.5
2018,0-49,Male,IMD Q4,West Midlands,All Stages,All Routes,10,4.2,4.2,4.2
2019,0-49,Male,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,2.8,2.8,2.8
2020,0-49,Male,IMD Q4,West Midlands,All Stages,All Routes,10,3.5,3.5,3.5
2021,0-49,Male,IMD Q4,West Midlands,All Stages,All Routes,15,5.2,5.2,5.2
2022,0-49,Male,IMD Q4,West Midlands,All Stages,All Routes,15,4.8,4.8,4.8
2023,0-49,Male,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,2.9,2.9,2.9
allyears,0-49,Male,IMD Q4,West Midlands,All Stages,All Routes,65,0.2,0.0,0.3
2016,0-49,Male,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,15,4.3,4.3,4.3
2017,0-49,Male,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,15,4.4,4.4,4.4
2018,0-49,Male,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,2.0,2.0,2.0
2019,0-49,Male,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,15,4.4,4.4,4.4
2020,0-49,Male,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,10,3.4,3.4,3.4
2021,0-49,Male,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,10,3.6,3.6,3.6
2022,0-49,Male,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,2.5,2.5,2.5
2023,0-49,Male,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,2.5,2.5,2.5
allyears,0-49,Male,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,65,0.1,0.0,0.2
2016,0-49,Male,IMD Q5,All Regions,All Stages,All Routes,105,3.4,3.4,3.4
2017,0-49,Male,IMD Q5,All Regions,All Stages,All Routes,110,3.6,3.6,3.6
2018,0-49,Male,IMD Q5,All Regions,All Stages,All Routes,100,3.2,3.2,3.2
2019,0-49,Male,IMD Q5,All Regions,All Stages,All Routes,105,3.4,3.4,3.4
2020,0-49,Male,IMD Q5,All Regions,All Stages,All Routes,90,3.0,3.0,3.0
2021,0-49,Male,IMD Q5,All Regions,All Stages,All Routes,100,3.3,3.3,3.3
2022,0-49,Male,IMD Q5,All Regions,All Stages,All Routes,70,2.3,2.3,2.3
2023,0-49,Male,IMD Q5,All Regions,All Stages,All Routes,80,2.7,2.7,2.7
allyears,0-49,Male,IMD Q5,All Regions,All Stages,All Routes,760,3.5,3.3,3.8
2016,0-49,Male,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.3,0.1,0.4
2017,0-49,Male,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.3,0.1,0.5
2018,0-49,Male,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.2,0.0,0.3
2019,0-49,Male,IMD Q5,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,Male,IMD Q5,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,Male,IMD Q5,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,Male,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.2,0.1,0.4
2023,0-49,Male,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.3,0.1,0.4
allyears,0-49,Male,IMD Q5,All Regions,All Stages,Emergency,0,0.2,0.1,0.2
2016,0-49,Male,IMD Q5,All Regions,All Stages,Non-emergency,90,2.9,2.3,3.5
2017,0-49,Male,IMD Q5,All Regions,All Stages,Non-emergency,95,3.0,2.4,3.6
2018,0-49,Male,IMD Q5,All Regions,All Stages,Non-emergency,85,2.7,2.2,3.3
2019,0-49,Male,IMD Q5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,Male,IMD Q5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,Male,IMD Q5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,Male,IMD Q5,All Regions,All Stages,Non-emergency,60,2.0,1.5,2.5
2023,0-49,Male,IMD Q5,All Regions,All Stages,Non-emergency,70,2.3,1.8,2.9
allyears,0-49,Male,IMD Q5,All Regions,All Stages,Non-emergency,400,1.8,1.7,2.0
2016,0-49,Male,IMD Q5,All Regions,Early,All Routes,35,1.1,1.1,1.1
2017,0-49,Male,IMD Q5,All Regions,Early,All Routes,30,1.0,1.0,1.0
2018,0-49,Male,IMD Q5,All Regions,Early,All Routes,25,0.8,0.8,0.8
2019,0-49,Male,IMD Q5,All Regions,Early,All Routes,55,1.7,1.7,1.7
2020,0-49,Male,IMD Q5,All Regions,Early,All Routes,55,1.7,1.7,1.7
2021,0-49,Male,IMD Q5,All Regions,Early,All Routes,45,1.5,1.5,1.5
2022,0-49,Male,IMD Q5,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,Male,IMD Q5,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,Male,IMD Q5,All Regions,Early,All Routes,245,1.1,1.0,1.3
2016,0-49,Male,IMD Q5,All Regions,Advanced,All Routes,60,2.0,2.0,2.0
2017,0-49,Male,IMD Q5,All Regions,Advanced,All Routes,60,2.0,2.0,2.0
2018,0-49,Male,IMD Q5,All Regions,Advanced,All Routes,60,2.0,2.0,2.0
2019,0-49,Male,IMD Q5,All Regions,Advanced,All Routes,30,0.9,0.9,0.9
2020,0-49,Male,IMD Q5,All Regions,Advanced,All Routes,30,1.0,1.0,1.0
2021,0-49,Male,IMD Q5,All Regions,Advanced,All Routes,45,1.5,1.5,1.5
2022,0-49,Male,IMD Q5,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,Male,IMD Q5,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,Male,IMD Q5,All Regions,Advanced,All Routes,285,1.3,1.2,1.5
2016,0-49,Male,IMD Q5,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.0,3.0,3.0
2017,0-49,Male,IMD Q5,East Midlands,All Stages,All Routes,15,5.7,5.7,5.7
2018,0-49,Male,IMD Q5,East Midlands,All Stages,All Routes,10,3.3,3.3,3.3
2019,0-49,Male,IMD Q5,East Midlands,All Stages,All Routes,15,4.3,4.3,4.3
2020,0-49,Male,IMD Q5,East Midlands,All Stages,All Routes,10,4.0,4.0,4.0
2021,0-49,Male,IMD Q5,East Midlands,All Stages,All Routes,15,4.5,4.5,4.5
2022,0-49,Male,IMD Q5,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,2.8,2.8,2.8
2023,0-49,Male,IMD Q5,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.7,0.7,0.7
allyears,0-49,Male,IMD Q5,East Midlands,All Stages,All Routes,65,0.0,0.0,0.1
2016,0-49,Male,IMD Q5,East of England,All Stages,All Routes,20,4.6,4.6,4.6
2017,0-49,Male,IMD Q5,East of England,All Stages,All Routes,10,2.2,2.2,2.2
2018,0-49,Male,IMD Q5,East of England,All Stages,All Routes,15,3.7,3.7,3.7
2019,0-49,Male,IMD Q5,East of England,All Stages,All Routes,15,2.8,2.8,2.8
2020,0-49,Male,IMD Q5,East of England,All Stages,All Routes,20,4.1,4.1,4.1
2021,0-49,Male,IMD Q5,East of England,All Stages,All Routes,15,3.6,3.6,3.6
2022,0-49,Male,IMD Q5,East of England,All Stages,All Routes,10,2.2,2.2,2.2
2023,0-49,Male,IMD Q5,East of England,All Stages,All Routes,10,2.7,2.7,2.7
allyears,0-49,Male,IMD Q5,East of England,All Stages,All Routes,115,0.0,0.0,0.1
2016,0-49,Male,IMD Q5,London,All Stages,All Routes,10,3.3,3.3,3.3
2017,0-49,Male,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,2.1,2.1,2.1
2018,0-49,Male,IMD Q5,London,All Stages,All Routes,15,4.8,4.8,4.8
2019,0-49,Male,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,2.7,2.7,2.7
2020,0-49,Male,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,1.8,1.8,1.8
2021,0-49,Male,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,2.9,2.9,2.9
2022,0-49,Male,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,1.3,1.3,1.3
2023,0-49,Male,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,2.6,2.6,2.6
allyears,0-49,Male,IMD Q5,London,All Stages,All Routes,25,0.0,0.0,0.1
2016,0-49,Male,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,4.9,4.9,4.9
2017,0-49,Male,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,4.9,4.9,4.9
2018,0-49,Male,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,3.9,3.9,3.9
2019,0-49,Male,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,3.0,3.0,3.0
2020,0-49,Male,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,4.0,4.0,4.0
2021,0-49,Male,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,5.1,5.1,5.1
2022,0-49,Male,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,1.0,1.0,1.0
2023,0-49,Male,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,6.1,6.1,6.1
allyears,0-49,Male,IMD Q5,North East,All Stages,All Routes,0,0.1,-0.1,0.4
2016,0-49,Male,IMD Q5,North West,All Stages,All Routes,15,5.7,5.7,5.7
2017,0-49,Male,IMD Q5,North West,All Stages,All Routes,15,6.1,6.1,6.1
2018,0-49,Male,IMD Q5,North West,All Stages,All Routes,10,3.6,3.6,3.6
2019,0-49,Male,IMD Q5,North West,All Stages,All Routes,10,3.6,3.6,3.6
2020,0-49,Male,IMD Q5,North West,All Stages,All Routes,SUPPRESSED; n<10,2.5,2.5,2.5
2021,0-49,Male,IMD Q5,North West,All Stages,All Routes,10,3.6,3.6,3.6
2022,0-49,Male,IMD Q5,North West,All Stages,All Routes,SUPPRESSED; n<10,2.5,2.5,2.5
2023,0-49,Male,IMD Q5,North West,All Stages,All Routes,10,3.6,3.6,3.6
allyears,0-49,Male,IMD Q5,North West,All Stages,All Routes,70,0.1,0.0,0.2
2016,0-49,Male,IMD Q5,South East,All Stages,All Routes,25,2.7,2.7,2.7
2017,0-49,Male,IMD Q5,South East,All Stages,All Routes,20,2.5,2.5,2.5
2018,0-49,Male,IMD Q5,South East,All Stages,All Routes,15,1.8,1.8,1.8
2019,0-49,Male,IMD Q5,South East,All Stages,All Routes,25,3.1,3.1,3.1
2020,0-49,Male,IMD Q5,South East,All Stages,All Routes,30,3.5,3.5,3.5
2021,0-49,Male,IMD Q5,South East,All Stages,All Routes,25,3.2,3.2,3.2
2022,0-49,Male,IMD Q5,South East,All Stages,All Routes,20,2.2,2.2,2.2
2023,0-49,Male,IMD Q5,South East,All Stages,All Routes,20,2.4,2.4,2.4
allyears,0-49,Male,IMD Q5,South East,All Stages,All Routes,180,0.1,0.0,0.2
2016,0-49,Male,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,2.5,2.5,2.5
2017,0-49,Male,IMD Q5,South West,All Stages,All Routes,10,3.4,3.4,3.4
2018,0-49,Male,IMD Q5,South West,All Stages,All Routes,15,4.0,4.0,4.0
2019,0-49,Male,IMD Q5,South West,All Stages,All Routes,10,3.4,3.4,3.4
2020,0-49,Male,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,0.9,0.9,0.9
2021,0-49,Male,IMD Q5,South West,All Stages,All Routes,10,3.3,3.3,3.3
2022,0-49,Male,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,2.3,2.3,2.3
2023,0-49,Male,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,2.6,2.6,2.6
allyears,0-49,Male,IMD Q5,South West,All Stages,All Routes,45,0.1,0.0,0.3
2016,0-49,Male,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,2.2,2.2,2.2
2017,0-49,Male,IMD Q5,West Midlands,All Stages,All Routes,15,5.8,5.8,5.8
2018,0-49,Male,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.6,3.6,3.6
2019,0-49,Male,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,2.2,2.2,2.2
2020,0-49,Male,IMD Q5,West Midlands,All Stages,All Routes,10,4.5,4.5,4.5
2021,0-49,Male,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.2,3.2,3.2
2022,0-49,Male,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,2.7,2.7,2.7
2023,0-49,Male,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,2.3,2.3,2.3
allyears,0-49,Male,IMD Q5,West Midlands,All Stages,All Routes,25,0.1,-0.1,0.2
2016,0-49,Male,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.0,3.0,3.0
2017,0-49,Male,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.9,3.9,3.9
2018,0-49,Male,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,2.2,2.2,2.2
2019,0-49,Male,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,15,5.7,5.7,5.7
2020,0-49,Male,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.4,0.4,0.4
2021,0-49,Male,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.9,0.9,0.9
2022,0-49,Male,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.1,3.1,3.1
2023,0-49,Male,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,4.0,4.0,4.0
allyears,0-49,Male,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,15,0.1,0.0,0.3
2016,0-49,Female,All IMD Quintiles,All Regions,All Stages,All Routes,405,2.3,2.3,2.3
2017,0-49,Female,All IMD Quintiles,All Regions,All Stages,All Routes,390,2.2,2.2,2.2
2018,0-49,Female,All IMD Quintiles,All Regions,All Stages,All Routes,405,2.3,2.3,2.3
2019,0-49,Female,All IMD Quintiles,All Regions,All Stages,All Routes,385,2.2,2.2,2.2
2020,0-49,Female,All IMD Quintiles,All Regions,All Stages,All Routes,310,1.8,1.8,1.8
2021,0-49,Female,All IMD Quintiles,All Regions,All Stages,All Routes,390,2.2,2.2,2.2
2022,0-49,Female,All IMD Quintiles,All Regions,All Stages,All Routes,360,2.0,2.0,2.0
2023,0-49,Female,All IMD Quintiles,All Regions,All Stages,All Routes,300,1.7,1.7,1.7
allyears,0-49,Female,All IMD Quintiles,All Regions,All Stages,All Routes,2945,2.4,2.3,2.5
2016,0-49,Female,All IMD Quintiles,All Regions,All Stages,Emergency,30,0.2,0.2,0.2
2017,0-49,Female,All IMD Quintiles,All Regions,All Stages,Emergency,20,0.1,0.1,0.1
2018,0-49,Female,All IMD Quintiles,All Regions,All Stages,Emergency,25,0.2,0.2,0.2
2019,0-49,Female,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,Female,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,Female,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,Female,All IMD Quintiles,All Regions,All Stages,Emergency,35,0.2,0.2,0.2
2023,0-49,Female,All IMD Quintiles,All Regions,All Stages,Emergency,25,0.1,0.1,0.1
allyears,0-49,Female,All IMD Quintiles,All Regions,All Stages,Emergency,135,0.1,0.1,0.1
2016,0-49,Female,All IMD Quintiles,All Regions,All Stages,Non-emergency,370,2.1,2.1,2.1
2017,0-49,Female,All IMD Quintiles,All Regions,All Stages,Non-emergency,360,2.1,2.1,2.1
2018,0-49,Female,All IMD Quintiles,All Regions,All Stages,Non-emergency,355,2.0,2.0,2.0
2019,0-49,Female,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,Female,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,Female,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,Female,All IMD Quintiles,All Regions,All Stages,Non-emergency,315,1.8,1.8,1.8
2023,0-49,Female,All IMD Quintiles,All Regions,All Stages,Non-emergency,270,1.5,1.5,1.5
allyears,0-49,Female,All IMD Quintiles,All Regions,All Stages,Non-emergency,1670,1.4,1.3,1.4
2016,0-49,Female,All IMD Quintiles,All Regions,Early,All Routes,165,0.9,0.9,0.9
2017,0-49,Female,All IMD Quintiles,All Regions,Early,All Routes,150,0.9,0.9,0.9
2018,0-49,Female,All IMD Quintiles,All Regions,Early,All Routes,150,0.9,0.9,0.9
2019,0-49,Female,All IMD Quintiles,All Regions,Early,All Routes,165,0.9,0.9,0.9
2020,0-49,Female,All IMD Quintiles,All Regions,Early,All Routes,145,0.8,0.8,0.8
2021,0-49,Female,All IMD Quintiles,All Regions,Early,All Routes,185,1.0,1.0,1.0
2022,0-49,Female,All IMD Quintiles,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,Female,All IMD Quintiles,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,Female,All IMD Quintiles,All Regions,Early,All Routes,960,0.8,0.7,0.8
2016,0-49,Female,All IMD Quintiles,All Regions,Advanced,All Routes,200,1.1,1.1,1.1
2017,0-49,Female,All IMD Quintiles,All Regions,Advanced,All Routes,185,1.1,1.1,1.1
2018,0-49,Female,All IMD Quintiles,All Regions,Advanced,All Routes,200,1.2,1.2,1.2
2019,0-49,Female,All IMD Quintiles,All Regions,Advanced,All Routes,120,0.7,0.7,0.7
2020,0-49,Female,All IMD Quintiles,All Regions,Advanced,All Routes,110,0.6,0.6,0.6
2021,0-49,Female,All IMD Quintiles,All Regions,Advanced,All Routes,150,0.9,0.9,0.9
2022,0-49,Female,All IMD Quintiles,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,0-49,Female,All IMD Quintiles,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,0-49,Female,All IMD Quintiles,All Regions,Advanced,All Routes,965,0.8,0.7,0.8
2016,0-49,Female,All IMD Quintiles,East Midlands,All Stages,All Routes,35,2.5,2.5,2.5
2017,0-49,Female,All IMD Quintiles,East Midlands,All Stages,All Routes,45,2.9,2.9,2.9
2018,0-49,Female,All IMD Quintiles,East Midlands,All Stages,All Routes,35,2.4,2.4,2.4
2019,0-49,Female,All IMD Quintiles,East Midlands,All Stages,All Routes,40,2.8,2.8,2.8
2020,0-49,Female,All IMD Quintiles,East Midlands,All Stages,All Routes,30,2.0,2.0,2.0
2021,0-49,Female,All IMD Quintiles,East Midlands,All Stages,All Routes,30,2.1,2.1,2.1
2022,0-49,Female,All IMD Quintiles,East Midlands,All Stages,All Routes,30,2.1,2.1,2.1
2023,0-49,Female,All IMD Quintiles,East Midlands,All Stages,All Routes,20,1.4,1.4,1.4
allyears,0-49,Female,All IMD Quintiles,East Midlands,All Stages,All Routes,265,2.6,2.3,2.9
2016,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.2,0.0,0.4
2017,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.2,0.0,0.4
2018,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.3,0.0,0.5
2019,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.1,-0.1,0.3
2023,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.1,-0.1,0.3
allyears,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Emergency,0,0.1,0.1,0.2
2016,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Non-emergency,30,2.2,1.4,3.0
2017,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Non-emergency,40,2.7,1.8,3.5
2018,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Non-emergency,30,2.0,1.3,2.8
2019,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Non-emergency,30,2.0,1.2,2.7
2023,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Non-emergency,20,1.2,0.7,1.8
allyears,0-49,Female,All IMD Quintiles,East Midlands,All Stages,Non-emergency,150,1.4,1.2,1.7
2016,0-49,Female,All IMD Quintiles,East Midlands,Early,All Routes,15,1.2,1.2,1.2
2017,0-49,Female,All IMD Quintiles,East Midlands,Early,All Routes,15,1.0,1.0,1.0
2018,0-49,Female,All IMD Quintiles,East Midlands,Early,All Routes,10,0.7,0.7,0.7
