quarterYear,survival,ciLb,ciUb,sex,dep,region,route,stage,ageBand,diagnosisYear
1.75,.82999998,.76999998,.88999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
2,.81,.75,.88,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
2.25,.80000001,.73000002,.86000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
2.5,.76999998,.69999999,.83999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
2.75,.75999999,.69,.82999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
3,.75999999,.69,.82999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
3.25,.75999999,.69,.82999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
3.5,.74000001,.66000003,.81,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
3.75,.69999999,.62,.77999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
4,.66000003,.57999998,.75,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
4.25,.64999998,.56,.74000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
4.5,.62,.52999997,.72000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
4.75,.60000002,.5,.69999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
5,.60000002,.5,.69999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,50-54,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
.25,.94999999,.92000002,.98000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
.5,.91000003,.87,.94999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
.75,.86000001,.81999999,.91000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
1,.81999999,.75999999,.87,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
1.25,.80000001,.74000001,.85000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
1.5,.75999999,.69999999,.81999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
1.75,.75,.69,.81,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
2,.73000002,.67000002,.79000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
2.25,.69999999,.63999999,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
2.5,.69,.63,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
2.75,.69,.63,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
3,.69,.63,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
3.25,.69,.63,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
3.5,.69,.62,.75,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
3.75,.69,.62,.75,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
4,.68000001,.61000001,.74000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
4.25,.67000002,.60000002,.74000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
4.5,.64999998,.57999998,.73000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
4.75,.64999998,.57999998,.73000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
5,.63999999,.56,.72000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,55-59,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
.25,.94,.89999998,.97000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
.5,.91000003,.87,.94,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
.75,.83999997,.80000001,.88999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
1,.79000002,.74000001,.85000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
1.25,.75999999,.69999999,.81,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
1.5,.73000002,.68000001,.79000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
1.75,.69999999,.63999999,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
2,.68000001,.62,.74000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
2.25,.67000002,.61000001,.73000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
2.5,.64999998,.58999997,.70999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
2.75,.64999998,.57999998,.70999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
3,.63999999,.57999998,.69999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
3.25,.63,.56999999,.69999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
3.5,.62,.56,.69,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
3.75,.61000001,.54000002,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
4,.60000002,.52999997,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
4.25,.60000002,.52999997,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
4.5,.58999997,.51999998,.66000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
4.75,.58999997,.51999998,.66000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
5,.58999997,.51999998,.66000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,60-64,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
.25,.94,.91000003,.97000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
.5,.89999998,.87,.94,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
.75,.82999998,.79000002,.88,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
1,.77999997,.73000002,.82999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
1.25,.75,.69999999,.80000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
1.5,.70999998,.66000003,.76999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
1.75,.69,.63,.74000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
2,.67000002,.62,.73000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
2.25,.66000003,.60000002,.72000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
2.5,.63999999,.57999998,.69,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
2.75,.62,.56,.68000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
3,.60000002,.54000002,.66000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
3.25,.60000002,.54000002,.66000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
3.5,.58999997,.52999997,.64999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
3.75,.56999999,.50999999,.63,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
4,.56,.5,.63,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
4.25,.55000001,.49000001,.62,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
4.5,.54000002,.47,.60000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
4.75,.50999999,.44,.57999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
5,.5,.43000001,.56999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,65-69,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
.25,.94,.91000003,.97000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
.5,.87,.82999998,.91000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
.75,.81999999,.76999998,.87,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
1,.80000001,.75,.83999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
1.25,.76999998,.70999998,.81999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
1.5,.74000001,.69,.80000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
1.75,.70999998,.64999998,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
2,.69,.63999999,.75,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
2.25,.66000003,.60000002,.72000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
2.5,.64999998,.58999997,.70999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
2.75,.62,.56,.68000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
3,.62,.55000001,.68000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
3.25,.61000001,.55000001,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
3.5,.60000002,.52999997,.66000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
3.75,.58999997,.51999998,.64999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
4,.58999997,.51999998,.64999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
4.25,.56999999,.5,.63999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
4.5,.56999999,.5,.63999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
4.75,.56,.49000001,.63,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
5,.55000001,.47999999,.62,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,70-74,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
.25,.94,.91000003,.98000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
.5,.85000002,.80000001,.89999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
.75,.75999999,.69,.81999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
1,.68000001,.61000001,.75,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
1.25,.66000003,.58999997,.73000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
1.5,.63,.56,.69999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
1.75,.58999997,.51999998,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
2,.56,.47999999,.63,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
2.25,.52999997,.44999999,.60000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
2.5,.50999999,.43000001,.58999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
2.75,.49000001,.41,.56999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
3,.47,.38999999,.55000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
3.25,.46000001,.38,.54000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
3.5,.44999999,.37,.52999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
3.75,.41999999,.34,.50999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
4,.41999999,.34,.50999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
4.25,.38999999,.31,.47999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
4.5,.38,.28999999,.47,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
4.75,.36000001,.27000001,.44999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
5,.34999999,.25999999,.44,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,75-79,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
.25,.88,.82999998,.93000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
.5,.76999998,.69999999,.82999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
.75,.64999998,.56999999,.72000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
1,.60000002,.51999998,.68000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
1.25,.56999999,.49000001,.63999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
1.5,.56,.47999999,.63999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
1.75,.55000001,.47,.63,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
2,.51999998,.44,.60000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
2.25,.50999999,.43000001,.60000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
2.75,.5,.41999999,.58999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
3.25,.49000001,.41,.57999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
3.5,.44999999,.36000001,.54000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
4,.44,.34999999,.51999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
4.25,.41999999,.34,.50999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
4.5,.41,.31999999,.5,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
4.75,.38999999,.30000001,.47999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
5,.38999999,.30000001,.47999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,80-84,All Years
0,.99000001,.95999998,1.01,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
.25,.83999997,.75999999,.92000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
.5,.70999998,.61000001,.81,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
.75,.62,.51999998,.73000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
1,.58999997,.47999999,.69,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
1.25,.55000001,.44,.66000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
1.5,.50999999,.40000001,.62,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
1.75,.47999999,.37,.58999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
2,.41999999,.31,.52999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
2.25,.41,.30000001,.51999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
2.5,.38,.27000001,.49000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
2.75,.36000001,.25999999,.47,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
3,.36000001,.25999999,.47,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
3.25,.34999999,.23999999,.44999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
3.75,.33000001,.22,.43000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
4,.30000001,.19,.41,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
4.25,.25999999,.15000001,.36000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
4.5,.25999999,.15000001,.36000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,85-89,All Years
0,.98000002,.94,1.02,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
.25,.73000002,.61000001,.85000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
.5,.56,.41999999,.69,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
.75,.5,.37,.63,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
1,.34999999,.22,.47,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
1.25,.33000001,.2,.44999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
1.5,.28999999,.16,.41,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
1.75,.28999999,.16,.41,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
2,.25999999,.14,.38,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
2.75,.23,.12,.34999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
3,.18000001,.079999998,.28999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
3.25,.079999998,0,.16,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
3.75,.079999998,0,.16,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,90+,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
.25,.94,.92000002,.97000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
.5,.88999999,.85000002,.92000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
.75,.81,.76999998,.85000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
1,.75,.69999999,.80000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
1.25,.70999998,.66000003,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
1.5,.69,.63999999,.74000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
1.75,.67000002,.62,.72000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
2,.63999999,.58999997,.69999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
2.25,.63,.56999999,.68000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
2.5,.61000001,.55000001,.66000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
2.75,.58999997,.54000002,.64999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
3.25,.57999998,.51999998,.63,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
3.5,.56999999,.50999999,.62,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
3.75,.56,.5,.61000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
4,.55000001,.5,.61000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
4.25,.51999998,.47,.57999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
4.5,.50999999,.46000001,.56999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
4.75,.5,.44999999,.56,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
5,.49000001,.43000001,.55000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2016
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
.25,.94999999,.93000001,.98000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
.5,.92000002,.88999999,.94999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
.75,.85000002,.81,.88999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
1,.80000001,.75999999,.85000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
1.25,.76999998,.73000002,.81999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
1.5,.75999999,.70999998,.81,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
1.75,.75,.69,.80000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
2,.72000003,.67000002,.77999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
2.25,.70999998,.64999998,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
2.5,.68000001,.63,.74000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
2.75,.66000003,.61000001,.70999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
3,.63999999,.58999997,.69999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
3.25,.63999999,.57999998,.69,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
3.5,.62,.56999999,.68000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
3.75,.62,.56,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
4,.61000001,.56,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
4.25,.61000001,.55000001,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
4.5,.60000002,.54000002,.66000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
4.75,.58999997,.54000002,.64999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
5,.58999997,.52999997,.64999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2017
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
.25,.92000002,.88999999,.94999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
.5,.85000002,.81,.88999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
.75,.81,.76999998,.86000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
1,.76999998,.73000002,.81999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
1.25,.75,.69999999,.80000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
1.5,.69999999,.64999998,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
1.75,.66000003,.60000002,.70999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
2,.63999999,.57999998,.69,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
2.25,.62,.56,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
2.5,.60000002,.55000001,.66000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
2.75,.58999997,.52999997,.63999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
3,.57999998,.51999998,.63999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
3.25,.56999999,.51999998,.63,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
3.5,.56,.50999999,.62,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
3.75,.55000001,.49000001,.60000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
4,.54000002,.47999999,.60000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
4.25,.52999997,.47,.57999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
4.5,.51999998,.46000001,.57999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
4.75,.51999998,.46000001,.57999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
5,.51999998,.46000001,.57999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2018
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
.25,.93000001,.91000003,.95999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
.5,.88,.83999997,.91000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
.75,.81,.76999998,.86000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
1,.75999999,.70999998,.81,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
1.25,.73000002,.68000001,.77999997,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
1.5,.69999999,.64999998,.75,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
1.75,.69,.63999999,.74000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
2,.66000003,.61000001,.70999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
2.25,.64999998,.58999997,.69999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
2.5,.63999999,.57999998,.69,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
2.75,.62,.56999999,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
3,.61000001,.56,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
3.25,.60000002,.54000002,.64999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
3.5,.57999998,.51999998,.63999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
3.75,.56,.5,.62,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
4,.43000001,.25,.60000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
4.75,.28,.059999999,.5,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
5,.28,.059999999,.5,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2019
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
.25,.92000002,.88999999,.94999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
