quarterYear,survival,ciLb,ciUb,sex,dep,region,route,stage,ageBand,diagnosisYear
1.75,.82999998,.75999999,.89999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
2,.81,.74000001,.88,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
2.25,.80000001,.73000002,.87,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
2.5,.75999999,.68000001,.83999997,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
2.75,.75999999,.68000001,.83999997,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
3,.74000001,.66000003,.81999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
3.25,.74000001,.66000003,.81999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
3.5,.74000001,.66000003,.81999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
3.75,.74000001,.66000003,.81999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
4,.74000001,.66000003,.81999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
4.25,.74000001,.66000003,.81999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
4.5,.72000003,.63999999,.81,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
4.75,.72000003,.63999999,.81,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
5,.72000003,.63999999,.81,All Persons,All IMD Quintiles,North East,All Routes,All Stages,0-49,All Years
0,.99000001,.97000003,1.01,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
.25,.94,.88999999,.99000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
.5,.91000003,.85000002,.95999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
.75,.83999997,.76999998,.92000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
1,.80000001,.72000003,.88,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
1.25,.80000001,.72000003,.88,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
1.5,.77999997,.69999999,.86000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
1.75,.72000003,.63,.81,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
2,.69,.58999997,.77999997,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
2.25,.69,.58999997,.77999997,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
2.5,.69,.58999997,.77999997,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
2.75,.67000002,.57999998,.76999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
3,.67000002,.57999998,.76999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
3.25,.63999999,.54000002,.74000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
3.5,.63999999,.54000002,.74000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
3.75,.63999999,.54000002,.74000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
4,.63999999,.54000002,.74000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
4.25,.63999999,.54000002,.74000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
4.5,.62,.50999999,.72000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
4.75,.56,.44,.68000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,50-54,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
.25,.97000003,.94999999,1,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
.5,.94999999,.92000002,.99000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
.75,.88999999,.83999997,.94,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
1,.87,.81999999,.92000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
1.25,.83999997,.77999997,.89999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
1.5,.77999997,.70999998,.85000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
1.75,.75999999,.69,.82999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
2,.70999998,.63999999,.79000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
2.25,.69,.61000001,.76999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
2.5,.68000001,.60000002,.75999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
2.75,.68000001,.60000002,.75999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
3,.66000003,.57999998,.74000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
3.25,.63999999,.55000001,.72000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
3.5,.62,.54000002,.70999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
3.75,.62,.54000002,.70999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
4,.58999997,.5,.69,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
4.25,.58999997,.5,.69,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
4.5,.56999999,.47999999,.67000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
4.75,.56999999,.47999999,.67000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
5,.56999999,.47999999,.67000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,55-59,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
.25,.94,.91000003,.97000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
.5,.88,.82999998,.92000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
.75,.82999998,.77999997,.88,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
1,.79000002,.73000002,.85000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
1.25,.76999998,.69999999,.82999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
1.5,.74000001,.67000002,.80000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
1.75,.69999999,.63999999,.76999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
2,.68000001,.62,.75,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
2.25,.63999999,.56999999,.70999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
2.5,.63,.56,.69999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
2.75,.60000002,.51999998,.67000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
3,.58999997,.50999999,.66000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
3.25,.56999999,.5,.64999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
3.5,.56,.47999999,.63,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
3.75,.56,.47999999,.63,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
4,.56,.47999999,.63,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
4.25,.54000002,.47,.62,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
4.5,.52999997,.44999999,.61000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
4.75,.52999997,.44999999,.61000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,60-64,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
.25,.94,.89999998,.98000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
.5,.88,.82999998,.93000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
.75,.82999998,.76999998,.88999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
1,.80000001,.74000001,.87,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
1.25,.72000003,.64999998,.80000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
1.5,.69999999,.63,.77999997,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
1.75,.66000003,.57999998,.74000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
2,.63999999,.56,.72000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
2.25,.61000001,.51999998,.69,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
2.5,.60000002,.50999999,.68000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
2.75,.60000002,.50999999,.68000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
3,.58999997,.5,.67000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
3.25,.57999998,.49000001,.66000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
3.5,.55000001,.46000001,.63999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
3.75,.55000001,.46000001,.63999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
4,.52999997,.44,.63,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
4.25,.52999997,.44,.63,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
4.5,.51999998,.41999999,.61000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
4.75,.5,.40000001,.58999997,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
5,.5,.40000001,.58999997,All Persons,All IMD Quintiles,North East,All Routes,All Stages,65-69,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
.25,.94,.89999998,.98000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
.5,.87,.81999999,.92000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
.75,.81,.75,.87,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
1,.75,.68000001,.81,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
1.25,.72000003,.64999998,.77999997,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
1.5,.69,.62,.75999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
1.75,.64999998,.57999998,.73000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
2,.63999999,.56999999,.72000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
2.25,.63,.55000001,.69999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
2.5,.62,.54000002,.69,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
2.75,.60000002,.51999998,.68000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
3,.57999998,.5,.66000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
3.25,.56,.47999999,.63999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
3.5,.56,.47999999,.63999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
3.75,.56,.47999999,.63999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
4,.56,.47999999,.63999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
4.25,.56,.47999999,.63999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
4.5,.54000002,.46000001,.63,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
4.75,.54000002,.46000001,.63,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
5,.54000002,.46000001,.63,All Persons,All IMD Quintiles,North East,All Routes,All Stages,70-74,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
.25,.87,.81,.93000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
.5,.80000001,.73000002,.87,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
.75,.76999998,.69,.83999997,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
1,.74000001,.66000003,.81,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
1.25,.70999998,.63,.79000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
1.5,.69,.61000001,.76999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
1.75,.67000002,.58999997,.75,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
2,.66000003,.57999998,.74000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
2.25,.63999999,.55000001,.72000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
2.75,.62,.52999997,.70999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
3,.62,.52999997,.70999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
3.25,.61000001,.51999998,.69,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
3.5,.57999998,.49000001,.67000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
3.75,.56999999,.47,.66000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
4,.56999999,.47,.66000003,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
4.25,.52999997,.43000001,.63,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
4.5,.5,.38999999,.61000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
4.75,.5,.38999999,.61000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,75-79,All Years
0,.99000001,.95999998,1.01,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
.25,.94,.88,.99000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
.5,.81,.72000003,.89999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
.75,.73000002,.63999999,.82999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
1,.68000001,.57999998,.79000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
1.25,.62,.50999999,.73000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
1.5,.56999999,.46000001,.68000001,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
1.75,.52999997,.41,.63999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
2,.52999997,.41,.63999999,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
2.25,.47999999,.36000001,.60000002,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
2.75,.46000001,.34,.57999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
3,.46000001,.34,.57999998,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
3.25,.43000001,.31,.56,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
3.75,.43000001,.31,.56,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
4,.43000001,.31,.56,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
4.5,.43000001,.31,.56,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
4.75,.43000001,.31,.56,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
5,.43000001,.31,.56,All Persons,All IMD Quintiles,North East,All Routes,All Stages,80-84,All Years
0,.98000002,.94,1.02,All Persons,All IMD Quintiles,North East,All Routes,All Stages,85-89,All Years
