quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
3.25,.56999999,.54000002,.60000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
3.5,.56,.52999997,.58999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
3.75,.54000002,.50999999,.56999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
4,.52999997,.5,.56,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
4.25,.52999997,.5,.56,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
4.5,.51999998,.49000001,.55000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
4.75,.51999998,.49000001,.55000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
5,.5,.47,.52999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,60-64,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
.25,.92000002,.89999998,.93000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
.5,.82999998,.81999999,.85000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
.75,.76999998,.75,.80000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
1,.72000003,.69,.74000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
1.25,.67000002,.64999998,.69999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
1.5,.63999999,.62,.67000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
1.75,.61000001,.58999997,.63999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
2,.57999998,.56,.61000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
2.25,.56,.52999997,.57999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
2.5,.54000002,.50999999,.56,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
2.75,.51999998,.49000001,.54000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
3,.5,.47999999,.52999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
3.25,.49000001,.46000001,.51999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
3.5,.47999999,.44999999,.50999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
3.75,.47,.44,.5,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
4,.46000001,.44,.49000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
4.25,.44999999,.43000001,.47999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
4.5,.44999999,.41999999,.47999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
4.75,.44,.41999999,.47,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
5,.44,.41,.46000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,65-69,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
.25,.88999999,.87,.89999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
.5,.81,.79000002,.82999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
.75,.75,.73000002,.76999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
1,.69999999,.67000002,.72000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
1.25,.64999998,.62,.67000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
1.5,.61000001,.58999997,.63999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
1.75,.58999997,.56,.61000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
2,.56,.52999997,.57999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
2.25,.54000002,.50999999,.56999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
2.5,.51999998,.49000001,.54000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
2.75,.5,.47,.52999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
3,.47999999,.44999999,.50999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
3.25,.47,.44,.49000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
3.5,.46000001,.43000001,.47999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
3.75,.43000001,.40000001,.46000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
4,.41999999,.38999999,.44999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
4.25,.41999999,.38999999,.44,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
4.5,.40000001,.37,.43000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
4.75,.38999999,.37,.41999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
5,.38,.36000001,.41,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,70-74,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
.25,.85000002,.82999998,.87,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
.5,.75,.72000003,.76999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
.75,.68000001,.64999998,.70999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
1,.63,.60000002,.66000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
1.25,.57999998,.55000001,.61000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
1.5,.55000001,.51999998,.57999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
1.75,.51999998,.49000001,.55000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
2,.49000001,.46000001,.51999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
2.25,.47,.44,.5,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
2.5,.44999999,.41999999,.47999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
2.75,.44,.41,.47,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
3,.43000001,.40000001,.46000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
3.25,.41,.38,.44,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
3.5,.38999999,.36000001,.43000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
3.75,.37,.34,.40000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
4,.34999999,.31999999,.38,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
4.25,.34,.30000001,.37,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
4.5,.33000001,.30000001,.36000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
4.75,.31999999,.28999999,.34999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
5,.31,.28,.34,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,75-79,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
.25,.82999998,.80000001,.86000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
.5,.70999998,.68000001,.74000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
.75,.62,.57999998,.64999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
1,.55000001,.51999998,.57999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
1.25,.50999999,.47,.54000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
1.5,.46000001,.43000001,.5,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
1.75,.43000001,.40000001,.46000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
2,.41,.38,.44999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
2.25,.40000001,.36000001,.43000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
2.5,.37,.33000001,.40000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
2.75,.36000001,.31999999,.38999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
3,.34,.30000001,.37,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
3.25,.31999999,.28,.34999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
3.5,.31,.28,.34,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
3.75,.30000001,.25999999,.33000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
4,.28,.25,.31999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
4.25,.27000001,.23999999,.31,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
4.5,.25999999,.23,.30000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
4.75,.23999999,.20999999,.28,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
5,.23,.2,.27000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,80-84,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
.25,.74000001,.69999999,.76999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
.5,.58999997,.55000001,.63,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
.75,.5,.44999999,.54000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
1,.44,.40000001,.49000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
1.25,.40000001,.36000001,.44,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
1.5,.37,.33000001,.41,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
1.75,.34,.30000001,.38,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
2,.31,.27000001,.34999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
2.25,.28999999,.25,.33000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
2.5,.27000001,.23,.31,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
2.75,.25,.20999999,.28999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
3,.22,.19,.25999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
3.25,.2,.16,.23,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
3.5,.17,.13,.20999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
3.75,.17,.13,.20999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
4,.17,.13,.2,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
4.25,.16,.13,.2,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
4.5,.16,.12,.19,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
4.75,.15000001,.11,.19,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
5,.14,.11,.18000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,85-89,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
.25,.63999999,.57999998,.69999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
.5,.47,.41,.51999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
.75,.37,.31999999,.43000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
1,.31,.25999999,.36000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
1.25,.25,.2,.30000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
1.5,.23999999,.19,.28999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
1.75,.20999999,.16,.25999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
2,.17,.13,.22,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
2.25,.17,.12,.20999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
2.5,.14,.1,.18000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
2.75,.12,.079999998,.16,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
3,.11,.07,.15000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
3.25,.11,.07,.15000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
3.5,.1,.059999999,.14,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
3.75,.079999998,.039999999,.12,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
4,.079999998,.039999999,.12,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
4.25,.07,.029999999,.11,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
5,.059999999,.029999999,.1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,90+,All Years
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
.25,.89999998,.88999999,.92000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
.5,.82999998,.81,.85000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
.75,.77999997,.75999999,.80000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1,.73000002,.70999998,.75,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1.25,.68000001,.66000003,.69999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1.5,.64999998,.63,.67000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
1.75,.62,.60000002,.63999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2,.60000002,.57999998,.62,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2.25,.57999998,.56,.60000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2.5,.56,.54000002,.58999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
2.75,.55000001,.52999997,.56999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3,.54000002,.50999999,.56,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3.25,.51999998,.5,.54000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3.5,.50999999,.47999999,.52999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
3.75,.49000001,.47,.51999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4,.47999999,.46000001,.50999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4.25,.47999999,.44999999,.5,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4.5,.47,.44,.49000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
4.75,.46000001,.44,.49000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
5,.46000001,.43000001,.47999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2016
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
.25,.89999998,.88999999,.92000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
.5,.81999999,.80000001,.82999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
.75,.75999999,.74000001,.77999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
1,.70999998,.69,.73000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
1.25,.68000001,.66000003,.69999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
1.5,.64999998,.63,.67000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
1.75,.62,.60000002,.64999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
2,.60000002,.57999998,.63,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
2.25,.57999998,.56,.61000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
2.5,.56999999,.54000002,.58999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
2.75,.55000001,.52999997,.56999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
3,.52999997,.50999999,.55000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
3.25,.51999998,.5,.54000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
3.5,.50999999,.49000001,.52999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
3.75,.5,.47999999,.51999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
4,.49000001,.47,.51999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
4.25,.49000001,.46000001,.50999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
4.5,.47999999,.44999999,.5,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
4.75,.47,.44999999,.49000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
5,.46000001,.44,.47999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2017
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
.25,.89999998,.88999999,.91000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
.5,.82999998,.81,.85000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
.75,.76999998,.75,.79000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
1,.72000003,.69999999,.74000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
1.25,.69,.66000003,.70999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
1.5,.66000003,.63999999,.68000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
1.75,.63999999,.62,.66000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
2,.61000001,.58999997,.63999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
2.25,.60000002,.56999999,.62,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
2.5,.57999998,.55000001,.60000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
2.75,.56,.54000002,.57999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
3,.55000001,.51999998,.56999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
3.25,.52999997,.50999999,.55000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
3.5,.51999998,.5,.55000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
3.75,.50999999,.49000001,.52999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
4,.5,.47999999,.51999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
4.25,.49000001,.47,.51999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
4.5,.47999999,.46000001,.5,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
4.75,.47999999,.44999999,.5,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
5,.47999999,.44999999,.5,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2018
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
.25,.91000003,.89999998,.92000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
.5,.83999997,.82999998,.86000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
.75,.77999997,.75999999,.80000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
1,.73000002,.70999998,.75,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
1.25,.69999999,.68000001,.72000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
1.5,.67000002,.64999998,.69,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
1.75,.63999999,.62,.66000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
2,.62,.60000002,.63999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
2.25,.60000002,.57999998,.62,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
2.5,.57999998,.56,.61000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
2.75,.56999999,.55000001,.58999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
3,.55000001,.52999997,.57999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
3.25,.54000002,.51999998,.56,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
3.5,.52999997,.50999999,.55000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
3.75,.50999999,.49000001,.54000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
4,.50999999,.49000001,.54000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
4.25,.50999999,.49000001,.54000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2019
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
.25,.88999999,.88,.91000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
.5,.81,.79000002,.82999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
.75,.75999999,.74000001,.77999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
1,.70999998,.69,.73000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
1.25,.67000002,.64999998,.69999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
1.5,.63999999,.62,.67000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
1.75,.62,.60000002,.63999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
2,.60000002,.56999999,.62,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
2.25,.56999999,.55000001,.60000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
2.5,.56,.52999997,.57999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
2.75,.54000002,.51999998,.56999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
3,.51999998,.47,.56,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
3.5,.38,.23,.54000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
4.75,.31,.13,.47999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
5,.31,.13,.47999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2020
0,1,1,1,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
.25,.88999999,.88,.89999998,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
.5,.81999999,.80000001,.83999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
.75,.75999999,.74000001,.77999997,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
1,.70999998,.69,.73000002,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
1.25,.68000001,.66000003,.69999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
1.5,.63999999,.61000001,.66000003,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
1.75,.61000001,.57999998,.63,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
2,.56999999,.54000002,.61000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
2.25,.51999998,.41,.62,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
2.75,.38999999,.22,.55000001,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
3,.23999999,.07,.41999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
3.5,.16,0,.31999999,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
4.5,.079999998,-.029999999,.19,All Persons,All IMD Quintiles,All Regions,All Routes,All Stages,All Ages,2021
0,1,1,1,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
.25,.87,.85000002,.88,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
.5,.76999998,.75,.79000002,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
.75,.69999999,.67000002,.72000003,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
1,.63,.61000001,.66000003,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
1.25,.58999997,.56999999,.62,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
1.5,.56,.54000002,.58999997,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
1.75,.54000002,.50999999,.56,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
2,.50999999,.49000001,.52999997,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
2.25,.49000001,.46000001,.50999999,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
2.5,.47,.44,.49000001,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
2.75,.44999999,.43000001,.47999999,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
3,.44,.41,.47,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
3.25,.43000001,.41,.46000001,Male,IMD 1 - most deprived,All Regions,All Routes,All Stages,All Ages,All Years
